Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,132.695822,[318  61] ; [ 50 102],[262.65913371 116.34086629] ; [105.34086629  46.65913371],1
n6,1,0.0,30.056348,[312  66] ; [92 61],[287.59322034  90.40677966] ; [116.40677966  36.59322034],1
a5,1,3.1e-05,17.330057,[287  95] ; [87 66],[267.04299065 114.95700935] ; [106.95700935  46.04299065],1
s7,1,7e-05,15.810761,[154 208] ; [ 34 110],[134.49802372 227.50197628] ; [53.50197628 90.49802372],1
a8,1,9e-05,15.336003,[ 62 287] ; [  6 135],[ 48.43265306 300.56734694] ; [ 19.56734694 121.43265306],1
p11,1,0.000512,12.072288,[298  84] ; [97 56],[282.03738318  99.96261682] ; [112.96261682  40.03738318],1
a4,1,0.000643,11.647027,[175 204] ; [ 46 107],[157.44172932 221.55827068] ; [63.55827068 89.44172932],1
p10,1,0.00082,11.196474,[294  85] ; [95 55],[278.69754253 100.30245747] ; [110.30245747  39.69754253],1
d2,1,0.001179,10.52289,[192 186] ; [54 99],[175.11864407 202.88135593] ; [70.88135593 82.11864407],0
d5,1,0.001763,9.781332,[307  74] ; [104  49],[293.24157303  87.75842697] ; [117.75842697  35.24157303],0
r2,1,0.002515,9.129383,[348  27] ; [128  24],[338.70967742  36.29032258] ; [137.29032258  14.70967742],0
r4,1,0.003054,8.774657,[326  56] ; [114  39],[314.1682243  67.8317757] ; [125.8317757  27.1682243],0
v3,1,0.003438,8.559012,[149 217] ; [ 38 104],[134.72834646 231.27165354] ; [52.27165354 89.72834646],0
n1,1,0.004418,8.103601,[40 44] ; [13 42],[32.02877698 51.97122302] ; [20.97122302 34.02877698],0
p3,1,0.004892,7.918976,[159 221] ; [ 44 109],[144.72795497 235.27204503] ; [58.27204503 94.72795497],0
d1,1,0.006918,7.294083,[219 163] ; [68 85],[204.92336449 177.07663551] ; [82.07663551 70.92336449],0
a3,1,0.007919,7.051608,[268 112] ; [89 63],[255. 125.] ; [102.  50.],0
r1,1,0.011126,6.445118,[301  78] ; [105  47],[289.78154426  89.21845574] ; [116.21845574  35.78154426],0
s6,1,0.011453,6.393707,[218 159] ; [70 83],[204.86037736 172.13962264] ; [83.13962264 69.86037736],0
a2,1,0.013246,6.135988,[ 92 290] ; [ 22 131],[ 81.39813084 300.60186916] ; [ 32.60186916 120.39813084],0
s8,1,0.019963,5.415133,[139 240] ; [ 40 113],[127.52067669 251.47932331] ; [ 51.47932331 101.52067669],0
u1,1,0.02369,5.117204,[ 61 321] ; [ 13 140],[ 52.83738318 329.16261682] ; [ 21.16261682 131.83738318],0
s2,1,0.030696,4.66986,[158 221] ; [ 48 104],[147.03201507 231.96798493] ; [58.96798493 93.03201507],0
p2,1,0.033788,4.50541,[296  85] ; [104  47],[286.46616541  94.53383459] ; [113.53383459  37.46616541],0
p12,1,0.038069,4.301949,[ 24 356] ; [  3 150],[ 19.24953096 360.75046904] ; [  7.75046904 145.24953096],0
p1,1,0.045062,4.01632,[ 31 349] ; [  5 146],[ 25.76271186 354.23728814] ; [ 10.23728814 140.76271186],0
v1,1,0.048348,3.897832,[176 190] ; [57 91],[165.91050584 200.08949416] ; [67.08949416 80.91050584],0
p4,1,0.065451,3.393565,[183 196] ; [60 92],[173.44067797 205.55932203] ; [69.55932203 82.44067797],0
n2,1,0.081319,3.038334,[65 21] ; [34 21],[60.38297872 25.61702128] ; [38.61702128 16.38297872],0
b3,1,0.084287,2.980226,[ 92 157] ; [19 54],[ 85.83540373 163.16459627] ; [25.16459627 47.83540373],0
b2,1,0.084287,2.980226,[ 92 157] ; [19 54],[ 85.83540373 163.16459627] ; [25.16459627 47.83540373],0
a1,1,0.091508,2.84764,[ 20 362] ; [  3 150],[ 16.42242991 365.57757009] ; [  6.57757009 146.42242991],0
a6,1,0.09621,2.767271,[265 116] ; [95 58],[256.85393258 124.14606742] ; [103.14606742  49.85393258],0
d4,1,0.103002,2.658442,[309  71] ; [114  38],[302.14285714  77.85714286] ; [120.85714286  31.14285714],0
s3,1,0.113811,2.500491,[187 187] ; [64 87],[178.80761905 195.19238095] ; [72.19238095 78.80761905],0
p9,1,0.139163,2.187187,[292  82] ; [108  42],[285.49618321  88.50381679] ; [114.50381679  35.49618321],0
v2,1,0.144077,2.133865,[196 169] ; [66 76],[188.61932939 176.38067061] ; [73.38067061 68.61932939],0
p7,1,0.145676,2.116951,[190 185] ; [65 84],[182.49045802 192.50954198] ; [72.50954198 76.49045802],0
p5,1,0.154404,2.028195,[ 31 346] ; [  7 143],[ 27.18406072 349.81593928] ; [ 10.81593928 139.18406072],0
r3,1,0.156272,2.00994,[345  34] ; [133  20],[340.53007519  38.46992481] ; [137.46992481  15.53007519],0
u3,1,0.249609,1.325491,[54 60] ; [35 27],[57.64772727 56.35227273] ; [31.35227273 30.64772727],0
p8,1,0.295854,1.092789,[160 217] ; [57 95],[154.64839319 222.35160681] ; [62.35160681 89.64839319],0
b5,1,0.296075,1.09179,[231 151] ; [85 68],[225.62990654 156.37009346] ; [90.37009346 62.62990654],0
b1,1,0.321862,0.981366,[155 227] ; [55 98],[149.94392523 232.05607477] ; [60.05607477 92.94392523],0
d3,1,0.517053,0.419768,[243 138] ; [93 60],[239.73033708 141.26966292] ; [96.26966292 56.73033708],0
s5,1,0.518087,0.417699,[ 92 281] ; [ 33 117],[ 89.14913958 283.85086042] ; [ 35.85086042 114.14913958],0
