Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,45.362482,[ 8 31] ; [80 18],[25.05109489 13.94890511] ; [62.94890511 35.05109489],1
p2,1,3e-06,21.647081,[15 24] ; [78 20],[26.47445255 12.52554745] ; [66.52554745 31.47445255],1
p11,1,0.000486,12.169968,[16 23] ; [72 27],[24.86956522 14.13043478] ; [63.13043478 35.86956522],1
v4,1,0.001137,10.590569,[28 10] ; [91  6],[33.4962963  4.5037037] ; [85.5037037 11.4962963],0
r3,1,0.001217,10.465092,[29 10] ; [93  6],[34.47826087  4.52173913] ; [87.52173913 11.47826087],0
s6,1,0.001793,9.749975,[10 28] ; [55 43],[18.16176471 19.83823529] ; [46.83823529 51.16176471],0
r4,1,0.002009,9.541398,[22 17] ; [81 18],[29.10869565  9.89130435] ; [73.89130435 25.10869565],0
b1,1,0.002079,9.478492,[21 18] ; [26 73],[13.2826087 25.7173913] ; [33.7173913 65.2826087],0
d3,1,0.002218,9.359918,[15 24] ; [65 32],[22.94117647 16.05882353] ; [57.05882353 39.94117647],0
a7,1,0.005823,7.604235,[20 19] ; [74 24],[26.75912409 12.24087591] ; [67.24087591 30.75912409],0
r2,1,0.006283,7.467296,[29 10] ; [90  8],[33.87591241  5.12408759] ; [85.12408759 12.87591241],0
d2,1,0.007367,7.181241,[20 19] ; [27 72],[13.2826087 25.7173913] ; [33.7173913 65.2826087],0
s2,1,0.008685,6.8865,[ 7 31] ; [42 57],[13.59124088 24.40875912] ; [35.40875912 63.59124088],0
s1,1,0.008864,6.850055,[ 4 35] ; [ 1 98],[ 1.41304348 37.58695652] ; [ 3.58695652 95.41304348],0
s8,1,0.010669,6.51966,[ 3 35] ; [28 71],[ 8.59854015 29.40145985] ; [22.40145985 76.59854015],0
s3,1,0.016777,5.719566,[10 29] ; [47 51],[16.22627737 22.77372263] ; [40.77372263 57.22627737],0
v1,1,0.021079,5.32025,[ 9 30] ; [43 54],[14.91176471 24.08823529] ; [37.08823529 59.91176471],0
