Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,6e-06,20.630984,[12 52] ; [53 44],[25.83850932 38.16149068] ; [39.16149068 57.83850932],1
p8,1,1.4e-05,18.853632,[15 48] ; [57 40],[28.35 34.65] ; [43.65 53.35],1
p2,1,8.9e-05,15.363841,[42 22] ; [87  9],[51.6 12.4] ; [77.4 18.6],1
p4,1,0.000988,10.850388,[20 44] ; [56 41],[30.21118012 33.78881988] ; [45.78881988 51.21118012],1
p6,1,0.00107,10.703183,[ 9 55] ; [36 59],[18.11320755 45.88679245] ; [26.88679245 68.11320755],0
d3,1,0.001478,10.105896,[39 25] ; [80 16],[47.6 16.4] ; [71.4 24.6],0
n1,1,0.004107,8.235963,[ 9 11] ; [ 2 23],[ 4.88888889 15.11111111] ; [ 6.11111111 18.88888889],0
n3,1,0.022351,5.218246,[11  8] ; [22  3],[14.25  4.75] ; [18.75  6.25],0
a3,1,0.02583,4.967388,[36 28] ; [71 26],[42.53416149 21.46583851] ; [64.46583851 32.53416149],0
s7,1,0.030956,4.655427,[19 45] ; [44 50],[25.51898734 38.48101266] ; [37.48101266 56.51898734],0
n6,1,0.032667,4.563153,[37 27] ; [71 25],[43.2 20.8] ; [64.8 31.2],0
a2,1,0.041337,4.162129,[ 6 58] ; [21 76],[10.73291925 53.26708075] ; [16.26708075 80.73291925],0
r4,1,0.04606,3.979402,[51 13] ; [88  9],[55.25465839  8.74534161] ; [83.74534161 13.25465839],0
p11,1,0.051733,3.784371,[42 22] ; [77 20],[47.30434783 16.69565217] ; [71.69565217 25.30434783],0
b3,1,0.056487,3.637637,[13 15] ; [15 43],[ 9.11627907 18.88372093] ; [18.88372093 39.11627907],0
b2,1,0.056487,3.637637,[13 15] ; [15 43],[ 9.11627907 18.88372093] ; [18.88372093 39.11627907],0
b1,1,0.067937,3.332166,[15 49] ; [36 61],[20.27329193 43.72670807] ; [30.72670807 66.27329193],0
a8,1,0.073825,3.195849,[ 1 58] ; [ 8 83],[ 3.54 55.46] ; [ 5.46 85.54],0
a5,1,0.101795,2.677199,[39 25] ; [71 26],[43.72670807 20.27329193] ; [66.27329193 30.72670807],0
a1,1,0.106165,2.6104,[ 1 63] ; [ 7 90],[ 3.18012422 60.81987578] ; [ 4.81987578 92.18012422],0
s8,1,0.106166,2.610379,[19 45] ; [41 56],[23.85093168 40.14906832] ; [36.14906832 60.85093168],0
r1,1,0.124735,2.356836,[44 19] ; [78 19],[48.0375 14.9625] ; [73.9625 23.0375],0
n4,1,0.143907,2.135672,[21 43] ; [43 54],[25.44099379 38.55900621] ; [38.55900621 58.44099379],0
v4,1,0.17461,1.842911,[58  5] ; [93  3],[59.83018868  3.16981132] ; [91.16981132  4.83018868],0
d2,1,0.207708,1.587327,[22 42] ; [43 54],[25.83850932 38.16149068] ; [39.16149068 57.83850932],0
v1,1,0.208749,1.580083,[27 36] ; [31 63],[23.27388535 39.72611465] ; [34.72611465 59.27388535],0
d1,1,0.220624,1.500308,[32 32] ; [58 39],[35.77639752 28.22360248] ; [54.22360248 42.77639752],0
s6,1,0.224032,1.478354,[36 27] ; [64 32],[39.62264151 23.37735849] ; [60.37735849 35.62264151],0
a4,1,0.227588,1.455873,[21 43] ; [41 56],[24.64596273 39.35403727] ; [37.35403727 59.64596273],0
u1,1,0.270704,1.213178,[ 5 59] ; [13 84],[ 7.1552795 56.8447205] ; [10.8447205 86.1552795],0
r3,1,0.318726,0.994166,[59  5] ; [93  4],[60.42236025  3.57763975] ; [91.57763975  5.42236025],0
d4,1,0.466319,0.530685,[52 12] ; [83 14],[53.66459627 10.33540373] ; [81.33540373 15.66459627],0
s1,1,0.536566,0.381941,[ 2 62] ; [ 5 92],[ 2.7826087 61.2173913] ; [ 4.2173913 92.7826087],0
r2,1,0.611283,0.258311,[60  4] ; [87  8],[59.16981132  4.83018868] ; [87.83018868  7.16981132],0
p1,1,0.650654,0.205077,[ 6 58] ; [ 7 88],[ 5.2327044 58.7672956] ; [ 7.7672956 87.2327044],0
p12,1,0.685531,0.163966,[ 3 61] ; [ 6 91],[ 3.57763975 60.42236025] ; [ 5.42236025 91.57763975],0
u3,1,0.685622,0.163866,[19  9] ; [15  9],[18.30769231  9.69230769] ; [15.69230769  8.30769231],0
n2,1,0.731025,0.118172,[13  7] ; [15 10],[12.44444444  7.55555556] ; [15.55555556  9.44444444],0
s3,1,0.792811,0.068991,[32 32] ; [49 45],[32.81012658 31.18987342] ; [48.18987342 45.81012658],0
s5,1,0.799038,0.064817,[20 39] ; [30 64],[19.28104575 39.71895425] ; [30.71895425 63.28104575],0
d5,1,0.806472,0.060015,[51 13] ; [78 18],[51.6 12.4] ; [77.4 18.6],0
p5,1,0.832239,0.044873,[ 4 59] ; [ 7 90],[ 4.33125 58.66875] ; [ 6.66875 90.33125],0
a7,1,0.874619,0.024899,[50 14] ; [76 20],[50.4 13.6] ; [75.6 20.4],0
b5,1,0.884618,0.021059,[39 25] ; [58 39],[38.55900621 25.44099379] ; [58.44099379 38.55900621],0
b4,1,0.908414,0.013234,[41 23] ; [63 34],[41.34161491 22.65838509] ; [62.65838509 34.34161491],0
v3,1,0.941615,0.005364,[17 45] ; [26 67],[17.2 44.8] ; [25.8 67.2],0
s2,1,0.964408,0.001991,[29 34] ; [45 52],[29.1375 33.8625] ; [44.8625 52.1375],0
s4,1,0.968058,0.001604,[15 49] ; [23 74],[15.10559006 48.89440994] ; [22.89440994 74.10559006],0
v2,1,0.973944,0.001067,[31 30] ; [46 45],[30.90131579 30.09868421] ; [46.09868421 44.90131579],0
p9,1,0.983527,0.000426,[58  6] ; [88  9],[58.03726708  5.96273292] ; [87.96273292  9.03726708],0
a6,1,0.985039,0.000352,[41 23] ; [62 35],[40.94409938 23.05590062] ; [62.05590062 34.94409938],0
u2,1,0.991125,0.000124,[19  9] ; [17  8],[19.01886792  8.98113208] ; [16.98113208  8.01886792],0
