Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,26.139306,[13 17] ; [91 13],[23.28358209  6.71641791] ; [80.71641791 23.28358209],1
p6,1,0.000418,12.448894,[ 2 27] ; [43 59],[ 9.96183206 19.03816794] ; [35.03816794 66.96183206],1
s4,1,0.002463,9.167621,[ 8 22] ; [ 7 96],[ 3.38345865 26.61654135] ; [11.61654135 91.38345865],0
n1,1,0.002486,9.151224,[ 1 10] ; [12  6],[4.93103448 6.06896552] ; [8.06896552 9.93103448],0
p3,1,0.005462,7.719693,[ 9 21] ; [60 42],[15.68181818 14.31818182] ; [53.31818182 48.68181818],0
n6,1,0.012394,6.253594,[20 10] ; [90 14],[24.62686567  5.37313433] ; [85.37313433 18.62686567],0
b1,1,0.019982,5.413466,[ 7 23] ; [49 55],[12.53731343 17.46268657] ; [43.46268657 60.53731343],0
d4,1,0.05163,3.787702,[22  8] ; [55 48],[17.36842105 12.63157895] ; [59.63157895 43.36842105],0
d3,1,0.052948,3.745573,[17 13] ; [38 65],[12.40601504 17.59398496] ; [42.59398496 60.40601504],0
s7,1,0.092101,2.83726,[11 18] ; [53 42],[14.96774194 14.03225806] ; [49.03225806 45.96774194],0
p1,1,0.093404,2.814706,[ 1 29] ; [15 87],[ 3.63636364 26.36363636] ; [12.36363636 89.63636364],0
a8,1,0.100027,2.705114,[ 1 27] ; [15 83],[ 3.55555556 24.44444444] ; [12.44444444 85.55555556],0
a5,1,0.110904,2.541297,[15 15] ; [68 35],[18.72180451 11.27819549] ; [64.27819549 38.72180451],0
p4,1,0.113386,2.506378,[12 18] ; [57 44],[15.80152672 14.19847328] ; [53.19847328 47.80152672],0
p5,1,0.115377,2.478976,[ 2 28] ; [19 83],[ 4.77272727 25.22727273] ; [16.22727273 85.77272727],0
p2,1,0.120094,2.416101,[19 11] ; [79 23],[22.27272727  7.72727273] ; [75.72727273 26.27272727],0
s2,1,0.140637,2.170978,[11 19] ; [53 49],[14.54545455 15.45454545] ; [49.45454545 52.54545455],0
b4,1,0.144601,2.1283,[22  8] ; [61 43],[18.58208955 11.41791045] ; [64.41791045 39.58208955],0
s3,1,0.149349,2.078891,[12 18] ; [55 45],[15.46153846 14.53846154] ; [51.53846154 48.46153846],0
u2,1,0.159372,1.980172,[8 3] ; [18 19],[5.95833333 5.04166667] ; [20.04166667 16.95833333],0
s8,1,0.179071,1.805315,[ 9 21] ; [45 58],[12.18045113 17.81954887] ; [41.81954887 61.18045113],0
p11,1,0.207963,1.585548,[19 11] ; [78 26],[21.71641791  8.28358209] ; [75.28358209 28.71641791],0
n3,1,0.229078,1.446576,[7 4] ; [15  3],[8.34482759 2.65517241] ; [13.65517241  4.34482759],0
a4,1,0.240498,1.377672,[ 5 25] ; [28 75],[ 7.44360902 22.55639098] ; [25.55639098 77.44360902],0
