Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,26.139306,[13 17] ; [91 13],[23.28358209  6.71641791] ; [80.71641791 23.28358209],1
r3,1,0.245793,1.34706,[26  4] ; [97  7],[27.53731343  2.46268657] ; [95.46268657  8.53731343],0
b5,1,0.284666,1.14468,[14 16] ; [60 44],[16.56716418 13.43283582] ; [57.43283582 46.56716418],0
r2,1,0.290306,1.118201,[27  3] ; [99  5],[28.20895522  1.79104478] ; [97.79104478  6.20895522],0
u1,1,0.335602,0.92716,[ 2 28] ; [  3 101],[ 1.11940299 28.88059701] ; [  3.88059701 100.11940299],0
p8,1,0.406098,0.690196,[13 17] ; [53 49],[15. 15.] ; [51. 51.],0
d5,1,0.513669,0.426585,[15 15] ; [59 45],[16.56716418 13.43283582] ; [57.43283582 46.56716418],0
s1,1,0.533558,0.38761,[ 2 28] ; [ 4 97],[ 1.3740458 28.6259542] ; [ 4.6259542 96.3740458],0
v4,1,0.54831,0.360354,[27  3] ; [97  7],[27.76119403  2.23880597] ; [96.23880597  7.76119403],0
r4,1,0.55753,0.343999,[26  4] ; [94 10],[26.86567164  3.13432836] ; [93.13432836 10.86567164],0
a7,1,0.559316,0.34089,[20 10] ; [62 40],[18.63636364 11.36363636] ; [63.36363636 38.63636364],0
u3,1,0.573285,0.317217,[6 4] ; [19 19],[5.20833333 4.79166667] ; [19.79166667 18.20833333],0
b3,1,0.58145,0.303896,[5 9] ; [28 36],[5.92307692 8.07692308] ; [27.07692308 36.92307692],0
b2,1,0.58145,0.303896,[5 9] ; [28 36],[5.92307692 8.07692308] ; [27.07692308 36.92307692],0
a1,1,0.597327,0.279046,[ 1 29] ; [ 6 98],[ 1.56716418 28.43283582] ; [ 5.43283582 98.56716418],0
v1,1,0.642711,0.215214,[17 13] ; [62 39],[18.09160305 11.90839695] ; [60.90839695 40.09160305],0
a6,1,0.650574,0.205177,[18 12] ; [57 46],[16.91729323 13.08270677] ; [58.08270677 44.91729323],0
p7,1,0.663679,0.189085,[18 12] ; [65 36],[19.00763359 10.99236641] ; [63.99236641 37.00763359],0
p10,1,0.745112,0.105684,[22  8] ; [77 24],[22.67175573  7.32824427] ; [76.32824427 24.67175573],0
d2,1,0.781188,0.077157,[ 4 26] ; [16 88],[ 4.47761194 25.52238806] ; [15.52238806 88.47761194],0
v2,1,0.799231,0.06469,[20  8] ; [71 32],[19.45038168  8.54961832] ; [71.54961832 31.45038168],0
r1,1,0.804234,0.06144,[24  6] ; [81 23],[23.50746269  6.49253731] ; [81.49253731 22.50746269],0
s5,1,0.810792,0.057315,[ 9 21] ; [32 67],[ 9.53488372 20.46511628] ; [31.46511628 67.53488372],0
a2,1,0.85062,0.035467,[ 2 28] ; [ 8 96],[ 2.23880597 27.76119403] ; [ 7.76119403 96.23880597],0
n2,1,0.865455,0.028708,[9 2] ; [16  3],[9.16666667 1.83333333] ; [15.83333333  3.16666667],0
a3,1,0.94045,0.005581,[19 11] ; [66 37],[19.17293233 10.82706767] ; [65.82706767 37.17293233],0
s6,1,0.961491,0.002331,[19 10] ; [66 34],[19.10852713  9.89147287] ; [65.89147287 34.10852713],0
p9,1,0.967194,0.001692,[22  7] ; [77 25],[21.91603053  7.08396947] ; [77.08396947 24.91603053],0
p12,1,0.970123,0.001403,[ 2 28] ; [ 7 95],[ 2.04545455 27.95454545] ; [ 6.95454545 95.04545455],0
