Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,4e-06,21.334581,[ 9 54] ; [23 17],[19.57281553 43.42718447] ; [12.42718447 27.57281553],1
s8,1,4e-06,21.240902,[ 6 57] ; [20 20],[15.90291262 47.09708738] ; [10.09708738 29.90291262],1
r4,1,1.2e-05,19.091213,[30 33] ; [36  4],[40.36893204 22.63106796] ; [25.63106796 14.36893204],1
n6,1,3.3e-05,17.251532,[29 33] ; [35  5],[38.90196078 23.09803922] ; [25.09803922 14.90196078],1
s7,1,4.9e-05,16.489504,[ 8 50] ; [19 17],[16.65957447 41.34042553] ; [10.34042553 25.65957447],1
s5,1,6.8e-05,15.864747,[ 3 57] ; [14 25],[10.3030303 49.6969697] ; [ 6.6969697 32.3030303],1
s4,1,8.3e-05,15.489725,[ 2 61] ; [12 27],[ 8.64705882 54.35294118] ; [ 5.35294118 33.64705882],1
p4,1,0.000198,13.846581,[ 8 54] ; [18 21],[15.96039604 46.03960396] ; [10.03960396 28.96039604],1
v4,1,0.000663,11.588974,[37 26] ; [36  4],[44.65048544 18.34951456] ; [28.34951456 11.65048544],1
r3,1,0.001954,9.592162,[35 28] ; [34  6],[42.2038835 20.7961165] ; [26.7961165 13.2038835],0
p6,1,0.002184,9.387938,[ 2 60] ; [ 9 31],[ 6.68627451 55.31372549] ; [ 4.31372549 35.68627451],0
r1,1,0.003772,8.390304,[29 34] ; [30 10],[36.08737864 26.91262136] ; [22.91262136 17.08737864],0
v3,1,0.006049,7.53558,[ 9 51] ; [15 23],[14.69387755 45.30612245] ; [ 9.30612245 28.69387755],0
p11,1,0.006166,7.501021,[22 41] ; [25 15],[28.74757282 34.25242718] ; [18.25242718 21.74757282],0
u3,1,0.008002,7.032967,[ 9 17] ; [11  3],[13. 13.] ; [7. 7.],0
p3,1,0.011245,6.426226,[11 52] ; [16 24],[16.51456311 46.48543689] ; [10.48543689 29.51456311],0
p5,1,0.013448,6.109231,[ 2 58] ; [ 7 32],[ 5.45454545 54.54545455] ; [ 3.54545455 35.45454545],0
v1,1,0.016149,5.786589,[13 50] ; [16 21],[18.27 44.73] ; [10.73 26.27],0
s3,1,0.018278,5.569279,[18 44] ; [20 18],[23.56 38.44] ; [14.44 23.56],0
n2,1,0.061022,3.509394,[17 14] ; [11  2],[19.72727273 11.27272727] ; [8.27272727 4.72727273],0
u1,1,0.072368,3.228479,[ 5 58] ; [ 8 32],[ 7.95145631 55.04854369] ; [ 5.04854369 34.95145631],0
b1,1,0.073949,3.193108,[28 35] ; [25 15],[32.41747573 30.58252427] ; [20.58252427 19.41747573],0
b5,1,0.076159,3.145021,[33 30] ; [28 12],[37.31067961 25.68932039] ; [23.68932039 16.31067961],0
p9,1,0.151168,2.060423,[25 35] ; [22 17],[28.48484848 31.51515152] ; [18.51515152 20.48484848],0
a6,1,0.191288,1.707672,[39 24] ; [19 20],[35.82352941 27.17647059] ; [22.17647059 16.82352941],0
a1,1,0.198404,1.654083,[ 8 55] ; [ 2 38],[ 6.11650485 56.88349515] ; [ 3.88349515 36.11650485],0
r2,1,0.257763,1.280731,[48 13] ; [35  5],[50.12871287 10.87128713] ; [32.87128713  7.12871287],0
d5,1,0.26603,1.237105,[35 28] ; [26 13],[37.67647059 25.32352941] ; [23.32352941 15.67647059],0
