Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,106.208346,[ 47 206] ; [160  91],[103.91071429 149.08928571] ; [103.08928571 147.91071429],1
p6,1,0.0,50.404924,[ 33 215] ; [104 145],[ 68.36217304 179.63782696] ; [ 68.63782696 180.36217304],1
p8,1,0.0,47.42959,[ 74 175] ; [151  99],[112.2745491 136.7254509] ; [112.7254509 137.2745491],1
p7,1,0.0,41.482115,[100 145] ; [174  76],[135.61616162 109.38383838] ; [138.38383838 111.61616162],1
p2,1,0.0,30.379406,[173  79] ; [222  28],[198.28685259  53.71314741] ; [196.71314741  53.28685259],1
p10,1,1e-06,23.734363,[159  91] ; [208  43],[183.13373253  66.86626747] ; [183.86626747  67.13373253],1
s6,1,7e-06,20.248729,[104 147] ; [151  94],[129.04233871 121.95766129] ; [125.95766129 119.04233871],1
r4,1,6.9e-05,15.828598,[207  47] ; [235  17],[221.87351779  32.12648221] ; [220.12648221  31.87351779],1
n5,1,0.000188,13.950786,[154 100] ; [191  60],[173.52475248  80.47524752] ; [171.47524752  79.52475248],1
s7,1,0.000242,13.472369,[ 46 197] ; [ 81 160],[ 63.76239669 179.23760331] ; [ 63.23760331 177.76239669],1
n4,1,0.000362,12.717475,[162  92] ; [197  55],[180.20948617  73.79051383] ; [178.79051383  73.20948617],1
p5,1,0.0004,12.53249,[  7 244] ; [ 27 225],[ 16.96620278 234.03379722] ; [ 17.03379722 234.96620278],1
a5,1,0.000443,12.343548,[150 104] ; [186  66],[168.66403162  85.33596838] ; [167.33596838  84.66403162],1
p11,1,0.000532,12.001666,[169  85] ; [202  50],[186.23320158  67.76679842] ; [184.76679842  67.23320158],1
d5,1,0.000538,11.979832,[176  76] ; [209  43],[192.5  59.5] ; [192.5  59.5],1
p9,1,0.000668,11.575071,[172  74] ; [208  43],[188.08853119  57.91146881] ; [191.91146881  59.08853119],1
n6,1,0.000723,11.430253,[184  70] ; [212  38],[199.57142857  54.42857143] ; [196.42857143  53.57142857],1
d3,1,0.002172,9.398178,[152  99] ; [185  67],[168.16500994  82.83499006] ; [168.83499006  83.16500994],0
v1,1,0.002292,9.29932,[ 97 153] ; [129 117],[113.91129032 136.08870968] ; [112.08870968 133.91129032],0
r3,1,0.002493,9.145869,[224  28] ; [241  10],[232.96222664  19.03777336] ; [232.03777336  18.96222664],0
a7,1,0.003534,8.508762,[170  82] ; [199  53],[184.5  67.5] ; [184.5  67.5],0
v2,1,0.003609,8.470815,[103 136] ; [138 107],[119.00619835 119.99380165] ; [121.99380165 123.00619835],0
s5,1,0.004326,8.141709,[ 47 199] ; [ 74 171],[ 60.62321792 185.37678208] ; [ 60.37678208 184.62321792],0
d1,1,0.004414,8.105015,[113 141] ; [144 108],[129.00790514 124.99209486] ; [127.99209486 124.00790514],0
r1,1,0.009636,6.700974,[182  71] ; [205  46],[194.26785714  58.73214286] ; [192.73214286  58.26785714],0
a4,1,0.021476,5.287783,[ 92 160] ; [117 134],[104.70775348 147.29224652] ; [104.29224652 146.70775348],0
u1,1,0.02186,5.256925,[ 24 230] ; [ 41 211],[ 32.6284585 221.3715415] ; [ 32.3715415 219.6284585],0
p1,1,0.042888,4.099819,[ 13 238] ; [ 25 226],[ 19. 232.] ; [ 19. 232.],0
d2,1,0.050341,3.830062,[ 93 157] ; [115 136],[103.79241517 146.20758483] ; [104.20758483 146.79241517],0
u3,1,0.059427,3.553315,[43 50] ; [53 35],[49.32596685 43.67403315] ; [46.67403315 41.32596685],0
v4,1,0.111985,2.525983,[229  22] ; [239  13],[233.53479125  17.46520875] ; [234.46520875  17.53479125],0
s2,1,0.131308,2.276967,[ 77 174] ; [ 93 158],[ 85. 166.] ; [ 85. 166.],0
b5,1,0.152224,2.049821,[159  95] ; [142 110],[151.09486166 102.90513834] ; [149.90513834 102.09486166],0
v3,1,0.154834,2.023972,[ 71 173] ; [ 85 157],[ 78.32098765 165.67901235] ; [ 77.67901235 164.32098765],0
d4,1,0.157698,1.996159,[188  63] ; [202  50],[194.61232604  56.38767396] ; [195.38767396  56.61232604],0
a2,1,0.169311,1.889038,[ 45 209] ; [ 57 195],[ 51.20158103 202.79841897] ; [ 50.79841897 201.20158103],0
u2,1,0.180655,1.792228,[41 51] ; [48 40],[45.48888889 46.51111111] ; [43.51111111 44.48888889],0
p12,1,0.194082,1.686357,[  8 243] ; [ 14 238],[ 10.97813121 240.02186879] ; [ 11.02186879 240.97813121],0
n3,1,0.228766,1.448517,[56 26] ; [36 10],[58.9375 23.0625] ; [33.0625 12.9375],0
b1,1,0.238699,1.388264,[ 85 169] ; [ 97 155],[ 91.35968379 162.64031621] ; [ 90.64031621 161.35968379],0
u4,1,0.319227,0.99211,[  3 251] ; [  1 251],[  2.00790514 251.99209486] ; [  1.99209486 250.00790514],0
b4,1,0.457162,0.552834,[148 106] ; [155  97],[152.09881423 101.90118577] ; [150.90118577 101.09881423],0
n2,1,0.476093,0.5078,[59 25] ; [35 11],[60.73846154 23.26153846] ; [33.26153846 12.73846154],0
s3,1,0.501175,0.452448,[102 148] ; [109 140],[105.71142285 144.28857715] ; [105.28857715 143.71142285],0
a1,1,0.534687,0.385476,[ 13 241] ; [ 10 242],[ 11.54545455 242.45454545] ; [ 11.45454545 240.54545455],0
b2,1,0.608898,0.261783,[40 81] ; [ 44 102],[38.06741573 82.93258427] ; [ 45.93258427 100.06741573],0
b3,1,0.608898,0.261783,[40 81] ; [ 44 102],[38.06741573 82.93258427] ; [ 45.93258427 100.06741573],0
a6,1,0.654873,0.199812,[170  83] ; [174  78],[172.34059406  80.65940594] ; [171.65940594  80.34059406],0
a8,1,0.785201,0.074282,[ 24 214] ; [ 21 204],[ 23.13174946 214.86825054] ; [ 21.86825054 203.13174946],0
s1,1,0.821974,0.050628,[ 10 240] ; [  9 240],[  9.51903808 240.48096192] ; [  9.48096192 239.51903808],0
s4,1,0.826226,0.0482,[ 38 214] ; [ 39 208],[ 38.88577154 213.11422846] ; [ 38.11422846 208.88577154],0
a3,1,0.878601,0.02333,[161  91] ; [162  89],[161.82107356  90.17892644] ; [161.17892644  89.82107356],0
n1,1,0.887899,0.019871,[29 54] ; [17 30],[29.36923077 53.63076923] ; [16.63076923 30.36923077],0
