Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0001,15.144156,[18 10] ; [28 82],[ 9.33333333 18.66666667] ; [36.66666667 73.33333333],1
s5,1,0.000122,14.761905,[12 14] ; [14 94],[ 5.04477612 20.95522388] ; [20.95522388 87.04477612],1
s7,1,0.000578,11.846154,[14 14] ; [19 85],[ 7. 21.] ; [26. 78.],1
b1,1,0.013378,6.118381,[ 6 22] ; [52 58],[11.76811594 16.23188406] ; [46.23188406 63.76811594],0
s6,1,0.016308,5.769351,[16 10] ; [39 70],[10.59259259 15.40740741] ; [44.40740741 64.59259259],0
u3,1,0.018236,5.573369,[10  7] ; [12 33],[ 6.03225806 10.96774194] ; [15.96774194 29.03225806],0
p2,1,0.032689,4.562008,[22  6] ; [61 47],[17.08823529 10.91176471] ; [65.91176471 42.08823529],0
a3,1,0.053315,3.734013,[11 17] ; [65 44],[15.53284672 12.46715328] ; [60.46715328 48.53284672],0
s3,1,0.103112,2.656744,[14 14] ; [36 72],[10.29411765 17.70588235] ; [39.70588235 68.29411765],0
a6,1,0.106022,2.612544,[11 17] ; [62 48],[14.8115942 13.1884058] ; [58.1884058 51.8115942],0
a7,1,0.119856,2.419199,[18  9] ; [55 55],[14.38686131 12.61313869] ; [58.61313869 51.38686131],0
d3,1,0.132381,2.264356,[17 10] ; [51 58],[13.5 13.5] ; [54.5 54.5],0
s1,1,0.136729,2.214392,[ 2 26] ; [  2 107],[ 0.81751825 27.18248175] ; [  3.18248175 105.81751825],0
p4,1,0.138983,2.189187,[ 5 23] ; [35 74],[ 8.17518248 19.82481752] ; [31.82481752 77.17518248],0
s8,1,0.178447,1.810507,[ 8 20] ; [19 91],[ 5.47826087 22.52173913] ; [21.52173913 88.47826087],0
u2,1,0.183965,1.765299,[10  7] ; [18 27],[7.67741935 9.32258065] ; [20.32258065 24.67741935],0
n1,1,0.210443,1.568378,[ 3 11] ; [16 24],[4.92592593 9.07407407] ; [14.07407407 25.92592593],0
v4,1,0.228459,1.450428,[24  4] ; [81 27],[21.61764706  6.38235294] ; [83.38235294 24.61764706],0
a2,1,0.235341,1.408289,[ 1 27] ; [12 98],[ 2.63768116 25.36231884] ; [10.36231884 99.63768116],0
a5,1,0.237015,1.398263,[10 18] ; [53 57],[12.7826087 15.2173913] ; [50.2173913 59.7826087],0
a8,1,0.246969,1.340368,[ 1 25] ; [12 93],[ 2.58015267 23.41984733] ; [10.41984733 94.58015267],0
n4,1,0.255534,1.292794,[14 14] ; [68 42],[16.63768116 11.36231884] ; [65.36231884 44.63768116],0
b4,1,0.270124,1.216116,[19  9] ; [62 48],[16.43478261 11.56521739] ; [64.56521739 45.43478261],0
a1,1,0.335671,0.926893,[ 1 27] ; [ 10 100],[ 2.23188406 25.76811594] ; [  8.76811594 101.23188406],0
n5,1,0.390327,0.737924,[20  8] ; [69 41],[18.05797101  9.94202899] ; [70.94202899 39.05797101],0
r2,1,0.395734,0.72125,[21  5] ; [77 29],[19.3030303  6.6969697] ; [78.6969697 27.3030303],0
v1,1,0.434054,0.611951,[ 6 22] ; [30 74],[ 7.63636364 20.36363636] ; [28.36363636 75.63636364],0
p10,1,0.436154,0.60638,[19  9] ; [64 43],[17.21481481 10.78518519] ; [65.78518519 41.21481481],0
a4,1,0.5233,0.407385,[ 7 21] ; [34 75],[ 8.37956204 19.62043796] ; [32.62043796 76.37956204],0
p6,1,0.545215,0.36596,[ 7 20] ; [22 85],[ 5.84328358 21.15671642] ; [23.15671642 83.84328358],0
r4,1,0.551585,0.354486,[15 13] ; [52 58],[13.5942029 14.4057971] ; [53.4057971 56.5942029],0
d4,1,0.554479,0.349353,[19  9] ; [68 42],[17.65217391 10.34782609] ; [69.34782609 40.65217391],0
v2,1,0.604965,0.267572,[ 8 19] ; [37 69],[ 9.13533835 17.86466165] ; [35.86466165 70.13533835],0
p8,1,0.620404,0.2453,[ 9 17] ; [32 76],[ 7.95522388 18.04477612] ; [33.04477612 74.95522388],0
d2,1,0.653153,0.201949,[10 18] ; [44 65],[11.03649635 16.96350365] ; [42.96350365 66.03649635],0
b5,1,0.678244,0.172109,[18 10] ; [66 44],[17.04347826 10.95652174] ; [66.95652174 43.04347826],0
p1,1,0.678595,0.171711,[ 1 27] ; [  6 103],[ 1.43065693 26.56934307] ; [  5.56934307 103.43065693],0
r3,1,0.68083,0.169194,[20  8] ; [82 27],[20.84671533  7.15328467] ; [81.15328467 27.84671533],0
u1,1,0.732869,0.116494,[ 2 26] ; [  6 104],[ 1.62318841 26.37681159] ; [  6.37681159 103.62318841],0
n2,1,0.7411,0.109162,[10  4] ; [28 14],[9.5 4.5] ; [28.5 13.5],0
v3,1,0.7505,0.101112,[ 6 22] ; [26 81],[ 6.63703704 21.36296296] ; [25.36296296 81.63703704],0
d1,1,0.810709,0.057366,[ 9 19] ; [38 72],[ 9.53623188 18.46376812] ; [37.46376812 72.53623188],0
d5,1,0.844335,0.038554,[17 10] ; [67 43],[16.55474453 10.44525547] ; [67.44525547 42.55474453],0
p11,1,0.878767,0.023266,[18 10] ; [69 41],[17.65217391 10.34782609] ; [69.34782609 40.65217391],0
p7,1,0.886447,0.020392,[ 9 17] ; [39 69],[ 9.31343284 16.68656716] ; [38.68656716 69.31343284],0
b3,1,0.891344,0.018661,[ 6 11] ; [23 39],[ 6.24050633 10.75949367] ; [22.75949367 39.24050633],0
b2,1,0.891344,0.018661,[ 6 11] ; [23 39],[ 6.24050633 10.75949367] ; [22.75949367 39.24050633],0
p9,1,0.931968,0.007288,[19  8] ; [73 32],[18.81818182  8.18181818] ; [73.18181818 31.81818182],0
n6,1,0.973744,0.001083,[19  9] ; [75 35],[19.07246377  8.92753623] ; [74.92753623 35.07246377],0
p12,1,0.980262,0.000612,[ 1 27] ; [  4 105],[ 1.02189781 26.97810219] ; [  3.97810219 105.02189781],0
n3,1,1.0,0.0,[9 5] ; [27 15],[9. 5.] ; [27. 15.],0
