Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,5e-06,20.713642,[22 13] ; [22 81],[11.15942029 23.84057971] ; [32.84057971 70.15942029],1
s6,1,1.3e-05,19.063063,[30  7] ; [44 67],[18.5 18.5] ; [55.5 55.5],1
s2,1,2.1e-05,18.060313,[24 12] ; [30 80],[13.31506849 22.68493151] ; [40.68493151 69.31506849],1
p10,1,0.002212,9.364991,[17 20] ; [22 87],[ 9.88356164 27.11643836] ; [29.11643836 79.88356164],0
s3,1,0.003481,8.536505,[25 11] ; [46 65],[17.3877551 18.6122449] ; [53.6122449 57.3877551],0
n5,1,0.010322,6.578379,[26 11] ; [51 60],[19.25 17.75] ; [57.75 53.25],0
u2,1,0.01797,5.599093,[11  3] ; [20 27],[7.1147541 6.8852459] ; [23.8852459 23.1147541],0
d5,1,0.040676,4.189446,[32  5] ; [77 34],[27.25  9.75] ; [81.75 29.25],0
s5,1,0.049198,3.868592,[11 24] ; [18 93],[ 6.95205479 28.04794521] ; [22.04794521 88.95205479],0
u3,1,0.066193,3.375,[11  3] ; [25 24],[8. 6.] ; [28. 21.],0
b1,1,0.085695,2.953437,[25 12] ; [57 54],[20.5 16.5] ; [61.5 49.5],0
v3,1,0.119471,2.424242,[15 21] ; [30 78],[11.25 24.75] ; [33.75 74.25],0
p2,1,0.140718,2.170088,[27 10] ; [66 45],[23.25 13.75] ; [69.75 41.25],0
v2,1,0.14699,2.103213,[20 16] ; [45 63],[16.25 19.75] ; [48.75 59.25],0
p5,1,0.1488,2.084507,[ 3 34] ; [  3 108],[ 1.5 35.5] ; [  4.5 106.5],0
a1,1,0.1488,2.084507,[ 3 34] ; [  3 108],[ 1.5 35.5] ; [  4.5 106.5],0
p4,1,0.163716,1.93956,[20 17] ; [45 65],[16.36054422 20.63945578] ; [48.63945578 61.36054422],0
d1,1,0.183266,1.77094,[21 16] ; [49 62],[17.5 19.5] ; [52.5 58.5],0
n4,1,0.198161,1.655876,[27 10] ; [68 43],[23.75 13.25] ; [71.25 39.75],0
n6,1,0.223775,1.48,[28  9] ; [72 39],[25. 12.] ; [75. 36.],0
b4,1,0.240292,1.378882,[26 11] ; [66 45],[23. 14.] ; [69. 42.],0
s4,1,0.248032,1.334354,[ 7 29] ; [13 97],[ 4.93150685 31.06849315] ; [15.06849315 94.93150685],0
p1,1,0.252209,1.311028,[ 1 36] ; [  9 101],[ 2.5170068 34.4829932] ; [  7.4829932 102.5170068],0
v4,1,0.258961,1.274306,[35  2] ; [96 13],[33.19863014  3.80136986] ; [97.80136986 11.19863014],0
r4,1,0.303003,1.060932,[33  4] ; [91 20],[31.  6.] ; [93. 18.],0
r2,1,0.330562,0.946695,[35  2] ; [99 12],[33.5  3.5] ; [100.5  10.5],0
p6,1,0.340781,0.907493,[10 26] ; [22 87],[ 7.94482759 28.05517241] ; [24.05517241 84.94482759],0
u1,1,0.341075,0.906387,[ 7 30] ; [14 97],[ 5.25 31.75] ; [15.75 95.25],0
n2,1,0.362299,0.82991,[8 2] ; [24 13],[6.80851064 3.19148936] ; [25.19148936 11.80851064],0
p8,1,0.368783,0.807762,[15 22] ; [36 75],[12.75 24.25] ; [38.25 72.75],0
p11,1,0.389441,0.740686,[23 14] ; [60 51],[20.75 16.25] ; [62.25 48.75],0
a8,1,0.432242,0.616792,[ 2 31] ; [11 92],[ 3.15441176 29.84558824] ; [ 9.84558824 93.15441176],0
d2,1,0.447491,0.576998,[20 17] ; [52 59],[18. 19.] ; [54. 57.],0
a3,1,0.501663,0.451416,[23 14] ; [62 49],[21.25 15.75] ; [63.75 47.25],0
a7,1,0.547149,0.362449,[23 14] ; [75 36],[24.5 12.5] ; [73.5 37.5],0
a5,1,0.563849,0.333083,[20 17] ; [66 45],[21.5 15.5] ; [64.5 46.5],0
a4,1,0.590898,0.288943,[11 26] ; [38 72],[12.33333333 24.66666667] ; [36.66666667 73.33333333],0
b2,1,0.606641,0.265095,[ 6 21] ; [17 45],[ 6.97752809 20.02247191] ; [16.02247191 45.97752809],0
b3,1,0.606641,0.265095,[ 6 21] ; [17 45],[ 6.97752809 20.02247191] ; [16.02247191 45.97752809],0
p7,1,0.632109,0.229211,[19 17] ; [53 57],[17.75342466 18.24657534] ; [54.24657534 55.75342466],0
d4,1,0.639069,0.219961,[29  8] ; [82 28],[27.93877551  9.06122449] ; [83.06122449 26.93877551],0
s1,1,0.684655,0.164933,[ 3 33] ; [  7 103],[ 2.46575342 33.53424658] ; [  7.53424658 102.46575342],0
b5,1,0.701588,0.146825,[20 17] ; [64 47],[21. 16.] ; [63. 48.],0
n1,1,0.782774,0.076014,[3 5] ; [12 25],[2.66666667 5.33333333] ; [12.33333333 24.66666667],0
n3,1,0.821677,0.0508,[6 4] ; [23 13],[6.30434783 3.69565217] ; [22.69565217 13.30434783],0
a6,1,0.845839,0.037803,[23 14] ; [67 44],[22.5 14.5] ; [67.5 43.5],0
p3,1,0.895126,0.017377,[13 24] ; [37 72],[12.67123288 24.32876712] ; [37.32876712 71.67123288],0
a2,1,0.899208,0.016043,[ 6 31] ; [19 92],[ 6.25 30.75] ; [18.75 92.25],0
r1,1,0.909225,0.013,[29  8] ; [86 25],[28.75  8.25] ; [86.25 24.75],0
v1,1,0.921767,0.009645,[14 23] ; [41 70],[13.75 23.25] ; [41.25 69.75],0
d3,1,0.922784,0.009395,[22 15] ; [67 44],[22.25 14.75] ; [66.75 44.25],0
