Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,138.732437,[ 3 41] ; [285  45],[33.88235294 10.11764706] ; [254.11764706  75.88235294],1
b3,1,0.032305,4.582253,[14 16] ; [ 48 128],[ 9.02912621 20.97087379] ; [ 52.97087379 123.02912621],0
b2,1,0.032305,4.582253,[14 16] ; [ 48 128],[ 9.02912621 20.97087379] ; [ 52.97087379 123.02912621],0
a8,1,0.036628,4.367638,[ 1 39] ; [ 44 264],[ 5.17241379 34.82758621] ; [ 39.82758621 268.17241379],0
s8,1,0.043584,4.072592,[ 6 38] ; [ 92 238],[11.52941176 32.47058824] ; [ 86.47058824 243.52941176],0
p8,1,0.046228,3.97327,[ 9 34] ; [118 207],[14.83967391 28.16032609] ; [112.16032609 212.83967391],0
p1,1,0.047316,3.934105,[ 4 40] ; [ 10 319],[ 1.65147453 42.34852547] ; [ 12.34852547 316.65147453],0
n1,1,0.052854,3.748541,[14 14] ; [29 67],[ 9.70967742 18.29032258] ; [33.29032258 62.70967742],0
u1,1,0.054295,3.703608,[ 1 43] ; [ 39 291],[ 4.70588235 39.29411765] ; [ 35.29411765 294.70588235],0
u2,1,0.060305,3.528969,[ 7 13] ; [68 50],[10.86956522  9.13043478] ; [64.13043478 53.86956522],0
p5,1,0.099048,2.720798,[ 3 40] ; [  8 320],[ 1.27493261 41.72506739] ; [  9.72506739 318.27493261],0
s1,1,0.100135,2.703398,[ 4 40] ; [ 12 312],[ 1.91304348 42.08695652] ; [ 14.08695652 309.91304348],0
n4,1,0.136236,2.21997,[25 19] ; [224 105],[29.37265416 14.62734584] ; [219.62734584 109.37265416],0
p6,1,0.14206,2.155507,[ 5 38] ; [ 69 257],[ 8.62330623 34.37669377] ; [ 65.37669377 260.62330623],0
v3,1,0.154509,2.027162,[ 9 35] ; [ 98 219],[13.04155125 30.95844875] ; [ 93.95844875 223.04155125],0
n2,1,0.162087,1.954648,[16 12] ; [69 28],[19.04  8.96] ; [65.96 31.04],0
u3,1,0.178257,1.812099,[ 7 13] ; [60 57],[ 9.7810219 10.2189781] ; [57.2189781 59.7810219],0
s7,1,0.200549,1.638375,[ 9 32] ; [100 215],[12.55337079 28.44662921] ; [ 96.44662921 218.55337079],0
s4,1,0.245941,1.346213,[ 7 37] ; [ 33 293],[ 4.75675676 39.24324324] ; [ 35.24324324 290.75675676],0
n5,1,0.356938,0.848638,[32 12] ; [215 112],[29.29380054 14.70619946] ; [217.70619946 109.29380054],0
a3,1,0.389737,0.739764,[24 18] ; [211 119],[26.53225806 15.46774194] ; [208.46774194 121.53225806],0
d2,1,0.461915,0.541251,[15 28] ; [134 195],[17.22311828 25.77688172] ; [131.77688172 197.22311828],0
a2,1,0.544919,0.366498,[ 6 38] ; [ 57 273],[ 7.41176471 36.58823529] ; [ 55.58823529 274.41176471],0
b4,1,0.591892,0.287399,[24 20] ; [194 136],[25.64705882 18.35294118] ; [192.35294118 137.64705882],0
p12,1,0.841157,0.040166,[ 1 43] ; [  6 321],[ 0.83018868 43.16981132] ; [  6.16981132 320.83018868],0
a4,1,0.898204,0.016366,[16 26] ; [122 207],[15.62264151 26.37735849] ; [122.37735849 206.62264151],0
