Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,138.732437,[ 3 41] ; [285  45],[33.88235294 10.11764706] ; [254.11764706  75.88235294],1
p11,1,0.0,58.476161,[ 9 35] ; [253  77],[30.82352941 13.17647059] ; [231.17647059  98.82352941],1
v4,1,0.0,45.163537,[25 19] ; [301  26],[38.66307278  5.33692722] ; [287.33692722  39.66307278],1
p2,1,0.0,42.541202,[13 31] ; [253  76],[31.37801609 12.62198391] ; [234.62198391  94.37801609],1
p9,1,0.0,31.173485,[14 27] ; [247  78],[29.23770492 11.76229508] ; [231.76229508  93.23770492],1
d4,1,0.0,27.600694,[19 25] ; [261  67],[33.11827957 10.88172043] ; [246.88172043  81.11827957],1
r1,1,0.0,26.038169,[17 27] ; [249  80],[31.37801609 12.62198391] ; [234.62198391  94.37801609],1
n6,1,0.0,25.739311,[18 26] ; [253  75],[32.05376344 11.94623656] ; [238.94623656  89.05376344],1
r2,1,1e-06,23.35996,[27 15] ; [295  31],[36.75  5.25] ; [285.25  40.75],1
p10,1,3e-06,21.661701,[15 28] ; [230  96],[28.5501355 14.4498645] ; [216.4498645 109.5501355],1
a7,1,1e-05,19.480981,[17 27] ; [236  93],[29.84450402 14.15549598] ; [223.15549598 105.84450402],1
d3,1,1.2e-05,19.171779,[16 28] ; [228  99],[28.93800539 15.06199461] ; [215.06199461 111.93800539],1
s6,1,2.5e-05,17.75756,[ 8 36] ; [170 157],[21.11051213 22.88948787] ; [156.88948787 170.11051213],1
b1,1,3.5e-05,17.152217,[28 16] ; [105 225],[15.64705882 28.35294118] ; [117.35294118 212.64705882],1
a1,1,4.9e-05,16.473499,[ 7 37] ; [  9 321],[ 1.88235294 42.11764706] ; [ 14.11764706 315.88235294],1
v2,1,0.0001,15.138555,[ 8 35] ; [157 156],[19.92977528 23.07022472] ; [145.07022472 167.92977528],1
s2,1,0.000207,13.768573,[ 4 40] ; [122 205],[14.94339623 29.05660377] ; [111.05660377 215.94339623],1
a6,1,0.00039,12.57889,[18 26] ; [224 105],[28.54691689 15.45308311] ; [213.45308311 115.54691689],1
p7,1,0.000675,11.555495,[ 8 33] ; [153 169],[18.184573 22.815427] ; [142.815427 179.184573],1
d1,1,0.000828,11.176975,[11 33] ; [171 159],[21.41176471 22.58823529] ; [160.58823529 169.41176471],1
b5,1,0.001714,9.832771,[19 25] ; [222 108],[28.35294118 15.64705882] ; [212.64705882 117.35294118],0
d5,1,0.002614,9.059378,[23 21] ; [243  85],[31.46236559 12.53763441] ; [234.53763441  93.46236559],0
s3,1,0.003491,8.531207,[ 9 33] ; [147 179],[17.80434783 24.19565217] ; [138.19565217 187.80434783],0
p4,1,0.01201,6.309417,[ 7 36] ; [116 211],[14.29459459 28.70540541] ; [108.70540541 218.29459459],0
v1,1,0.01784,5.611816,[10 34] ; [133 189],[17.19125683 26.80874317] ; [125.80874317 196.19125683],0
a5,1,0.024777,5.039398,[20 24] ; [208 122],[26.82352941 17.17647059] ; [201.17647059 128.82352941],0
n3,1,0.027305,4.871427,[12 15] ; [65 31],[16.90243902 10.09756098] ; [60.09756098 35.90243902],0
