Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,3.6e-05,17.073351,[24 42] ; [72 33],[37.05263158 28.94736842] ; [58.94736842 46.05263158],1
d3,1,0.000697,11.49709,[36 30] ; [83 22],[45.92982456 20.07017544] ; [73.07017544 31.92982456],1
a2,1,0.003054,8.775196,[ 8 58] ; [34 72],[16.11627907 49.88372093] ; [25.88372093 80.11627907],0
r4,1,0.004368,8.124273,[50 16] ; [97  9],[56.40697674  9.59302326] ; [90.59302326 15.40697674],0
b1,1,0.022418,5.213013,[36 30] ; [39 67],[28.77906977 37.22093023] ; [46.22093023 59.77906977],0
v4,1,0.027279,4.873044,[59  6] ; [104   2],[61.95906433  3.04093567] ; [101.04093567   4.95906433],0
b5,1,0.030869,4.660242,[30 36] ; [66 40],[36.8372093 29.1627907] ; [59.1627907 46.8372093],0
u1,1,0.033412,4.524518,[ 7 59] ; [25 81],[12.27906977 53.72093023] ; [19.72093023 86.27906977],0
r2,1,0.038321,4.290713,[58  8] ; [101   4],[61.36842105  4.63157895] ; [97.63157895  7.36842105],0
b4,1,0.070431,3.272955,[28 38] ; [60 46],[33.76744186 32.23255814] ; [54.23255814 51.76744186],0
n5,1,0.109199,2.565769,[56 10] ; [79 27],[51.80232558 14.19767442] ; [83.19767442 22.80232558],0
p2,1,0.116711,2.460909,[52 14] ; [93 13],[55.63953488 10.36046512] ; [89.36046512 16.63953488],0
p8,1,0.14037,2.173896,[31 35] ; [62 44],[35.68604651 30.31395349] ; [57.31395349 48.68604651],0
p11,1,0.20502,1.606251,[53 13] ; [76 30],[49.5 16.5] ; [79.5 26.5],0
r1,1,0.20786,1.586271,[48 18] ; [85 20],[51.33333333 14.66666667] ; [81.66666667 23.33333333],0
u3,1,0.210414,1.568574,[8 6] ; [22  7],[9.76744186 4.23255814] ; [20.23255814  8.76744186],0
d4,1,0.211381,1.56194,[48 17] ; [86 19],[51.23529412 13.76470588] ; [82.76470588 22.23529412],0
b2,1,0.224454,1.475668,[22 23] ; [27 45],[18.84615385 26.15384615] ; [30.15384615 41.84615385],0
b3,1,0.224454,1.475668,[22 23] ; [27 45],[18.84615385 26.15384615] ; [30.15384615 41.84615385],0
d1,1,0.225685,1.46785,[33 33] ; [63 43],[36.8372093 29.1627907] ; [59.1627907 46.8372093],0
n3,1,0.31156,1.02405,[14 12] ; [15  7],[15.70833333 10.29166667] ; [13.29166667  8.70833333],0
s4,1,0.368035,0.81029,[22 43] ; [29 77],[19.38596491 45.61403509] ; [31.61403509 74.38596491],0
p9,1,0.390006,0.738925,[54 12] ; [91 14],[55.96491228 10.03508772] ; [89.03508772 15.96491228],0
a3,1,0.419848,0.65074,[52 14] ; [77 28],[49.78947368 16.21052632] ; [79.21052632 25.78947368],0
n1,1,0.444191,0.585433,[17  9] ; [12 10],[15.70833333 10.29166667] ; [13.29166667  8.70833333],0
a4,1,0.499673,0.455632,[34 32] ; [49 57],[31.84883721 34.15116279] ; [51.15116279 54.84883721],0
a8,1,0.503457,0.447642,[ 7 57] ; [14 82],[ 8.4 55.6] ; [12.6 83.4],0
p1,1,0.516732,0.420412,[ 9 57] ; [11 95],[ 7.6744186 58.3255814] ; [12.3255814 93.6744186],0
s1,1,0.535218,0.384475,[ 4 62] ; [ 9 95],[ 5.04705882 60.95294118] ; [ 7.95294118 96.04705882],0
p4,1,0.562935,0.334648,[42 24] ; [72 34],[43.74418605 22.25581395] ; [70.25581395 35.74418605],0
u4,1,0.577889,0.30966,[ 1 65] ; [  3 103],[ 1.53488372 64.46511628] ; [  2.46511628 103.53488372],0
s6,1,0.581223,0.304262,[51 14] ; [86 19],[52.38235294 12.61764706] ; [84.61764706 20.38235294],0
n4,1,0.586388,0.296021,[55 11] ; [84 21],[53.64912281 12.35087719] ; [85.35087719 19.64912281],0
p7,1,0.590696,0.289258,[40 26] ; [66 36],[41.64285714 24.35714286] ; [64.35714286 37.64285714],0
s2,1,0.612988,0.255846,[43 23] ; [73 33],[44.51162791 21.48837209] ; [71.48837209 34.51162791],0
v3,1,0.633454,0.227406,[17 49] ; [23 79],[15.71428571 50.28571429] ; [24.28571429 77.71428571],0
s3,1,0.659038,0.194695,[47 19] ; [78 27],[48.24561404 17.75438596] ; [76.75438596 28.24561404],0
p10,1,0.672991,0.178123,[53 13] ; [87 18],[54.03508772 11.96491228] ; [85.96491228 19.03508772],0
d5,1,0.682917,0.166861,[49 16] ; [82 23],[50.08823529 14.91176471] ; [80.91176471 24.08823529],0
s5,1,0.716852,0.131529,[28 38] ; [40 61],[26.8742515 39.1257485] ; [41.1257485 59.8742515],0
r3,1,0.718805,0.129641,[60  6] ; [98  8],[60.62790698  5.37209302] ; [97.37209302  8.62790698],0
n2,1,0.738005,0.111888,[20  6] ; [16  6],[19.5  6.5] ; [16.5  5.5],0
p12,1,0.820766,0.051329,[ 5 61] ; [ 7 98],[ 4.63157895 61.36842105] ; [ 7.36842105 97.63157895],0
p6,1,0.833082,0.044416,[30 36] ; [46 59],[29.33333333 36.66666667] ; [46.66666667 58.33333333],0
p5,1,0.848538,0.036475,[12 53] ; [18 86],[11.53846154 53.46153846] ; [18.46153846 85.53846154],0
s8,1,0.856325,0.032781,[42 24] ; [66 40],[41.44186047 24.55813953] ; [66.55813953 39.44186047],0
n6,1,0.864539,0.029104,[57  8] ; [92 14],[56.6374269  8.3625731] ; [92.3625731 13.6374269],0
d2,1,0.872642,0.025697,[31 35] ; [48 57],[30.49122807 35.50877193] ; [48.50877193 56.49122807],0
a5,1,0.882576,0.021817,[46 20] ; [75 31],[46.43023256 19.56976744] ; [74.56976744 31.43023256],0
u2,1,0.887933,0.019858,[9 5] ; [18 11],[8.79069767 5.20930233] ; [18.20930233 10.79069767],0
p3,1,0.91215,0.012172,[34 32] ; [55 50],[34.35087719 31.64912281] ; [54.64912281 50.35087719],0
v1,1,0.916373,0.011026,[26 38] ; [41 62],[25.67664671 38.32335329] ; [41.32335329 61.67664671],0
a1,1,0.958572,0.002698,[ 3 63] ; [  5 101],[ 3.06976744 62.93023256] ; [  4.93023256 101.06976744],0
