Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,2e-06,22.870356,[46 28] ; [ 2 24],[35.52 38.48] ; [12.48 13.52],1
v2,1,0.003027,8.791209,[50 20] ; [10 16],[43.75 26.25] ; [16.25  9.75],0
d3,1,0.004801,7.952754,[54 20] ; [11 15],[48.1 25.9] ; [16.9  9.1],0
p6,1,0.005408,7.737548,[23 47] ; [ 1 23],[17.87234043 52.12765957] ; [ 6.12765957 17.87234043],0
a6,1,0.019176,5.485367,[53 21] ; [12 14],[48.1 25.9] ; [16.9  9.1],0
d4,1,0.029796,4.721,[65  9] ; [18  8],[61.42 12.58] ; [21.58  4.42],0
a7,1,0.036665,4.365904,[56 18] ; [14 12],[51.8 22.2] ; [18.2  7.8],0
s4,1,0.052789,3.7506,[19 55] ; [ 2 24],[15.54 58.46] ; [ 5.46 20.54],0
b5,1,0.071198,3.255181,[49 25] ; [12 14],[45.14 28.86] ; [15.86 10.14],0
r3,1,0.072011,3.236568,[68  5] ; [21  5],[65.62626263  7.37373737] ; [23.37373737  2.62626263],0
s5,1,0.081144,3.041835,[27 44] ; [ 5 21],[23.42268041 47.57731959] ; [ 8.57731959 17.42268041],0
p3,1,0.092649,2.827735,[33 39] ; [ 7 19],[29.3877551 42.6122449] ; [10.6122449 15.3877551],0
p7,1,0.118167,2.441444,[36 34] ; [18  8],[39.375 30.625] ; [14.625 11.375],0
r2,1,0.124984,2.353728,[67  6] ; [21  5],[64.88888889  8.11111111] ; [23.11111111  2.88888889],0
a5,1,0.147271,2.100288,[54 20] ; [15 11],[51.06 22.94] ; [17.94  8.06],0
s6,1,0.165498,1.923254,[49 22] ; [14 12],[46.11340206 24.88659794] ; [16.88659794  9.11340206],0
a4,1,0.177407,1.819212,[34 40] ; [ 8 18],[31.08 42.92] ; [10.92 15.08],0
p4,1,0.196143,1.670864,[36 37] ; [ 9 17],[33.18181818 39.81818182] ; [11.81818182 14.18181818],0
s8,1,0.24388,1.358027,[29 44] ; [ 7 19],[26.54545455 46.45454545] ; [ 9.45454545 16.54545455],0
a1,1,0.264049,1.247401,[ 2 72] ; [ 2 24],[ 2.96 71.04] ; [ 1.04 24.96],0
s1,1,0.270766,1.212861,[ 2 71] ; [ 2 24],[ 2.94949495 70.05050505] ; [ 1.05050505 24.94949495],0
a8,1,0.271727,1.208006,[ 2 68] ; [ 2 23],[ 2.94736842 67.05263158] ; [ 1.05263158 23.94736842],0
p9,1,0.290511,1.117252,[61 10] ; [20  6],[59.28865979 11.71134021] ; [21.71134021  4.28865979],0
n5,1,0.300652,1.071301,[28 45] ; [13 13],[30.23232323 42.76767677] ; [10.76767677 15.23232323],0
v4,1,0.300687,1.071146,[69  4] ; [23  3],[67.83838384  5.16161616] ; [24.16161616  1.83838384],0
r4,1,0.304933,1.052495,[61 13] ; [19  7],[59.2 14.8] ; [20.8  5.2],0
n1,1,0.309823,1.031429,[ 8 21] ; [1 8],[ 6.86842105 22.13157895] ; [2.13157895 6.86842105],0
a2,1,0.413815,0.667812,[17 57] ; [ 4 22],[15.54 58.46] ; [ 5.46 20.54],0
u1,1,0.432015,0.617401,[10 64] ; [ 2 24],[ 8.88 65.12] ; [ 3.12 22.88],0
d2,1,0.444293,0.585171,[29 45] ; [ 8 18],[27.38 46.62] ; [ 9.62 16.38],0
s7,1,0.464981,0.533879,[30 40] ; [ 9 17],[28.4375 41.5625] ; [10.5625 15.4375],0
s2,1,0.499446,0.456114,[37 37] ; [11 15],[35.52 38.48] ; [12.48 13.52],0
r1,1,0.519257,0.415368,[56 18] ; [18  8],[54.76 19.24] ; [19.24  6.76],0
p2,1,0.543117,0.369793,[55 18] ; [18  8],[53.82828283 19.17171717] ; [19.17171717  6.82828283],0
n6,1,0.544789,0.366736,[47 26] ; [15 11],[45.71717172 27.28282828] ; [16.28282828  9.71717172],0
p5,1,0.572189,0.319034,[ 5 67] ; [ 1 25],[ 4.40816327 67.59183673] ; [ 1.59183673 24.40816327],0
a3,1,0.601312,0.273021,[50 24] ; [19  7],[51.06 22.94] ; [17.94  8.06],0
p1,1,0.61317,0.255585,[ 6 67] ; [ 3 23],[ 6.63636364 66.36363636] ; [ 2.36363636 23.63636364],0
p10,1,0.652664,0.202559,[55 16] ; [19  7],[54.16494845 16.83505155] ; [19.83505155  6.16494845],0
