Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.003687,8.432077,[9 5] ; [22 64],[4.34 9.66] ; [26.66 59.34],0
s6,1,0.013238,6.137052,[9 5] ; [26 60],[4.9 9.1] ; [30.1 55.9],0
b4,1,0.02606,4.952014,[11  3] ; [40 46],[7.14 6.86] ; [43.86 42.14],0
p2,1,0.034982,4.446073,[11  2] ; [45 39],[7.50515464 5.49484536] ; [48.49484536 35.50515464],0
s3,1,0.044748,4.028127,[8 6] ; [25 59],[4.71428571 9.28571429] ; [28.28571429 55.71428571],0
n5,1,0.0657,3.387303,[6 8] ; [58 27],[9.05050505 4.94949495] ; [54.94949495 30.05050505],0
n4,1,0.068484,3.318986,[5 9] ; [53 33],[8.12 5.88] ; [49.88 36.12],0
s7,1,0.080402,3.056754,[6 7] ; [19 63],[3.42105263 9.57894737] ; [21.57894737 60.42105263],0
b3,1,0.114264,2.494228,[1 9] ; [18 33],[3.1147541 6.8852459] ; [15.8852459 35.1147541],0
b2,1,0.114264,2.494228,[1 9] ; [18 33],[3.1147541 6.8852459] ; [15.8852459 35.1147541],0
n3,1,0.187082,1.740452,[1 3] ; [22 15],[2.24390244 1.75609756] ; [20.75609756 16.24390244],0
v1,1,0.200763,1.636815,[6 6] ; [26 57],[4.04210526 7.95789474] ; [27.95789474 55.04210526],0
p3,1,0.201243,1.633333,[6 8] ; [22 62],[ 4. 10.] ; [24. 60.],0
v4,1,0.212263,1.555926,[10  3] ; [50 35],[7.95918367 5.04081633] ; [52.04081633 32.95918367],0
s8,1,0.213902,1.544815,[ 4 10] ; [13 73],[ 2.38 11.62] ; [14.62 71.38],0
v3,1,0.258632,1.276066,[ 1 12] ; [18 68],[ 2.49494949 10.50505051] ; [16.50505051 69.49494949],0
s4,1,0.266908,1.232567,[ 4 10] ; [14 72],[ 2.52 11.48] ; [15.48 70.52],0
u3,1,0.270105,1.216216,[4 4] ; [11 26],[2.66666667 5.33333333] ; [12.33333333 24.66666667],0
d5,1,0.307931,1.039528,[10  4] ; [49 37],[8.26 5.74] ; [50.74 35.26],0
r2,1,0.331697,0.942262,[9 4] ; [45 37],[7.38947368 5.61052632] ; [46.61052632 35.38947368],0
p9,1,0.361961,0.831077,[10  4] ; [48 34],[8.45833333 5.54166667] ; [49.54166667 32.45833333],0
a7,1,0.367025,0.813713,[8 6] ; [38 48],[6.44 7.56] ; [39.56 46.44],0
d2,1,0.380757,0.768258,[7 7] ; [32 53],[5.51515152 8.48484848] ; [33.48484848 51.51515152],0
d4,1,0.388321,0.744192,[10  4] ; [51 35],[8.54 5.46] ; [52.46 33.54],0
b5,1,0.412244,0.672321,[6 8] ; [47 39],[7.42 6.58] ; [45.58 40.42],0
n2,1,0.422608,0.643051,[3 1] ; [20 17],[2.24390244 1.75609756] ; [20.75609756 16.24390244],0
d3,1,0.434329,0.611219,[8 6] ; [39 46],[6.64646465 7.35353535] ; [40.35353535 44.64646465],0
p11,1,0.500642,0.453575,[9 5] ; [47 39],[7.84 6.16] ; [48.16 37.84],0
d1,1,0.506279,0.441751,[6 8] ; [29 57],[4.9 9.1] ; [30.1 55.9],0
p8,1,0.510455,0.433135,[ 3 10] ; [27 57],[4.02061856 8.97938144] ; [25.97938144 58.02061856],0
a3,1,0.51443,0.425045,[6 7] ; [48 38],[7.09090909 5.90909091] ; [46.90909091 39.09090909],0
u2,1,0.524311,0.405405,[4 4] ; [14 23],[3.2 4.8] ; [14.8 22.2],0
a4,1,0.53885,0.377676,[ 3 11] ; [25 60],[ 3.95959596 10.04040404] ; [24.04040404 60.95959596],0
a5,1,0.564351,0.332226,[6 8] ; [44 42],[7. 7.] ; [43. 43.],0
a6,1,0.620039,0.245813,[8 6] ; [43 43],[7.14 6.86] ; [43.86 42.14],0
r3,1,0.640309,0.218339,[9 5] ; [49 36],[8.2020202 5.7979798] ; [49.7979798 35.2020202],0
p4,1,0.647183,0.20947,[6 8] ; [31 54],[5.23232323 8.76767677] ; [31.76767677 53.23232323],0
p5,1,0.648575,0.207701,[ 1 12] ; [ 4 81],[ 0.66326531 12.33673469] ; [ 4.33673469 80.66326531],0
n1,1,0.684687,0.164897,[1 3] ; [13 24],[1.36585366 2.63414634] ; [12.63414634 24.36585366],0
b1,1,0.685106,0.164435,[7 7] ; [48 38],[7.7 6.3] ; [47.3 38.7],0
p10,1,0.765489,0.088971,[7 6] ; [41 42],[6.5 6.5] ; [41.5 41.5],0
p6,1,0.781141,0.077191,[ 3 11] ; [15 67],[ 2.625 11.375] ; [15.375 66.625],0
a8,1,0.808514,0.05873,[ 1 12] ; [ 5 79],[ 0.80412371 12.19587629] ; [ 5.19587629 78.80412371],0
p1,1,0.850717,0.03542,[ 1 12] ; [ 8 78],[ 1.18181818 11.81818182] ; [ 7.81818182 78.18181818],0
v2,1,0.861454,0.030458,[5 9] ; [28 56],[4.71428571 9.28571429] ; [28.28571429 55.71428571],0
p7,1,0.954824,0.003209,[5 8] ; [33 51],[5.09278351 7.90721649] ; [32.90721649 51.09278351],0
n6,1,0.962495,0.002211,[8 6] ; [48 37],[7.91919192 6.08080808] ; [48.08080808 36.91919192],0
