Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,63.800224,[141   4] ; [19 20],[126.08695652  18.91304348] ; [33.91304348  5.08695652],1
r3,1,0.0,56.372136,[144   2] ; [24 17],[131.1657754  14.8342246] ; [36.8342246  4.1657754],1
r1,1,0.0,36.383292,[120  26] ; [14 27],[104.62032086  41.37967914] ; [29.37967914 11.62032086],1
v4,1,0.0,30.909967,[138   7] ; [26 15],[127.84946237  17.15053763] ; [36.15053763  4.84946237],1
p11,1,0.000297,13.091971,[105  41] ; [17 24],[95.2513369 50.7486631] ; [26.7486631 14.2513369],1
p9,1,0.000642,11.648772,[100  44] ; [16 24],[90.7826087 53.2173913] ; [25.2173913 14.7826087],1
s8,1,0.002331,9.269089,[ 45 101] ; [ 3 38],[ 37.47593583 108.52406417] ; [10.52406417 30.47593583],0
u3,1,0.006184,7.495829,[34 16] ; [ 6 13],[28.98550725 21.01449275] ; [11.01449275  7.98550725],0
a5,1,0.006432,7.42523,[95 51] ; [17 24],[87.44385027 58.55614973] ; [24.55614973 16.44385027],0
a6,1,0.009178,6.78791,[100  46] ; [19 22],[92.90909091 53.09090909] ; [26.09090909 14.90909091],0
p10,1,0.009384,6.748242,[89 55] ; [16 25],[81.72972973 62.27027027] ; [23.27027027 17.72972973],0
d5,1,0.009976,6.639266,[111  34] ; [23 18],[104.46236559  40.53763441] ; [29.53763441 11.46236559],0
n2,1,0.011972,6.314939,[28 10] ; [ 8 12],[23.5862069 14.4137931] ; [12.4137931  7.5862069],0
p2,1,0.012805,6.195881,[113  32] ; [24 17],[106.80107527  38.19892473] ; [30.19892473 10.80107527],0
s1,1,0.021707,5.269097,[  3 143] ; [ 4 37],[  5.46524064 140.53475936] ; [ 1.53475936 39.46524064],0
s6,1,0.021723,5.267822,[68 77] ; [11 30],[61.58602151 83.41397849] ; [17.41397849 23.58602151],0
n6,1,0.028018,4.826958,[92 54] ; [18 23],[85.88235294 60.11764706] ; [24.11764706 16.88235294],0
s7,1,0.036343,4.380947,[43 97] ; [ 5 32],[ 37.96610169 102.03389831] ; [10.03389831 26.96610169],0
p7,1,0.039615,4.234301,[81 64] ; [15 25],[75.24324324 69.75675676] ; [20.75675676 19.24324324],0
v2,1,0.04137,4.160775,[71 66] ; [13 26],[65.38636364 71.61363636] ; [18.61363636 20.38636364],0
a7,1,0.047004,3.945247,[111  34] ; [25 16],[106.02150538  38.97849462] ; [29.97849462 11.02150538],0
n4,1,0.047801,3.916974,[68 78] ; [12 29],[62.45989305 83.54010695] ; [17.54010695 23.45989305],0
b1,1,0.054795,3.688327,[54 92] ; [22 19],[59.3368984 86.6631016] ; [16.6631016 24.3368984],0
