Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002021,9.530319,[13 19] ; [21  5],[18.75862069 13.24137931] ; [15.24137931 10.75862069],0
r1,1,0.010605,6.530408,[ 9 23] ; [16 10],[13.79310345 18.20689655] ; [11.20689655 14.79310345],0
p4,1,0.016693,5.728405,[ 4 28] ; [10 15],[ 7.85964912 24.14035088] ; [ 6.14035088 18.85964912],0
p8,1,0.019915,5.419355,[ 4 27] ; [10 15],[ 7.75 23.25] ; [ 6.25 18.75],0
r4,1,0.020359,5.380872,[ 1 31] ; [ 6 20],[ 3.86206897 28.13793103] ; [ 3.13793103 22.86206897],0
p10,1,0.029049,4.764733,[ 9 22] ; [15 11],[13.05263158 17.94736842] ; [10.94736842 15.05263158],0
n5,1,0.035714,4.41073,[19 13] ; [22  4],[22.62068966  9.37931034] ; [18.37931034  7.62068966],0
s3,1,0.054735,3.690142,[ 7 24] ; [ 1 23],[ 4.50909091 26.49090909] ; [ 3.49090909 20.50909091],0
p11,1,0.094847,2.790121,[ 6 26] ; [10 16],[ 8.82758621 23.17241379] ; [ 7.17241379 18.82758621],0
b3,1,0.128609,2.309211,[10 10] ; [ 5 14],[ 7.69230769 12.30769231] ; [ 7.30769231 11.69230769],0
b2,1,0.128609,2.309211,[10 10] ; [ 5 14],[ 7.69230769 12.30769231] ; [ 7.30769231 11.69230769],0
a1,1,0.137917,2.201051,[ 7 25] ; [ 2 24],[ 4.96551724 27.03448276] ; [ 4.03448276 21.96551724],0
p3,1,0.143724,2.137625,[ 5 27] ; [ 8 17],[ 7.29824561 24.70175439] ; [ 5.70175439 19.29824561],0
s6,1,0.143724,2.137625,[ 5 27] ; [ 8 17],[ 7.29824561 24.70175439] ; [ 5.70175439 19.29824561],0
a4,1,0.147299,2.1,[14 18] ; [ 6 18],[11.42857143 20.57142857] ; [ 8.57142857 15.42857143],0
p2,1,0.197399,1.661513,[10 22] ; [12 13],[12.35087719 19.64912281] ; [ 9.64912281 15.35087719],0
s8,1,0.233961,1.416618,[ 2 30] ; [ 4 21],[ 3.36842105 28.63157895] ; [ 2.63157895 22.36842105],0
a7,1,0.239348,1.384429,[16 16] ; [ 9 17],[13.79310345 18.20689655] ; [11.20689655 14.79310345],0
p5,1,0.25078,1.318951,[ 2 29] ; [ 4 21],[ 3.32142857 27.67857143] ; [ 2.67857143 22.32142857],0
s4,1,0.279021,1.171851,[ 3 29] ; [ 5 21],[ 4.4137931 27.5862069] ; [ 3.5862069 22.4137931],0
r2,1,0.279282,1.170581,[18 13] ; [18  7],[19.92857143 11.07142857] ; [16.07142857  8.92857143],0
v2,1,0.281096,1.161784,[ 4 27] ; [ 6 19],[ 5.53571429 25.46428571] ; [ 4.46428571 20.53571429],0
a5,1,0.290914,1.115385,[14 18] ; [15 11],[16. 16.] ; [13. 13.],0
v1,1,0.298519,1.080799,[10 22] ; [ 5 21],[ 8.27586207 23.72413793] ; [ 6.72413793 19.27586207],0
p9,1,0.324824,0.969425,[12 19] ; [12 11],[13.77777778 17.22222222] ; [10.22222222 12.77777778],0
a2,1,0.356383,0.850598,[ 5 27] ; [ 2 24],[ 3.86206897 28.13793103] ; [ 3.13793103 22.86206897],0
a6,1,0.379541,0.772189,[16 16] ; [10 16],[14.34482759 17.65517241] ; [11.65517241 14.34482759],0
d4,1,0.379541,0.772189,[16 16] ; [16 10],[17.65517241 14.34482759] ; [14.34482759 11.65517241],0
n2,1,0.38654,0.749797,[7 9] ; [10  7],[8.24242424 7.75757576] ; [8.75757576 8.24242424],0
d1,1,0.404199,0.695798,[ 9 23] ; [10 16],[10.48275862 21.51724138] ; [ 8.51724138 17.48275862],0
u2,1,0.420113,0.65,[6 7] ; [4 9],[5. 8.] ; [5. 8.],0
p6,1,0.446365,0.579865,[ 2 30] ; [ 3 22],[ 2.80701754 29.19298246] ; [ 2.19298246 22.80701754],0
d3,1,0.47524,0.509766,[13 19] ; [13 13],[14.34482759 17.65517241] ; [11.65517241 14.34482759],0
n3,1,0.476033,0.507937,[ 6 10] ; [8 8],[7. 9.] ; [7. 9.],0
a3,1,0.484936,0.487742,[19 12] ; [13 12],[17.71428571 13.28571429] ; [14.28571429 10.71428571],0
s7,1,0.496829,0.461704,[ 4 25] ; [ 5 19],[ 4.9245283 24.0754717] ; [ 4.0754717 19.9245283],0
d5,1,0.519924,0.414044,[17 15] ; [16 10],[18.20689655 13.79310345] ; [14.79310345 11.20689655],0
v3,1,0.629492,0.23275,[ 6 26] ; [ 6 19],[ 6.73684211 25.26315789] ; [ 5.26315789 19.73684211],0
u3,1,0.658387,0.195489,[ 3 10] ; [4 9],[3.5 9.5] ; [3.5 9.5],0
s1,1,0.681004,0.168998,[ 2 30] ; [ 1 25],[ 1.65517241 30.34482759] ; [ 1.34482759 24.65517241],0
n4,1,0.684238,0.165394,[18 14] ; [16 10],[18.75862069 13.24137931] ; [15.24137931 10.75862069],0
b4,1,0.684238,0.165394,[18 14] ; [16 10],[18.75862069 13.24137931] ; [15.24137931 10.75862069],0
s5,1,0.751369,0.100385,[ 4 28] ; [ 4 22],[ 4.4137931 27.5862069] ; [ 3.5862069 22.4137931],0
d2,1,0.797881,0.065582,[13 19] ; [11 14],[13.47368421 18.52631579] ; [10.52631579 14.47368421],0
n1,1,0.86583,0.028547,[8 8] ; [8 9],[7.75757576 8.24242424] ; [8.24242424 8.75757576],0
b5,1,0.897041,0.016744,[13 19] ; [11 15],[13.24137931 18.75862069] ; [10.75862069 15.24137931],0
p1,1,0.910989,0.012497,[ 4 28] ; [ 3 23],[ 3.86206897 28.13793103] ; [ 3.13793103 22.86206897],0
b1,1,0.984718,0.000367,[21 11] ; [17  9],[20.96551724 11.03448276] ; [17.03448276  8.96551724],0
p7,1,0.991316,0.000118,[ 9 22] ; [ 7 17],[ 9.01818182 21.98181818] ; [ 6.98181818 17.01818182],0
