Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,33.635767,[84 19] ; [21 37],[67.17391304 35.82608696] ; [37.82608696 20.17391304],1
n6,1,1.8e-05,18.430193,[88 14] ; [33 26],[76.65838509 25.34161491] ; [44.34161491 14.65838509],1
p11,1,0.00189,9.653162,[71 32] ; [26 33],[61.67283951 41.32716049] ; [35.32716049 23.67283951],0
u1,1,0.001948,9.598,[22 81] ; [ 2 57],[15.25925926 87.74074074] ; [ 8.74074074 50.25925926],0
s7,1,0.008177,6.994364,[46 53] ; [13 40],[38.42763158 60.57236842] ; [20.57236842 32.42763158],0
r2,1,0.010081,6.62051,[99  3] ; [51  8],[95.0310559  6.9689441] ; [54.9689441  4.0310559],0
v3,1,0.013518,6.100011,[41 54] ; [13 43],[33.97350993 61.02649007] ; [20.02649007 35.97350993],0
p3,1,0.016166,5.784766,[40 62] ; [12 46],[33.15 68.85] ; [18.85 39.15],0
a6,1,0.016366,5.763165,[69 32] ; [29 30],[61.8625 39.1375] ; [36.1375 22.8625],0
r1,1,0.019073,5.494792,[82 21] ; [37 22],[75.66049383 27.33950617] ; [43.33950617 15.66049383],0
s8,1,0.021851,5.257606,[45 57] ; [15 43],[38.25 63.75] ; [21.75 36.25],0
n3,1,0.034141,4.487637,[21  5] ; [15 13],[17.33333333  8.66666667] ; [18.66666667  9.33333333],0
a7,1,0.037643,4.321087,[71 32] ; [31 28],[64.85185185 38.14814815] ; [37.14814815 21.85185185],0
a5,1,0.054329,3.702573,[73 30] ; [33 26],[67.39506173 35.60493827] ; [38.60493827 20.39506173],0
n2,1,0.05459,3.694557,[25  4] ; [18 10],[21.87719298  7.12280702] ; [21.12280702  6.87719298],0
d1,1,0.055484,3.667492,[58 45] ; [24 35],[52.13580247 50.86419753] ; [29.86419753 29.13580247],0
n1,1,0.071934,3.238323,[15 13] ; [ 8 19],[11.70909091 16.29090909] ; [11.29090909 15.70909091],0
s6,1,0.073122,3.21152,[65 37] ; [28 29],[59.66037736 42.33962264] ; [33.33962264 23.66037736],0
a8,1,0.080136,3.062136,[11 84] ; [ 2 56],[ 8.07189542 86.92810458] ; [ 4.92810458 53.07189542],0
