Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-05,18.190018,[20 45] ; [15  2],[27.74390244 37.25609756] ; [7.25609756 9.74390244],1
s2,1,0.00025,13.411786,[14 51] ; [11  5],[20.0617284 44.9382716] ; [ 4.9382716 11.0617284],1
s7,1,0.00081,11.217292,[11 51] ; [9 6],[16.1038961 45.8961039] ; [ 3.8961039 11.1038961],1
p10,1,0.001085,10.677108,[10 55] ; [9 8],[15.06097561 49.93902439] ; [ 3.93902439 13.06097561],0
s3,1,0.001398,10.208333,[20 44] ; [12  4],[25.6 38.4] ; [6.4 9.6],0
p4,1,0.012136,6.290901,[17 47] ; [10  7],[21.33333333 42.66666667] ; [ 5.66666667 11.33333333],0
d5,1,0.044486,4.038037,[32 33] ; [13  4],[35.67073171 29.32926829] ; [9.32926829 7.67073171],0
p2,1,0.044486,4.038037,[32 33] ; [13  4],[35.67073171 29.32926829] ; [9.32926829 7.67073171],0
v2,1,0.069383,3.297558,[20 43] ; [9 7],[23.12658228 39.87341772] ; [ 5.87341772 10.12658228],0
r4,1,0.091835,2.841917,[35 30] ; [13  4],[38.04878049 26.95121951] ; [9.95121951 7.04878049],0
r1,1,0.114466,2.491457,[36 29] ; [13  4],[38.84146341 26.15853659] ; [10.15853659  6.84146341],0
d1,1,0.133724,2.248732,[15 50] ; [ 7 10],[17.43902439 47.56097561] ; [ 4.56097561 12.43902439],0
r2,1,0.133895,2.24675,[45 19] ; [15  2],[47.40740741 16.59259259] ; [12.59259259  4.40740741],0
p5,1,0.13873,2.191994,[ 2 63] ; [ 2 15],[ 3.17073171 61.82926829] ; [ 0.82926829 16.17073171],0
v4,1,0.16438,1.933465,[46 18] ; [15  2],[48.19753086 15.80246914] ; [12.80246914  4.19753086],0
b2,1,0.166932,1.910278,[11 29] ; [ 1 11],[ 9.23076923 30.76923077] ; [2.76923077 9.23076923],0
b3,1,0.166932,1.910278,[11 29] ; [ 1 11],[ 9.23076923 30.76923077] ; [2.76923077 9.23076923],0
v3,1,0.188574,1.728724,[16 48] ; [ 7 10],[18.17283951 45.82716049] ; [ 4.82716049 12.17283951],0
b1,1,0.21149,1.561198,[31 34] ; [11  6],[33.29268293 31.70731707] ; [8.70731707 8.29268293],0
s4,1,0.260468,1.266269,[11 53] ; [ 5 12],[12.64197531 51.35802469] ; [ 3.35802469 13.64197531],0
u3,1,0.27147,1.209302,[20 23] ; [6 3],[21.5 21.5] ; [4.5 4.5],0
s5,1,0.276231,1.185538,[ 9 56] ; [ 4 12],[10.43209877 54.56790123] ; [ 2.56790123 13.43209877],0
a7,1,0.280144,1.166391,[32 32] ; [11  6],[33.97530864 30.02469136] ; [9.02469136 7.97530864],0
u2,1,0.299584,1.076044,[20 22] ; [6 3],[21.41176471 20.58823529] ; [4.58823529 4.41176471],0
p8,1,0.304182,1.055772,[15 50] ; [ 6 11],[16.64634146 48.35365854] ; [ 4.35365854 12.64634146],0
a3,1,0.313949,1.013988,[22 43] ; [8 9],[23.7804878 41.2195122] ; [ 6.2195122 10.7804878],0
d3,1,0.336824,0.922482,[26 39] ; [9 8],[27.74390244 37.25609756] ; [7.25609756 9.74390244],0
b5,1,0.336824,0.922482,[39 26] ; [8 9],[37.25609756 27.74390244] ; [9.74390244 7.25609756],0
n2,1,0.462037,0.540954,[15 12] ; [3 1],[15.67741935 11.32258065] ; [2.32258065 1.67741935],0
p7,1,0.537464,0.38026,[30 33] ; [9 7],[31.10126582 31.89873418] ; [7.89873418 8.10126582],0
p11,1,0.539937,0.375657,[29 36] ; [9 8],[30.12195122 34.87804878] ; [7.87804878 9.12195122],0
a4,1,0.545454,0.365525,[ 7 58] ; [ 1 16],[ 6.34146341 58.65853659] ; [ 1.65853659 15.34146341],0
d4,1,0.574034,0.315979,[36 27] ; [11  6],[37.0125 25.9875] ; [9.9875 7.0125],0
a8,1,0.608579,0.26225,[ 5 55] ; [ 2 14],[ 5.52631579 54.47368421] ; [ 1.47368421 14.52631579],0
n5,1,0.631464,0.230081,[34 31] ; [10  7],[34.87804878 30.12195122] ; [9.12195122 7.87804878],0
n6,1,0.643813,0.21379,[42 23] ; [12  5],[42.80487805 22.19512195] ; [11.19512195  5.80487805],0
b4,1,0.643813,0.21379,[42 23] ; [12  5],[42.80487805 22.19512195] ; [11.19512195  5.80487805],0
p1,1,0.660014,0.193507,[ 6 59] ; [ 1 16],[ 5.54878049 59.45121951] ; [ 1.45121951 15.54878049],0
a6,1,0.682021,0.167859,[27 38] ; [8 9],[27.74390244 37.25609756] ; [7.25609756 9.74390244],0
n3,1,0.683178,0.16657,[17 11] ; [2 2],[16.625 11.375] ; [2.375 1.625],0
n1,1,0.773117,0.083117,[ 9 19] ; [1 3],[ 8.75 19.25] ; [1.25 2.75],0
d2,1,0.847009,0.037224,[21 43] ; [ 6 11],[21.33333333 42.66666667] ; [ 5.66666667 11.33333333],0
n4,1,0.856954,0.032491,[36 29] ; [9 8],[35.67073171 29.32926829] ; [9.32926829 7.67073171],0
p3,1,0.888262,0.019741,[18 47] ; [ 5 12],[18.23170732 46.76829268] ; [ 4.76829268 12.23170732],0
p6,1,0.8989,0.016142,[17 47] ; [ 4 12],[16.8 47.2] ; [ 4.2 11.8],0
v1,1,0.968597,0.00155,[15 50] ; [ 4 13],[15.06097561 49.93902439] ; [ 3.93902439 13.06097561],0
