Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,74.615311,[268  71] ; [48 81],[228.8974359 110.1025641] ; [87.1025641 41.8974359],1
s8,1,0.180376,1.79452,[163 173] ; [71 57],[169.44827586 166.55172414] ; [64.55172414 63.44827586],0
r1,1,0.191893,1.703021,[290  49] ; [104  25],[285.3974359  53.6025641] ; [108.6025641  20.3974359],0
p1,1,0.20907,1.577855,[ 37 302] ; [  9 119],[ 33.39186296 305.60813704] ; [ 12.60813704 115.39186296],0
u3,1,0.215572,1.533605,[60 31] ; [16 14],[57.15702479 33.84297521] ; [18.84297521 11.15702479],0
s3,1,0.243828,1.358324,[184 149] ; [79 50],[189.56493506 143.43506494] ; [73.43506494 55.56493506],0
r2,1,0.257253,1.283481,[331   9] ; [121   6],[329.07922912  10.92077088] ; [122.92077088   4.07922912],0
u2,1,0.305665,1.049316,[54 35] ; [15 15],[51.60504202 37.39495798] ; [17.39495798 12.60504202],0
v2,1,0.311019,1.026343,[230 101] ; [80 44],[225.51648352 105.48351648] ; [84.48351648 39.51648352],0
d4,1,0.341765,0.903798,[291  49] ; [105  23],[287.69230769  52.30769231] ; [108.30769231  19.69230769],0
p10,1,0.40538,0.69231,[287  49] ; [102  22],[284.13913043  51.86086957] ; [104.86086957  19.13913043],0
a8,1,0.405816,0.691026,[ 48 248] ; [ 16 107],[ 45.2124105 250.7875895] ; [ 18.7875895 104.2124105],0
s2,1,0.410107,0.67849,[180 154] ; [75 54],[183.9524838 150.0475162] ; [71.0475162 57.9524838],0
n2,1,0.444861,0.583713,[47 14] ; [26  5],[48.40217391 12.59782609] ; [24.59782609  6.40217391],0
p9,1,0.459924,0.546081,[299  37] ; [109  17],[296.72727273  39.27272727] ; [111.27272727  14.72727273],0
r3,1,0.46382,0.536661,[329  11] ; [123   6],[327.67590618  12.32409382] ; [124.32409382   4.67590618],0
s6,1,0.513182,0.427573,[242  92] ; [86 38],[239.19650655  94.80349345] ; [88.80349345 35.19650655],0
a3,1,0.536514,0.38204,[250  88] ; [99 30],[252.59528908  85.40471092] ; [96.40471092 32.59528908],0
n3,1,0.594879,0.282789,[42 19] ; [23  8],[43.09782609 17.90217391] ; [21.90217391  9.09782609],0
s1,1,0.602687,0.270963,[ 11 323] ; [  3 124],[ 10.14316703 323.85683297] ; [  3.85683297 123.14316703],0
u4,1,0.60844,0.262453,[ 11 330] ; [  3 126],[ 10.15744681 330.84255319] ; [  3.84255319 125.15744681],0
b4,1,0.628318,0.234349,[204 137] ; [74 55],[201.69787234 139.30212766] ; [76.30212766 52.69787234],0
n4,1,0.631583,0.229921,[275  65] ; [101  27],[273.16239316  66.83760684] ; [102.83760684  25.16239316],0
p5,1,0.687855,0.161417,[ 51 287] ; [ 17 108],[ 49.64146868 288.35853132] ; [ 18.35853132 106.64146868],0
p11,1,0.706431,0.141868,[275  66] ; [106  23],[276.42765957  64.57234043] ; [104.57234043  24.42765957],0
n5,1,0.832949,0.044488,[276  64] ; [102  25],[275.20342612  64.79657388] ; [102.79657388  24.20342612],0
s7,1,0.834519,0.043643,[168 152] ; [67 58],[168.98876404 151.01123596] ; [66.01123596 58.98876404],0
s4,1,0.885699,0.020664,[ 50 284] ; [ 20 109],[ 50.49676026 283.50323974] ; [ 19.50323974 109.49676026],0
p7,1,0.910722,0.012573,[224 104] ; [84 40],[223.50442478 104.49557522] ; [84.49557522 39.50442478],0
v3,1,0.916321,0.01104,[164 165] ; [63 62],[164.5 164.5] ; [62.5 62.5],0
a4,1,0.945415,0.004688,[163 176] ; [62 66],[163.32976445 175.67023555] ; [61.67023555 66.32976445],0
d2,1,0.962975,0.002155,[169 170] ; [64 65],[168.77564103 170.22435897] ; [64.22435897 64.77564103],0
