Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,74.104282,[ 4 33] ; [110  19],[25.40963855 11.59036145] ; [88.59036145 40.40963855],1
v4,1,0.0,39.616863,[15 22] ; [114  14],[28.92727273  8.07272727] ; [100.07272727  27.92727273],1
r1,1,1e-06,25.154139,[12 25] ; [98 30],[24.66666667 12.33333333] ; [85.33333333 42.66666667],1
r2,1,4e-06,21.303596,[21 15] ; [116  12],[30.07317073  5.92682927] ; [106.92682927  21.07317073],1
p2,1,6e-06,20.379274,[ 8 29] ; [82 47],[20.06024096 16.93975904] ; [69.93975904 59.06024096],1
a1,1,0.000397,12.544365,[ 8 29] ; [  5 124],[ 2.89759036 34.10240964] ; [ 10.10240964 118.89759036],1
v2,1,0.00098,10.865635,[ 5 32] ; [54 71],[13.47530864 23.52469136] ; [45.52469136 79.47530864],1
p11,1,0.001886,9.657215,[ 8 29] ; [65 64],[16.27108434 20.72891566] ; [56.72891566 72.27108434],0
d4,1,0.002244,9.338482,[19 18] ; [98 29],[26.39634146 10.60365854] ; [90.60365854 36.39634146],0
n6,1,0.002864,8.892448,[14 22] ; [85 43],[21.73170732 14.26829268] ; [77.26829268 50.73170732],0
d5,1,0.003191,8.695183,[18 19] ; [95 33],[25.33939394 11.66060606] ; [87.66060606 40.33939394],0
s6,1,0.004142,8.220586,[ 9 27] ; [67 62],[16.58181818 19.41818182] ; [59.41818182 69.58181818],0
s8,1,0.006726,7.344782,[ 1 35] ; [ 29 100],[ 6.54545455 29.45454545] ; [ 23.45454545 105.54545455],0
s2,1,0.013463,6.107212,[ 5 32] ; [44 83],[11.05487805 25.94512195] ; [37.94512195 89.05487805],0
d3,1,0.016207,5.780283,[14 23] ; [77 51],[20.40606061 16.59393939] ; [70.59393939 57.40606061],0
v1,1,0.017414,5.654128,[ 7 30] ; [51 76],[13.08536585 23.91463415] ; [44.91463415 82.08536585],0
n5,1,0.019047,5.49718,[26 11] ; [62 66],[19.73333333 17.26666667] ; [68.26666667 59.73333333],0
p4,1,0.020047,5.407754,[ 6 31] ; [47 82],[11.81325301 25.18674699] ; [41.18674699 87.81325301],0
u3,1,0.020551,5.364433,[ 3 12] ; [28 24],[6.94029851 8.05970149] ; [24.05970149 27.94029851],0
