Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3e-06,21.869108,[50  7] ; [26 30],[38.33628319 18.66371681] ; [37.66371681 18.33628319],1
u1,1,0.011335,6.412061,[ 3 54] ; [12 44],[ 7.56637168 49.43362832] ; [ 7.43362832 48.56637168],0
p11,1,0.023159,5.156561,[44 13] ; [32 24],[38.33628319 18.66371681] ; [37.66371681 18.33628319],0
s8,1,0.027445,4.862628,[16 41] ; [27 29],[21.69026549 35.30973451] ; [21.30973451 34.69026549],0
b3,1,0.033119,4.539606,[ 5 28] ; [14 23],[ 8.95714286 24.04285714] ; [10.04285714 26.95714286],0
b2,1,0.033119,4.539606,[ 5 28] ; [14 23],[ 8.95714286 24.04285714] ; [10.04285714 26.95714286],0
p6,1,0.041611,4.150953,[28 29] ; [17 39],[22.69911504 34.30088496] ; [22.30088496 33.69911504],0
v3,1,0.04261,4.110801,[19 36] ; [ 9 43],[14.39252336 40.60747664] ; [13.60747664 38.39252336],0
a2,1,0.05154,3.790648,[ 7 50] ; [15 41],[11.09734513 45.90265487] ; [10.90265487 45.09734513],0
p12,1,0.053964,3.713813,[ 6 51] ; [ 1 55],[ 3.53097345 53.46902655] ; [ 3.46902655 52.53097345],0
p3,1,0.070903,3.261994,[39 18] ; [29 27],[34.30088496 22.69911504] ; [33.69911504 22.30088496],0
s1,1,0.089038,2.891688,[ 1 56] ; [ 5 51],[ 3.02654867 53.97345133] ; [ 2.97345133 53.02654867],0
s2,1,0.130325,2.288633,[23 33] ; [31 25],[27. 29.] ; [27. 29.],0
n1,1,0.137987,2.200269,[5 7] ; [ 4 18],[3.17647059 8.82352941] ; [ 5.82352941 16.17647059],0
a4,1,0.152694,2.045131,[18 39] ; [25 31],[21.69026549 35.30973451] ; [21.30973451 34.69026549],0
d2,1,0.158204,1.991306,[21 36] ; [28 28],[24.71681416 32.28318584] ; [24.28318584 31.71681416],0
p10,1,0.178872,1.806967,[42 15] ; [34 21],[38.67857143 18.32142857] ; [37.32142857 17.67857143],0
r1,1,0.23387,1.417168,[45 12] ; [38 17],[42.24107143 14.75892857] ; [40.75892857 14.24107143],0
a6,1,0.273222,1.2005,[33 24] ; [38 18],[35.81415929 21.18584071] ; [35.18584071 20.81415929],0
n2,1,0.304979,1.052296,[9 3] ; [12  9],[7.63636364 4.36363636] ; [13.36363636  7.63636364],0
a7,1,0.306945,1.043777,[40 17] ; [44 12],[42.37168142 14.62831858] ; [41.62831858 14.37168142],0
a8,1,0.309634,1.032236,[ 3 49] ; [ 6 47],[ 4.45714286 47.54285714] ; [ 4.54285714 48.45714286],0
a5,1,0.371137,0.799855,[43 14] ; [38 18],[40.85840708 16.14159292] ; [40.14159292 15.85840708],0
r2,1,0.376159,0.783217,[51  5] ; [48  8],[49.5  6.5] ; [49.5  6.5],0
a3,1,0.376511,0.782061,[32 25] ; [36 20],[34.30088496 22.69911504] ; [33.69911504 22.30088496],0
d1,1,0.386029,0.751413,[30 27] ; [34 22],[32.28318584 24.71681416] ; [31.71681416 24.28318584],0
s3,1,0.394201,0.725943,[26 29] ; [31 25],[28.24324324 26.75675676] ; [28.75675676 27.24324324],0
v4,1,0.447526,0.57691,[54  3] ; [51  5],[52.96460177  4.03539823] ; [52.03539823  3.96460177],0
d3,1,0.465344,0.53301,[46 11] ; [42 14],[44.38938053 12.61061947] ; [43.61061947 12.38938053],0
