Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000162,14.224524,[37 62] ; [52 27],[49.5 49.5] ; [39.5 39.5],1
v3,1,0.002166,9.402907,[19 80] ; [32 48],[28.20670391 70.79329609] ; [22.79329609 57.20670391],0
a4,1,0.01121,6.431779,[29 75] ; [38 45],[37.26203209 66.73796791] ; [29.73796791 53.26203209],0
s8,1,0.012111,6.294515,[23 81] ; [32 50],[30.75268817 73.24731183] ; [24.24731183 57.75268817],0
p9,1,0.016132,5.788422,[68 34] ; [66 14],[75.0989011 26.9010989] ; [58.9010989 21.0989011],0
p3,1,0.020386,5.3785,[28 76] ; [35 46],[35.41621622 68.58378378] ; [27.58378378 53.41621622],0
a2,1,0.038062,4.302254,[12 92] ; [19 64],[17.24064171 86.75935829] ; [13.75935829 69.24064171],0
s7,1,0.039293,4.248155,[25 73] ; [32 48],[31.38202247 66.61797753] ; [25.61797753 54.38202247],0
s6,1,0.045497,4.000128,[55 49] ; [54 26],[61.60869565 42.39130435] ; [47.39130435 32.60869565],0
n5,1,0.049475,3.859161,[27 76] ; [33 50],[33.22580645 69.77419355] ; [26.77419355 56.22580645],0
p10,1,0.053485,3.728701,[64 40] ; [60 20],[70.08695652 33.91304348] ; [53.91304348 26.08695652],0
b2,1,0.053659,3.72329,[14 40] ; [18 22],[18.38297872 35.61702128] ; [13.61702128 26.38297872],0
b3,1,0.053659,3.72329,[14 40] ; [18 22],[18.38297872 35.61702128] ; [13.61702128 26.38297872],0
a5,1,0.071558,3.24691,[58 46] ; [57 26],[63.95721925 40.04278075] ; [51.04278075 31.95721925],0
p12,1,0.132846,2.258923,[  2 102] ; [ 5 76],[  3.93513514 100.06486486] ; [ 3.06486486 77.93513514],0
p7,1,0.13545,2.228906,[47 53] ; [46 33],[51.95530726 48.04469274] ; [41.04469274 37.95530726],0
v4,1,0.142556,2.150152,[91 13] ; [77  5],[93.93548387 10.06451613] ; [74.06451613  7.93548387],0
s2,1,0.148662,2.085926,[40 63] ; [41 42],[44.85483871 58.14516129] ; [36.14516129 46.85483871],0
p11,1,0.158256,1.990817,[61 43] ; [57 26],[65.62566845 38.37433155] ; [52.37433155 30.62566845],0
s5,1,0.167938,1.90125,[29 71] ; [31 49],[33.33333333 66.66666667] ; [26.66666667 53.33333333],0
p1,1,0.17817,1.812821,[  4 100] ; [ 7 75],[ 6.15053763 97.84946237] ; [ 4.84946237 77.15053763],0
n2,1,0.181423,1.78593,[25 17] ; [21  7],[27.6 14.4] ; [18.4  9.6],0
p6,1,0.190344,1.714952,[21 83] ; [22 55],[24.70718232 79.29281768] ; [18.29281768 58.70718232],0
u1,1,0.21169,1.559834,[ 9 95] ; [12 71],[11.67914439 92.32085561] ; [ 9.32085561 73.67914439],0
p2,1,0.215545,1.533785,[70 34] ; [62 20],[73.80645161 30.19354839] ; [58.19354839 23.80645161],0
