Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.780591,[67  5] ; [1 9],[59.70731707 12.29268293] ; [8.29268293 1.70731707],1
r2,1,0.0,29.037037,[71  1] ; [4 4],[67.5  4.5] ; [7.5 0.5],1
v4,1,1e-06,24.716475,[69  2] ; [5 5],[64.86419753  6.13580247] ; [9.13580247 0.86419753],1
p9,1,8e-06,19.967953,[59 11] ; [2 8],[53.375 16.625] ; [7.625 2.375],1
p10,1,2.8e-05,17.548351,[54 17] ; [1 9],[48.20987654 22.79012346] ; [6.79012346 3.20987654],1
r1,1,0.003773,8.389895,[54 18] ; [3 7],[50.04878049 21.95121951] ; [6.95121951 3.04878049],0
a7,1,0.004215,8.188741,[53 18] ; [3 7],[49.08641975 21.91358025] ; [6.91358025 3.08641975],0
a6,1,0.004586,8.036,[48 24] ; [2 8],[43.90243902 28.09756098] ; [6.09756098 3.90243902],0
v2,1,0.012497,6.238971,[36 33] ; [1 9],[32.3164557 36.6835443] ; [4.6835443 5.3164557],0
s1,1,0.018875,5.513097,[ 2 69] ; [2 8],[ 3.50617284 67.49382716] ; [0.49382716 9.50617284],0
n2,1,0.037857,4.311422,[20  6] ; [2 4],[17.875  8.125] ; [4.125 1.875],0
s8,1,0.044646,4.031951,[31 41] ; [1 9],[28.09756098 43.90243902] ; [3.90243902 6.09756098],0
s3,1,0.047157,3.939764,[50 20] ; [4 6],[47.25 22.75] ; [6.75 3.25],0
s6,1,0.047437,3.929837,[56 15] ; [5 5],[53.4691358 17.5308642] ; [7.5308642 2.4691358],0
b1,1,0.051877,3.779731,[21 51] ; [6 4],[23.70731707 48.29268293] ; [3.29268293 6.70731707],0
s2,1,0.060559,3.522013,[49 21] ; [4 6],[46.375 23.625] ; [6.625 3.375],0
p11,1,0.075948,3.14955,[43 29] ; [3 7],[40.3902439 31.6097561] ; [5.6097561 4.3902439],0
d3,1,0.105586,2.619069,[53 18] ; [5 5],[50.83950617 20.16049383] ; [7.16049383 2.83950617],0
s5,1,0.126612,2.333563,[33 34] ; [2 7],[30.85526316 36.14473684] ; [4.14473684 4.85526316],0
b2,1,0.165781,1.92069,[ 7 30] ; [3 4],[ 8.40909091 28.59090909] ; [1.59090909 5.40909091],0
b3,1,0.165781,1.92069,[ 7 30] ; [3 4],[ 8.40909091 28.59090909] ; [1.59090909 5.40909091],0
b4,1,0.173967,1.848423,[45 27] ; [4 6],[43.02439024 28.97560976] ; [5.97560976 4.02439024],0
n6,1,0.178275,1.811947,[57 15] ; [6 4],[55.31707317 16.68292683] ; [7.68292683 2.31707317],0
a5,1,0.18463,1.759959,[51 21] ; [5 5],[49.17073171 22.82926829] ; [6.82926829 3.17073171],0
n3,1,0.186122,1.748049,[20  6] ; [3 3],[18.6875  7.3125] ; [4.3125 1.6875],0
p4,1,0.188124,1.73225,[30 42] ; [2 8],[28.09756098 43.90243902] ; [3.90243902 6.09756098],0
p7,1,0.204183,1.612198,[29 42] ; [2 8],[27.17283951 43.82716049] ; [3.82716049 6.17283951],0
v1,1,0.215286,1.535519,[29 43] ; [2 8],[27.2195122 44.7804878] ; [3.7804878 6.2195122],0
d4,1,0.219934,1.504803,[56 16] ; [6 4],[54.43902439 17.56097561] ; [7.56097561 2.43902439],0
v3,1,0.241567,1.371429,[19 51] ; [1 9],[17.5 52.5] ; [2.5 7.5],0
a1,1,0.254325,1.299391,[ 2 70] ; [1 9],[ 2.63414634 69.36585366] ; [0.36585366 9.63414634],0
d5,1,0.278029,1.1767,[54 17] ; [6 4],[52.59259259 18.40740741] ; [7.40740741 2.59259259],0
n5,1,0.305106,1.051745,[38 34] ; [7 3],[39.51219512 32.48780488] ; [5.48780488 4.51219512],0
d2,1,0.312972,1.018091,[31 41] ; [6 4],[32.48780488 39.51219512] ; [4.51219512 5.48780488],0
a3,1,0.315776,1.006364,[54 18] ; [6 4],[52.68292683 19.31707317] ; [7.31707317 2.68292683],0
p3,1,0.353258,0.861721,[25 47] ; [2 8],[23.70731707 48.29268293] ; [3.29268293 6.70731707],0
n4,1,0.386848,0.748828,[40 32] ; [7 3],[41.26829268 30.73170732] ; [5.73170732 4.26829268],0
a2,1,0.417921,0.656155,[15 57] ; [1 9],[14.04878049 57.95121951] ; [1.95121951 8.04878049],0
p6,1,0.417921,0.656155,[15 57] ; [1 9],[14.04878049 57.95121951] ; [1.95121951 8.04878049],0
p2,1,0.447663,0.576562,[45 27] ; [5 5],[43.90243902 28.09756098] ; [6.09756098 3.90243902],0
u1,1,0.469139,0.524002,[14 58] ; [1 9],[13.17073171 58.82926829] ; [1.82926829 8.17073171],0
u3,1,0.530801,0.392857,[12  6] ; [2 2],[11.45454545  6.54545455] ; [2.54545455 1.45454545],0
d1,1,0.553306,0.351429,[36 36] ; [4 6],[35.12195122 36.87804878] ; [4.87804878 5.12195122],0
a4,1,0.678399,0.171934,[31 41] ; [5 5],[31.6097561 40.3902439] ; [4.3902439 5.6097561],0
n1,1,0.752917,0.099096,[ 7 19] ; [2 4],[ 7.3125 18.6875] ; [1.6875 4.3125],0
u2,1,0.840039,0.040741,[ 8 10] ; [2 2],[8.18181818 9.81818182] ; [1.81818182 2.18181818],0
s7,1,0.848459,0.036514,[33 36] ; [4 5],[32.73076923 36.26923077] ; [4.26923077 4.73076923],0
p1,1,0.85971,0.031238,[ 6 66] ; [1 9],[ 6.14634146 65.85365854] ; [0.85365854 9.14634146],0
b5,1,0.901458,0.015331,[49 23] ; [7 3],[49.17073171 22.82926829] ; [6.82926829 3.17073171],0
