Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,7.2e-05,15.763174,[229 113] ; [15 27],[217.3125 124.6875] ; [26.6875 15.3125],1
p4,1,9.1e-05,15.310054,[290  54] ; [25 17],[280.7253886  63.2746114] ; [34.2746114  7.7253886],1
p7,1,0.000195,13.877237,[267  73] ; [22 20],[257.22513089  82.77486911] ; [31.77486911 10.22513089],1
p9,1,0.000561,11.900151,[312  30] ; [31 11],[305.484375  36.515625] ; [37.515625  4.484375],1
p10,1,0.001219,10.460719,[303  37] ; [30 12],[296.38743455  43.61256545] ; [36.61256545  5.38743455],0
p11,1,0.003224,8.676141,[286  58] ; [27 15],[278.94300518  65.05699482] ; [34.05699482  7.94300518],0
v1,1,0.008972,6.828377,[217 117] ; [17 22],[209.53351206 124.46648794] ; [24.46648794 14.53351206],0
d3,1,0.015146,5.899439,[264  80] ; [25 17],[257.55440415  86.44559585] ; [31.44559585 10.55440415],0
s1,1,0.031269,4.638128,[ 10 332] ; [ 4 38],[ 12.46875 329.53125] ; [ 1.53125 40.46875],0
v2,1,0.032068,4.594858,[213 122] ; [19 22],[206.70212766 128.29787234] ; [25.29787234 15.70212766],0
v4,1,0.046468,3.964556,[331  11] ; [38  4],[328.640625  13.359375] ; [40.359375  1.640625],0
r3,1,0.047107,3.941569,[330  11] ; [38  4],[327.64490862  13.35509138] ; [40.35509138  1.64490862],0
r1,1,0.059234,3.558703,[284  57] ; [30 12],[279.56657963  61.43342037] ; [34.43342037  7.56657963],0
n4,1,0.068178,3.326356,[291  52] ; [31 11],[286.87272727  56.12727273] ; [35.12727273  6.87272727],0
p6,1,0.0903,2.869016,[168 171] ; [15 27],[162.82677165 176.17322835] ; [20.17322835 21.82677165],0
v3,1,0.105285,2.6236,[156 176] ; [13 26],[151.23450135 180.76549865] ; [17.76549865 21.23450135],0
a2,1,0.106769,2.60141,[107 237] ; [ 8 34],[102.48704663 241.51295337] ; [12.51295337 29.48704663],0
r4,1,0.114127,2.49612,[319  25] ; [36  6],[316.37305699  27.62694301] ; [38.62694301  3.37305699],0
n2,1,0.234299,1.414571,[38 14] ; [14  2],[39.76470588 12.23529412] ; [12.23529412  3.76470588],0
a7,1,0.249179,1.327903,[257  86] ; [28 14],[253.90909091  89.09090909] ; [31.09090909 10.90909091],0
p12,1,0.256716,1.286381,[ 35 307] ; [ 2 40],[ 32.953125 309.046875] ; [ 4.046875 37.953125],0
n5,1,0.274364,1.194798,[276  65] ; [31 11],[273.33420366  67.66579634] ; [33.66579634  8.33420366],0
a6,1,0.285654,1.13999,[240 103] ; [26 16],[236.98181818 106.01818182] ; [29.01818182 12.98181818],0
n6,1,0.291297,1.113616,[303  39] ; [34  7],[300.92428198  41.07571802] ; [36.07571802  4.92428198],0
s4,1,0.296538,1.089698,[ 60 279] ; [10 31],[ 62.44736842 276.55263158] ; [ 7.55263158 33.44736842],0
d4,1,0.306124,1.047326,[312  32] ; [36  6],[310.13471503  33.86528497] ; [37.86528497  4.13471503],0
s5,1,0.31106,1.02617,[137 191] ; [13 26],[134.0599455 193.9400545] ; [15.9400545 23.0599455],0
p5,1,0.33748,0.919982,[ 64 279] ; [ 5 35],[ 61.79373368 281.20626632] ; [ 7.20626632 32.79373368],0
a1,1,0.347254,0.883465,[ 20 324] ; [ 4 38],[ 21.38860104 322.61139896] ; [ 2.61139896 39.38860104],0
r2,1,0.372332,0.795867,[325  14] ; [39  3],[323.87401575  15.12598425] ; [40.12598425  1.87401575],0
b5,1,0.403863,0.696793,[198 146] ; [27 15],[200.51813472 143.48186528] ; [24.48186528 17.51813472],0
u4,1,0.432446,0.616246,[  9 334] ; [ 2 40],[  9.8 333.2] ; [ 1.2 40.8],0
u1,1,0.507161,0.439921,[ 90 254] ; [ 9 33],[ 88.22797927 255.77202073] ; [10.77202073 31.22797927],0
a4,1,0.520351,0.413198,[178 165] ; [24 18],[179.96363636 163.03636364] ; [22.03636364 19.96363636],0
