Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000201,13.822023,[113  13] ; [42 20],[103.88297872  22.11702128] ; [51.11702128 10.88297872],1
b2,1,0.783578,0.075438,[34 55] ; [15 27],[33.29007634 55.70992366] ; [15.70992366 26.29007634],0
d2,1,0.797713,0.065694,[65 62] ; [31 32],[64.16842105 62.83157895] ; [31.83157895 31.16842105],0
b1,1,0.801989,0.062887,[48 79] ; [23 41],[47.20942408 79.79057592] ; [23.79057592 40.20942408],0
a1,1,0.806928,0.059727,[  5 122] ; [ 3 61],[  5.31937173 121.68062827] ; [ 2.68062827 61.31937173],0
r2,1,0.818192,0.052841,[117   7] ; [59  3],[117.33333333   6.66666667] ; [58.66666667  3.33333333],0
a5,1,0.84278,0.039338,[93 34] ; [46 18],[92.42408377 34.57591623] ; [46.57591623 17.42408377],0
s4,1,0.85902,0.03155,[29 97] ; [14 50],[28.51578947 97.48421053] ; [14.48421053 49.51578947],0
b4,1,0.871191,0.026291,[73 54] ; [36 28],[72.47643979 54.52356021] ; [36.52356021 27.47643979],0
n1,1,0.875164,0.024681,[15 19] ; [12 14],[15.3 18.7] ; [11.7 14.3],0
a2,1,0.883117,0.021615,[33 94] ; [16 48],[32.58115183 94.41884817] ; [16.41884817 47.58115183],0
a7,1,0.884442,0.021124,[90 37] ; [46 18],[90.42931937 36.57068063] ; [45.57068063 18.42931937],0
a3,1,0.928732,0.008,[96 31] ; [48 16],[95.7486911 31.2513089] ; [48.2513089 15.7486911],0
