Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000762,11.331753,[34 26] ; [33  4],[41.44329897 18.55670103] ; [25.55670103 11.44329897],1
p7,1,0.001012,10.805222,[26 42] ; [29 12],[34.31192661 33.68807339] ; [20.68807339 20.31192661],0
u1,1,0.00116,10.552624,[ 8 60] ; [16 26],[14.83636364 53.16363636] ; [ 9.16363636 32.83636364],0
d2,1,0.001821,9.721682,[29 38] ; [31 11],[36.88073394 30.11926606] ; [23.11926606 18.88073394],0
d1,1,0.008069,7.018128,[31 37] ; [30 12],[37.70909091 30.29090909] ; [23.29090909 18.70909091],0
a6,1,0.008164,6.997067,[34 33] ; [32 10],[40.56880734 26.43119266] ; [25.43119266 16.56880734],0
a7,1,0.013102,6.155279,[43 25] ; [35  6],[48.66055046 19.33944954] ; [29.33944954 11.66055046],0
n4,1,0.016934,5.703193,[37 29] ; [33  9],[42.77777778 23.22222222] ; [27.22222222 14.77777778],0
d3,1,0.017051,5.691087,[43 24] ; [35  6],[48.38888889 18.61111111] ; [29.61111111 11.38888889],0
p3,1,0.024778,5.039306,[24 44] ; [24 18],[29.67272727 38.32727273] ; [18.32727273 23.67272727],0
v2,1,0.030882,4.659498,[28 34] ; [28 14],[33.38461538 28.61538462] ; [22.61538462 19.38461538],0
a2,1,0.032422,4.576063,[12 56] ; [15 27],[16.69090909 51.30909091] ; [10.30909091 31.69090909],0
b2,1,0.041666,4.1487,[ 7 26] ; [10 11],[10.38888889 22.61111111] ; [ 6.61111111 14.38888889],0
b3,1,0.041666,4.1487,[ 7 26] ; [10 11],[10.38888889 22.61111111] ; [ 6.61111111 14.38888889],0
a3,1,0.047165,3.939501,[41 27] ; [33  9],[45.74545455 22.25454545] ; [28.25454545 13.74545455],0
a4,1,0.053007,3.743697,[26 42] ; [24 18],[30.90909091 37.09090909] ; [19.09090909 22.90909091],0
p10,1,0.059726,3.544966,[38 27] ; [32 10],[42.52336449 22.47663551] ; [27.47663551 14.52336449],0
p9,1,0.074424,3.182641,[46 19] ; [36  6],[49.81308411 15.18691589] ; [32.18691589  9.81308411],0
p8,1,0.075159,3.166591,[18 50] ; [18 24],[22.25454545 45.74545455] ; [13.74545455 28.25454545],0
n5,1,0.079861,3.067729,[36 31] ; [29 12],[40.32407407 26.67592593] ; [24.67592593 16.32407407],0
a5,1,0.117217,2.454114,[42 26] ; [32 10],[45.74545455 22.25454545] ; [28.25454545 13.74545455],0
p4,1,0.117521,2.450053,[35 33] ; [28 14],[38.94545455 29.05454545] ; [24.05454545 17.94545455],0
u4,1,0.122587,2.383958,[ 1 67] ; [ 3 39],[ 2.47272727 65.52727273] ; [ 1.52727273 40.47272727],0
u2,1,0.122887,2.380133,[12 13] ; [7 2],[13.97058824 11.02941176] ; [5.02941176 3.97058824],0
s8,1,0.143034,2.145008,[34 34] ; [27 15],[37.70909091 30.29090909] ; [23.29090909 18.70909091],0
s5,1,0.15045,2.067678,[26 38] ; [20 16],[29.44 34.56] ; [16.56 19.44],0
n3,1,0.1524,2.048067,[20  9] ; [10  1],[21.75  7.25] ; [8.25 2.75],0
n1,1,0.170234,1.880878,[ 9 20] ; [6 5],[10.875 18.125] ; [4.125 6.875],0
p2,1,0.171109,1.873203,[47 21] ; [34  8],[50.07272727 17.92727273] ; [30.92727273 11.07272727],0
r4,1,0.240381,1.37836,[56 12] ; [38  4],[58.10909091  9.89090909] ; [35.89090909  6.10909091],0
d5,1,0.246922,1.340638,[51 16] ; [35  6],[53.35185185 13.64814815] ; [32.64814815  8.35185185],0
r2,1,0.275861,1.187371,[63  5] ; [40  1],[64.25688073  3.74311927] ; [38.74311927  2.25688073],0
n6,1,0.282855,1.15332,[47 19] ; [33  8],[49.34579439 16.65420561] ; [30.65420561 10.34579439],0
s3,1,0.284398,1.145954,[56 12] ; [31 11],[53.78181818 14.21818182] ; [33.21818182  8.78181818],0
r1,1,0.285708,1.139736,[50 17] ; [35  7],[52.24770642 14.75229358] ; [32.75229358  9.24770642],0
d4,1,0.296558,1.089608,[52 15] ; [36  6],[54.09174312 12.90825688] ; [33.90825688  8.09174312],0
a8,1,0.308898,1.035384,[ 6 56] ; [ 6 30],[ 7.59183673 54.40816327] ; [ 4.40816327 31.59183673],0
s6,1,0.441213,0.593125,[58  8] ; [33  7],[56.66037736  9.33962264] ; [34.33962264  5.66037736],0
r3,1,0.444175,0.585474,[62  6] ; [39  2],[63.00917431  4.99082569] ; [37.99082569  3.00917431],0
v4,1,0.576471,0.311975,[61  7] ; [39  3],[61.81818182  6.18181818] ; [38.18181818  3.81818182],0
s4,1,0.598624,0.277076,[21 47] ; [11 31],[19.78181818 48.21818182] ; [12.21818182 29.78181818],0
p12,1,0.631105,0.230565,[ 2 65] ; [ 2 40],[ 2.4587156 64.5412844] ; [ 1.5412844 40.4587156],0
p1,1,0.664476,0.188132,[ 8 60] ; [ 6 35],[ 8.73394495 59.26605505] ; [ 5.26605505 35.73394495],0
b5,1,0.714742,0.133587,[43 25] ; [28 14],[43.89090909 24.10909091] ; [27.10909091 14.89090909],0
u3,1,0.724159,0.124542,[15 10] ; [6 3],[15.44117647  9.55882353] ; [5.55882353 3.44117647],0
v1,1,0.750636,0.100998,[33 34] ; [22 20],[33.80733945 33.19266055] ; [21.19266055 20.80733945],0
p5,1,0.754701,0.097623,[ 6 62] ; [ 3 39],[ 5.56363636 62.43636364] ; [ 3.43636364 38.56363636],0
b4,1,0.790074,0.07087,[39 29] ; [23 19],[38.32727273 29.67272727] ; [23.67272727 18.32727273],0
a1,1,0.792459,0.069232,[ 4 64] ; [ 3 39],[ 4.32727273 63.67272727] ; [ 2.67272727 39.32727273],0
b1,1,0.835613,0.043059,[37 31] ; [22 20],[36.47272727 31.52727273] ; [22.52727273 19.47272727],0
n2,1,0.838007,0.041797,[22  7] ; [8 3],[21.75  7.25] ; [8.25 2.75],0
s1,1,0.856146,0.032863,[ 7 59] ; [ 4 38],[ 6.72222222 59.27777778] ; [ 4.27777778 37.72222222],0
v3,1,0.92461,0.008954,[24 40] ; [15 26],[23.77142857 40.22857143] ; [15.22857143 25.77142857],0
