Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,6.1e-05,16.085463,[34  3] ; [74 58],[23.64497041 13.35502959] ; [84.35502959 47.64497041],1
p4,1,0.000223,13.62257,[35  2] ; [84 49],[25.9 11.1] ; [93.1 39.9],1
v3,1,0.000287,13.156313,[29  8] ; [58 72],[19.2754491 17.7245509] ; [67.7245509 62.2754491],1
a1,1,0.00047,12.230131,[ 7 30] ; [  4 130],[ 2.38011696 34.61988304] ; [  8.61988304 125.38011696],1
p3,1,0.003423,8.567084,[30  7] ; [73 61],[22.28654971 14.71345029] ; [80.71345029 53.28654971],0
n4,1,0.00435,8.131536,[36  1] ; [101  31],[29.99408284  7.00591716] ; [107.00591716  24.99408284],0
p7,1,0.009848,6.662218,[34  2] ; [97 33],[28.40963855  7.59036145] ; [102.59036145  27.40963855],0
p6,1,0.010134,6.611113,[26 10] ; [64 69],[19.17159763 16.82840237] ; [70.82840237 62.17159763],0
b5,1,0.011262,6.423537,[14 23] ; [82 52],[20.77192982 16.22807018] ; [75.22807018 58.77192982],0
p11,1,0.016076,5.794513,[34  3] ; [98 36],[28.56140351  8.43859649] ; [103.43859649  30.56140351],0
p12,1,0.029975,4.710749,[ 9 28] ; [ 14 119],[ 5.00588235 31.99411765] ; [ 17.99411765 115.00588235],0
n5,1,0.038787,4.270166,[35  2] ; [106  26],[30.86982249  6.13017751] ; [110.13017751  21.86982249],0
u1,1,0.045745,3.990953,[ 5 32] ; [40 94],[ 9.73684211 27.26315789] ; [35.26315789 98.73684211],0
v1,1,0.052591,3.75688,[31  6] ; [89 43],[26.27218935 10.72781065] ; [93.72781065 38.27218935],0
v4,1,0.057226,3.616003,[35  2] ; [132   1],[36.34705882  0.65294118] ; [130.65294118   2.34705882],0
a6,1,0.073218,3.209352,[21 16] ; [96 37],[25.46470588 11.53529412] ; [91.53529412 41.46470588],0
s7,1,0.074609,3.178595,[33  2] ; [105  23],[29.63190184  5.36809816] ; [108.36809816  19.63190184],0
p1,1,0.075326,3.16298,[ 8 29] ; [ 14 119],[ 4.78823529 32.21176471] ; [ 17.21176471 115.78823529],0
a2,1,0.086099,2.945833,[ 7 30] ; [45 89],[11.25146199 25.74853801] ; [40.74853801 93.25146199],0
p2,1,0.205344,1.603951,[34  3] ; [112  22],[31.59064327  5.40935673] ; [114.40935673  19.59064327],0
s4,1,0.230028,1.440691,[ 7 30] ; [38 94],[ 9.85207101 27.14792899] ; [35.14792899 96.85207101],0
n6,1,0.237062,1.397978,[35  2] ; [115  16],[33.03571429  3.96428571] ; [116.96428571  14.03571429],0
u4,1,0.31151,1.024261,[ 2 35] ; [  3 131],[ 1.08187135 35.91812865] ; [  3.91812865 130.08187135],0
r2,1,0.315859,1.006016,[35  2] ; [130   3],[35.91176471  1.08823529] ; [129.08823529   3.91176471],0
v2,1,0.330437,0.947184,[26 11] ; [80 50],[23.48502994 13.51497006] ; [82.51497006 47.48502994],0
b4,1,0.332016,0.94102,[24 13] ; [75 59],[21.42105263 15.57894737] ; [77.57894737 56.42105263],0
a3,1,0.339983,0.910494,[33  4] ; [110  23],[31.12352941  5.87647059] ; [111.87647059  21.12352941],0
d2,1,0.407799,0.685209,[19 18] ; [79 55],[21.20467836 15.79532164] ; [76.79532164 57.20467836],0
n1,1,0.412886,0.670476,[6 3] ; [18 17],[4.90909091 4.09090909] ; [19.09090909 15.90909091],0
r1,1,0.427214,0.630386,[34  3] ; [115  17],[32.62130178  4.37869822] ; [116.37869822  15.62130178],0
n2,1,0.435895,0.607065,[8 1] ; [27  8],[7.15909091 1.84090909] ; [27.84090909  7.15909091],0
u2,1,0.527458,0.399287,[3 1] ; [14 10],[2.42857143 1.57142857] ; [14.57142857  9.42857143],0
b3,1,0.52765,0.398914,[11 15] ; [41 42],[12.40366972 13.59633028] ; [39.59633028 43.40366972],0
b2,1,0.52765,0.398914,[11 15] ; [41 42],[12.40366972 13.59633028] ; [39.59633028 43.40366972],0
a5,1,0.577499,0.310296,[31  6] ; [117  17],[32.02339181  4.97660819] ; [115.97660819  18.02339181],0
r4,1,0.629562,0.232655,[36  1] ; [128   6],[35.48538012  1.51461988] ; [128.51461988   5.48538012],0
p9,1,0.638899,0.220185,[34  3] ; [126   8],[34.61988304  2.38011696] ; [125.38011696   8.61988304],0
n3,1,0.647141,0.209524,[6 3] ; [26  9],[6.54545455 2.45454545] ; [25.45454545  9.54545455],0
d4,1,0.708943,0.139335,[32  5] ; [118  15],[32.64705882  4.35294118] ; [117.35294118  15.64705882],0
s1,1,0.741603,0.108723,[ 1 36] ; [  5 125],[ 1.32934132 35.67065868] ; [  4.67065868 125.32934132],0
a8,1,0.743402,0.107159,[ 6 29] ; [ 18 103],[ 5.38461538 29.61538462] ; [ 18.61538462 102.38461538],0
s3,1,0.745395,0.105441,[30  7] ; [103  28],[29.29166667  7.70833333] ; [103.70833333  27.29166667],0
s2,1,0.748109,0.103127,[30  7] ; [110  22],[30.65088757  6.34911243] ; [109.34911243  22.65088757],0
d3,1,0.755984,0.096571,[28  9] ; [98 36],[27.26315789  9.73684211] ; [98.73684211 35.26315789],0
a7,1,0.762507,0.091319,[25 12] ; [94 40],[25.74853801 11.25146199] ; [93.25146199 40.74853801],0
b1,1,0.772655,0.083465,[17 20] ; [58 76],[16.22807018 20.77192982] ; [58.77192982 75.22807018],0
d5,1,0.838662,0.041455,[33  4] ; [117  16],[32.64705882  4.35294118] ; [117.35294118  15.64705882],0
u3,1,0.864395,0.029167,[3 1] ; [17  7],[2.85714286 1.14285714] ; [17.14285714  6.85714286],0
p10,1,0.90503,0.014235,[34  3] ; [123  10],[34.17058824  2.82941176] ; [122.82941176  10.17058824],0
s6,1,0.914473,0.011534,[34  3] ; [122  10],[34.15384615  2.84615385] ; [121.84615385  10.15384615],0
r3,1,0.928091,0.008145,[36  1] ; [130   4],[35.91812865  1.08187135] ; [130.08187135   3.91812865],0
d1,1,0.940997,0.005478,[26 11] ; [95 39],[26.18128655 10.81871345] ; [94.81871345 39.18128655],0
a4,1,0.987864,0.000231,[19 18] ; [69 65],[19.04093567 17.95906433] ; [68.95906433 65.04093567],0
