Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1.5e-05,18.676932,[ 21 104] ; [25 27],[32.48587571 92.51412429] ; [13.51412429 38.48587571],1
p7,1,2.4e-05,17.855486,[46 77] ; [37 14],[58.67241379 64.32758621] ; [24.32758621 26.67241379],1
p4,1,2.6e-05,17.677787,[48 77] ; [38 14],[60.73446328 64.26553672] ; [25.26553672 26.73446328],1
p8,1,0.000138,14.534502,[36 88] ; [31 21],[47.20454545 76.79545455] ; [19.79545455 32.20454545],1
v3,1,0.000406,12.503858,[25 97] ; [24 27],[34.55491329 87.44508671] ; [14.44508671 36.55491329],1
p11,1,0.000797,11.24808,[76 49] ; [45  7],[85.4519774 39.5480226] ; [35.5480226 16.4519774],1
s7,1,0.000813,11.210877,[26 93] ; [23 25],[34.91616766 84.08383234] ; [14.08383234 33.91616766],1
v2,1,0.001041,10.753809,[38 84] ; [29 21],[47.52325581 74.47674419] ; [19.47674419 30.52325581],0
p3,1,0.001451,10.139371,[40 85] ; [30 22],[49.43502825 75.56497175] ; [20.56497175 31.43502825],0
p2,1,0.0018,9.742827,[75 49] ; [44  8],[83.84090909 40.15909091] ; [35.15909091 16.84090909],0
s6,1,0.004171,8.207677,[49 76] ; [31 18],[57.47126437 67.52873563] ; [22.52873563 26.47126437],0
r4,1,0.008516,6.921598,[62 63] ; [37 15],[69.91525424 55.08474576] ; [29.08474576 22.91525424],0
r3,1,0.01141,6.400349,[94 30] ; [48  4],[100.04545455  23.95454545] ; [41.95454545 10.04545455],0
s5,1,0.013361,6.120611,[ 18 105] ; [15 33],[23.73684211 99.26315789] ; [ 9.26315789 38.73684211],0
d5,1,0.026622,4.915154,[77 48] ; [41 11],[83.33333333 41.66666667] ; [34.66666667 17.33333333],0
n6,1,0.028279,4.810996,[88 36] ; [45  7],[93.70454545 30.29545455] ; [39.29545455 12.70454545],0
r2,1,0.034033,4.493046,[89 32] ; [45  6],[94.26744186 26.73255814] ; [39.73255814 11.26744186],0
p12,1,0.036525,4.372445,[  3 121] ; [ 5 47],[  5.63636364 118.36363636] ; [ 2.36363636 49.63636364],0
p10,1,0.049623,3.854145,[77 45] ; [40 11],[82.50867052 39.49132948] ; [34.49132948 16.50867052],0
n5,1,0.050118,3.837506,[79 46] ; [40 11],[84.51704545 40.48295455] ; [34.48295455 16.51704545],0
n4,1,0.061907,3.485538,[78 47] ; [40 12],[83.33333333 41.66666667] ; [34.66666667 17.33333333],0
v4,1,0.068832,3.310663,[94 29] ; [46  6],[98.4 24.6] ; [41.6 10.4],0
u2,1,0.079206,3.081121,[19 32] ; [11  7],[22.17391304 28.82608696] ; [ 7.82608696 10.17391304],0
d1,1,0.088385,2.903541,[43 82] ; [25 27],[48.02259887 76.97740113] ; [19.97740113 32.02259887],0
d3,1,0.101934,2.675022,[59 66] ; [31 20],[63.92045455 61.07954545] ; [26.07954545 24.92045455],0
p5,1,0.154115,2.031041,[ 10 112] ; [ 8 44],[ 12.62068966 109.37931034] ; [ 5.37931034 46.62068966],0
v1,1,0.181633,1.784213,[43 76] ; [24 27],[46.9 72.1] ; [20.1 30.9],0
s2,1,0.190411,1.714431,[40 85] ; [22 30],[43.78531073 81.21468927] ; [18.21468927 33.78531073],0
p9,1,0.350643,0.87113,[89 31] ; [42 10],[91.39534884 28.60465116] ; [39.60465116 12.39534884],0
n3,1,0.399269,0.710526,[24 14] ; [12  4],[25.33333333 12.66666667] ; [10.66666667  5.33333333],0
d4,1,0.414046,0.667154,[81 44] ; [37 15],[83.33333333 41.66666667] ; [34.66666667 17.33333333],0
a3,1,0.419342,0.652159,[73 51] ; [34 18],[75.38636364 48.61363636] ; [31.61363636 20.38636364],0
a7,1,0.437751,0.60217,[69 56] ; [32 20],[71.32768362 53.67231638] ; [29.67231638 22.32768362],0
b4,1,0.437751,0.60217,[69 56] ; [32 20],[71.32768362 53.67231638] ; [29.67231638 22.32768362],0
a1,1,0.454581,0.559203,[ 10 115] ; [ 6 46],[ 11.29943503 113.70056497] ; [ 4.70056497 47.29943503],0
a8,1,0.461998,0.541049,[ 12 107] ; [ 7 43],[ 13.37869822 105.62130178] ; [ 5.62130178 44.37869822],0
u4,1,0.51964,0.414608,[  1 124] ; [ 1 51],[  1.41242938 123.58757062] ; [ 0.58757062 51.41242938],0
a2,1,0.550641,0.356169,[ 16 109] ; [ 5 47],[ 14.83050847 110.16949153] ; [ 6.16949153 45.83050847],0
a5,1,0.618281,0.248291,[67 58] ; [30 22],[68.50282486 56.49717514] ; [28.49717514 23.50282486],0
b5,1,0.654247,0.200588,[79 46] ; [31 21],[77.68361582 47.31638418] ; [32.31638418 19.68361582],0
s3,1,0.66068,0.192698,[50 73] ; [23 29],[51.30857143 71.69142857] ; [21.69142857 30.30857143],0
n2,1,0.673417,0.177632,[26 12] ; [10  6],[25.33333333 12.66666667] ; [10.66666667  5.33333333],0
a4,1,0.682374,0.167466,[39 85] ; [18 34],[40.15909091 83.84090909] ; [16.84090909 35.15909091],0
b3,1,0.693097,0.155753,[24 46] ; [13 21],[24.90384615 45.09615385] ; [12.09615385 21.90384615],0
b2,1,0.693097,0.155753,[24 46] ; [13 21],[24.90384615 45.09615385] ; [12.09615385 21.90384615],0
u3,1,0.72819,0.12078,[16 36] ; [ 6 11],[16.57971014 35.42028986] ; [ 5.42028986 11.57971014],0
d2,1,0.814408,0.055104,[45 78] ; [20 32],[45.68571429 77.31428571] ; [19.31428571 32.68571429],0
a6,1,0.852758,0.034447,[74 51] ; [30 22],[73.44632768 51.55367232] ; [30.55367232 21.44632768],0
s1,1,0.859218,0.03146,[  3 122] ; [ 1 50],[  2.84090909 122.15909091] ; [ 1.15909091 49.84090909],0
b1,1,0.944678,0.004815,[56 69] ; [23 29],[55.79096045 69.20903955] ; [23.20903955 28.79096045],0
u1,1,0.964571,0.001973,[  7 118] ; [ 3 49],[  7.06214689 117.93785311] ; [ 2.93785311 49.06214689],0
n1,1,0.97129,0.001295,[15 22] ; [6 9],[14.94230769 22.05769231] ; [6.05769231 8.94230769],0
p1,1,0.989858,0.000162,[ 12 112] ; [ 5 47],[ 11.97727273 112.02272727] ; [ 5.02272727 46.97727273],0
