Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,37.665782,[50 47] ; [ 2 56],[32.54193548 64.45806452] ; [19.45806452 38.54193548],1
d4,1,3e-06,21.671848,[76 21] ; [24 34],[62.58064516 34.41935484] ; [37.41935484 20.58064516],1
a5,1,7e-06,20.274806,[63 34] ; [16 42],[49.43870968 47.56129032] ; [29.56129032 28.43870968],1
d3,1,8e-06,19.909934,[61 36] ; [15 43],[47.56129032 49.43870968] ; [28.43870968 29.56129032],1
a7,1,0.000111,14.938087,[66 31] ; [21 37],[54.44516129 42.55483871] ; [32.55483871 25.44516129],1
a4,1,0.000275,13.234271,[38 58] ; [ 7 51],[28.05194805 67.94805195] ; [16.94805195 41.05194805],1
a6,1,0.002573,9.087734,[61 36] ; [22 36],[51.94193548 45.05806452] ; [31.05806452 26.94193548],0
a3,1,0.004518,8.062968,[62 35] ; [23 34],[53.53896104 43.46103896] ; [31.46103896 25.53896104],0
a2,1,0.006515,7.402121,[15 82] ; [ 1 57],[10.01290323 86.98709677] ; [ 5.98709677 52.01290323],0
d2,1,0.008739,6.875427,[43 52] ; [14 44],[35.39215686 59.60784314] ; [21.60784314 36.39215686],0
r4,1,0.023715,5.11534,[55 42] ; [22 36],[48.18709677 48.81290323] ; [28.81290323 29.18709677],0
r3,1,0.025222,5.008555,[80 17] ; [38 19],[74.32467532 22.67532468] ; [43.67532468 13.32467532],0
r2,1,0.027365,4.867649,[74 19] ; [36 21],[68.2 24.8] ; [41.8 15.2],0
v2,1,0.055535,3.665956,[34 61] ; [12 45],[28.75 66.25] ; [17.25 39.75],0
p11,1,0.058662,3.574819,[65 32] ; [30 28],[59.4516129 37.5483871] ; [35.5483871 22.4516129],0
n6,1,0.074857,3.173171,[74 22] ; [37 21],[69.19480519 26.80519481] ; [41.80519481 16.19480519],0
p3,1,0.094469,2.796523,[36 61] ; [14 44],[31.29032258 65.70967742] ; [18.70967742 39.29032258],0
u2,1,0.103029,2.658023,[17 18] ; [10 24],[13.69565217 21.30434783] ; [13.30434783 20.69565217],0
p10,1,0.127165,2.326773,[65 30] ; [32 25],[60.625 34.375] ; [36.375 20.625],0
b4,1,0.162635,1.94955,[58 39] ; [28 30],[53.81935484 43.18064516] ; [32.18064516 25.81935484],0
v3,1,0.188538,1.729005,[23 71] ; [ 9 49],[19.78947368 74.21052632] ; [12.21052632 45.78947368],0
u3,1,0.212317,1.555556,[15 20] ; [10 25],[12.5 22.5] ; [12.5 22.5],0
b5,1,0.226593,1.462118,[63 34] ; [32 26],[59.4516129 37.5483871] ; [35.5483871 22.4516129],0
v4,1,0.238526,1.389286,[77 19] ; [41 16],[74.03921569 21.96078431] ; [43.96078431 13.03921569],0
n4,1,0.280831,1.163066,[62 35] ; [32 26],[58.82580645 38.17419355] ; [35.17419355 22.82580645],0
s1,1,0.288848,1.124985,[ 2 95] ; [ 3 55],[ 3.12903226 93.87096774] ; [ 1.87096774 56.12903226],0
b3,1,0.393424,0.728334,[20 37] ; [ 9 25],[18.16483516 38.83516484] ; [10.83516484 23.16483516],0
b2,1,0.393424,0.728334,[20 37] ; [ 9 25],[18.16483516 38.83516484] ; [10.83516484 23.16483516],0
s7,1,0.46586,0.531779,[25 65] ; [13 45],[23.10810811 66.89189189] ; [14.89189189 43.10810811],0
s6,1,0.551057,0.355426,[44 51] ; [24 34],[42.22222222 52.77777778] ; [25.77777778 32.22222222],0
s2,1,0.583458,0.300678,[36 61] ; [19 39],[34.41935484 62.58064516] ; [20.58064516 37.41935484],0
s4,1,0.606556,0.265221,[20 77] ; [10 48],[18.77419355 78.22580645] ; [11.22580645 46.77419355],0
n3,1,0.614191,0.254118,[18 12] ; [16  8],[18.88888889 11.11111111] ; [15.11111111  8.88888889],0
a8,1,0.617477,0.24943,[ 9 84] ; [ 4 51],[ 8.16891892 84.83108108] ; [ 4.83108108 50.16891892],0
p7,1,0.663374,0.189451,[37 59] ; [24 33],[38.2745098 57.7254902] ; [22.7254902 34.2745098],0
n5,1,0.674273,0.176644,[62 35] ; [39 19],[63.20645161 33.79354839] ; [37.79354839 20.20645161],0
v1,1,0.745282,0.105538,[34 59] ; [19 37],[33.08053691 59.91946309] ; [19.91946309 36.08053691],0
a1,1,0.760729,0.092735,[ 8 89] ; [ 4 54],[ 7.50967742 89.49032258] ; [ 4.49032258 53.50967742],0
p1,1,0.765603,0.088882,[ 7 89] ; [ 5 53],[ 7.48051948 88.51948052] ; [ 4.51948052 53.48051948],0
b1,1,0.819751,0.051922,[40 57] ; [25 33],[40.67741935 56.32258065] ; [24.32258065 33.67741935],0
s8,1,0.83681,0.042426,[18 79] ; [10 48],[17.52258065 79.47741935] ; [10.47741935 47.52258065],0
p2,1,0.854484,0.033636,[61 35] ; [36 22],[60.46753247 35.53246753] ; [36.53246753 21.46753247],0
p8,1,0.858976,0.031569,[29 67] ; [18 39],[29.49019608 66.50980392] ; [17.50980392 39.49019608],0
s5,1,0.871361,0.026221,[17 76] ; [10 48],[16.62913907 76.37086093] ; [10.37086093 47.62913907],0
p4,1,0.909823,0.012828,[36 61] ; [21 37],[35.67096774 61.32903226] ; [21.32903226 36.67096774],0
n1,1,0.929914,0.007736,[10 19] ; [ 8 16],[ 9.8490566 19.1509434] ; [ 8.1509434 15.8490566],0
p5,1,0.935577,0.006533,[ 7 88] ; [ 4 53],[ 6.875 88.125] ; [ 4.125 52.875],0
p9,1,0.935648,0.006519,[67 26] ; [40 16],[66.7852349 26.2147651] ; [40.2147651 15.7852349],0
