Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,156.468897,[203  71] ; [ 19 141],[140.15668203 133.84331797] ; [81.84331797 78.15668203],1
d5,1,0.0,114.346773,[272   4] ; [96 64],[232.95412844  43.04587156] ; [135.04587156  24.95412844],1
d4,1,0.0,113.663873,[272   3] ; [97 62],[233.81336406  41.18663594] ; [135.18663594  23.81336406],1
d3,1,0.0,91.671298,[237  39] ; [67 92],[192.88275862  83.11724138] ; [111.11724138  47.88275862],1
a4,1,0.0,53.634066,[159 117] ; [ 34 125],[122.45517241 153.54482759] ; [70.54482759 88.45517241],1
a2,1,0.0,45.717433,[100 177] ; [ 11 149],[ 70.35926773 206.64073227] ; [ 40.64073227 119.35926773],1
u1,1,0.0,30.054858,[ 75 202] ; [  9 151],[ 53.24485126 223.75514874] ; [ 30.75514874 129.24485126],1
a5,1,3e-06,21.762741,[236  41] ; [105  54],[216.64449541  60.35550459] ; [124.35550459  34.64449541],1
a3,1,4e-06,21.142603,[228  48] ; [100  59],[208.11034483  67.88965517] ; [119.88965517  39.11034483],1
a7,1,0.005314,7.769341,[217  59] ; [105  53],[204.77419355  71.22580645] ; [117.22580645  40.77419355],0
s2,1,0.006763,7.334739,[149 125] ; [65 94],[135.41801386 138.58198614] ; [78.58198614 80.41801386],0
a6,1,0.019229,5.480606,[204  71] ; [101  58],[193.26036866  81.73963134] ; [111.73963134  47.26036866],0
n4,1,0.024079,5.088916,[230  46] ; [119  41],[220.9266055  55.0733945] ; [128.0733945  31.9266055],0
v3,1,0.031192,4.642364,[162 105] ; [80 80],[151.32084309 115.67915691] ; [90.67915691 69.32084309],0
p4,1,0.048016,3.909434,[177  94] ; [88 70],[167.4009324 103.5990676] ; [97.5990676 60.4009324],0
v1,1,0.048651,3.887346,[187  83] ; [94 63],[177.68149883  92.31850117] ; [103.31850117  53.68149883],0
u4,1,0.054971,3.682978,[ 10 267] ; [  1 159],[  6.97254005 270.02745995] ; [  4.02745995 155.97254005],0
p12,1,0.056023,3.651383,[ 33 241] ; [ 10 148],[ 27.27314815 246.72685185] ; [ 15.72685185 142.27314815],0
p9,1,0.063365,3.447043,[236  35] ; [127  31],[229.30769231  41.69230769] ; [133.69230769  24.30769231],0
s8,1,0.075402,3.161317,[135 138] ; [65 95],[126.09699769 146.90300231] ; [73.90300231 86.09699769],0
n6,1,0.18227,1.77902,[236  37] ; [129  29],[231.19489559  41.80510441] ; [133.80510441  24.19489559],0
s7,1,0.183747,1.767051,[142 122] ; [70 79],[135.5157385 128.4842615] ; [76.4842615 72.5157385],0
n3,1,0.187747,1.73521,[36 15] ; [33  7],[38.67032967 12.32967033] ; [30.32967033  9.67032967],0
b5,1,0.218732,1.512671,[169 108] ; [88 72],[162.90389016 114.09610984] ; [94.09610984 65.90389016],0
u3,1,0.223862,1.479443,[31 18] ; [31 29],[27.87155963 21.12844037] ; [34.12844037 25.87155963],0
a8,1,0.239553,1.38322,[ 41 199] ; [ 19 131],[ 36.92307692 203.07692308] ; [ 23.07692308 126.92307692],0
n2,1,0.241887,1.369565,[36 14] ; [33  7],[38.33333333 11.66666667] ; [30.66666667  9.33333333],0
