Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,50.757793,[245  22] ; [15 17],[232.17391304  34.82608696] ; [27.82608696  4.17391304],1
s8,1,0.002073,9.483994,[188  78] ; [14 18],[180.30872483  85.69127517] ; [21.69127517 10.30872483],0
s2,1,0.002809,8.927877,[201  67] ; [16 16],[193.85333333  74.14666667] ; [23.14666667  8.85333333],0
p3,1,0.005911,7.577265,[156 112] ; [10 21],[148.78929766 119.21070234] ; [17.21070234 13.78929766],0
s5,1,0.008031,7.026509,[122 134] ; [ 7 24],[115.06620209 140.93379791] ; [13.93379791 17.06620209],0
b1,1,0.008411,6.943887,[ 88 181] ; [18 14],[ 94.73089701 174.26910299] ; [11.26910299 20.73089701],0
a5,1,0.010303,6.581719,[220  49] ; [20 12],[214.48504983  54.51495017] ; [25.51495017  6.48504983],0
p2,1,0.011401,6.401767,[237  32] ; [23  9],[232.35880399  36.64119601] ; [27.64119601  4.35880399],0
s6,1,0.014098,6.02585,[227  38] ; [22 10],[222.17171717  42.82828283] ; [26.82828283  5.17171717],0
n5,1,0.016444,5.754736,[215  51] ; [20 12],[209.76510067  56.23489933] ; [25.23489933  6.76510067],0
p11,1,0.071813,3.241088,[214  55] ; [21 11],[210.0166113  58.9833887] ; [24.9833887  7.0166113],0
v1,1,0.072766,3.219487,[158 104] ; [14 18],[153.27891156 108.72108844] ; [18.72108844 13.27891156],0
p5,1,0.091603,2.84597,[ 48 218] ; [ 2 30],[ 44.63087248 221.36912752] ; [ 5.36912752 26.63087248],0
p6,1,0.101647,2.679504,[127 139] ; [10 21],[122.7003367 143.2996633] ; [14.2996633 16.7003367],0
a3,1,0.107056,2.597155,[216  51] ; [22 10],[212.52842809  54.47157191] ; [25.47157191  6.52842809],0
p7,1,0.109937,2.555124,[187  73] ; [18 13],[183.16151203  76.83848797] ; [21.83848797  9.16151203],0
n1,1,0.114158,2.495689,[20 32] ; [6 3],[22.16393443 29.83606557] ; [3.83606557 5.16393443],0
v4,1,0.121738,2.394817,[262   5] ; [30  2],[260.74916388   6.25083612] ; [31.25083612  0.74916388],0
s3,1,0.126199,2.338645,[199  66] ; [20 12],[195.4040404  69.5959596] ; [23.5959596  8.4040404],0
b4,1,0.130497,2.286584,[156 113] ; [23  9],[159.97009967 109.02990033] ; [19.02990033 12.97009967],0
n4,1,0.146271,2.110719,[221  47] ; [23  9],[217.97333333  50.02666667] ; [26.02666667  5.97333333],0
r3,1,0.181546,1.784922,[257  11] ; [29  3],[255.49333333  12.50666667] ; [30.50666667  1.49333333],0
r4,1,0.194513,1.683101,[252  17] ; [28  4],[250.23255814  18.76744186] ; [29.76744186  2.23255814],0
p4,1,0.236196,1.403156,[186  81] ; [19 13],[183.06020067  83.93979933] ; [21.93979933 10.06020067],0
d1,1,0.262277,1.256699,[186  83] ; [19 13],[183.20598007  85.79401993] ; [21.79401993 10.20598007],0
a1,1,0.278921,1.172338,[ 13 256] ; [ 3 29],[ 14.29900332 254.70099668] ; [ 1.70099668 30.29900332],0
v2,1,0.322582,0.978448,[170  91] ; [18 14],[167.46757679  93.53242321] ; [20.53242321 11.46757679],0
a4,1,0.335578,0.927251,[133 135] ; [13 19],[130.42666667 137.57333333] ; [15.57333333 16.42666667],0
a2,1,0.35341,0.861174,[ 98 171] ; [ 9 23],[ 95.62458472 173.37541528] ; [11.37541528 20.62458472],0
r1,1,0.38065,0.7686,[232  35] ; [26  6],[230.38795987  36.61204013] ; [27.61204013  4.38795987],0
n6,1,0.432047,0.617315,[236  29] ; [27  5],[234.66329966  30.33670034] ; [28.33670034  3.66329966],0
d2,1,0.455359,0.557279,[152 115] ; [16 16],[150.02006689 116.97993311] ; [17.97993311 14.02006689],0
a6,1,0.536095,0.382826,[212  54] ; [24  8],[210.65771812  55.34228188] ; [25.34228188  6.65771812],0
