Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.144779,2.126417,[ 2 26] ; [1 2],[ 2.70967742 25.29032258] ; [0.29032258 2.70967742],0
p2,1,0.234929,1.410768,[ 9 19] ; [2 1],[ 9.93548387 18.06451613] ; [1.06451613 1.93548387],0
p1,1,0.266713,1.233576,[ 3 25] ; [1 2],[ 3.61290323 24.38709677] ; [0.38709677 2.61290323],0
d5,1,0.295544,1.094194,[10 18] ; [2 1],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
d3,1,0.295544,1.094194,[10 18] ; [2 1],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
d2,1,0.295544,1.094194,[10 18] ; [2 1],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
n4,1,0.295544,1.094194,[18 10] ; [1 2],[17.16129032 10.83870968] ; [1.83870968 1.16129032],0
p11,1,0.295544,1.094194,[10 18] ; [2 1],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
a7,1,0.295544,1.094194,[10 18] ; [2 1],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
a6,1,0.295544,1.094194,[10 18] ; [2 1],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
a3,1,0.361032,0.8343,[11 17] ; [2 1],[11.74193548 16.25806452] ; [1.25806452 1.74193548],0
s4,1,0.393942,0.72674,[ 4 24] ; [1 2],[ 4.51612903 23.48387097] ; [0.48387097 2.51612903],0
s7,1,0.414216,0.666667,[ 4 23] ; [1 2],[ 4.5 22.5] ; [0.5 2.5],0
b5,1,0.583013,0.301389,[14 14] ; [1 2],[13.5483871 14.4516129] ; [1.4516129 1.5483871],0
n6,1,0.583013,0.301389,[14 14] ; [1 2],[13.5483871 14.4516129] ; [1.4516129 1.5483871],0
v1,1,0.639291,0.219671,[ 6 22] ; [1 2],[ 6.32258065 21.67741935] ; [0.67741935 2.32258065],0
s2,1,0.639291,0.219671,[ 6 22] ; [1 2],[ 6.32258065 21.67741935] ; [0.67741935 2.32258065],0
b1,1,0.664901,0.187625,[13 15] ; [1 2],[12.64516129 15.35483871] ; [1.35483871 1.64516129],0
r3,1,0.664901,0.187625,[15 13] ; [2 1],[15.35483871 12.64516129] ; [1.64516129 1.35483871],0
r2,1,0.750709,0.100936,[16 12] ; [2 1],[16.25806452 11.74193548] ; [1.74193548 1.25806452],0
d1,1,0.753905,0.098279,[ 7 21] ; [1 2],[ 7.22580645 20.77419355] ; [0.77419355 2.22580645],0
v2,1,0.783131,0.075758,[ 7 20] ; [1 2],[ 7.2 19.8] ; [0.8 2.2],0
r4,1,0.862895,0.029822,[ 8 20] ; [1 2],[ 8.12903226 19.87096774] ; [0.87096774 2.12903226],0
s6,1,0.862895,0.029822,[ 8 20] ; [1 2],[ 8.12903226 19.87096774] ; [0.87096774 2.12903226],0
s3,1,0.899503,0.015949,[10 17] ; [1 2],[ 9.9 17.1] ; [1.1 1.9],0
n5,1,0.934715,0.00671,[18 10] ; [2 1],[18.06451613  9.93548387] ; [1.93548387 1.06451613],0
r1,1,0.934715,0.00671,[10 18] ; [1 2],[ 9.93548387 18.06451613] ; [1.06451613 1.93548387],0
b2,1,0.94766,0.004309,[ 6 11] ; [1 2],[ 5.95 11.05] ; [1.05 1.95],0
b3,1,0.94766,0.004309,[ 6 11] ; [1 2],[ 5.95 11.05] ; [1.05 1.95],0
p9,1,1.0,0.0,[ 9 18] ; [1 2],[ 9. 18.] ; [1. 2.],0
p10,1,1.0,0.0,[ 9 18] ; [1 2],[ 9. 18.] ; [1. 2.],0
