Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,92.134411,[239  77] ; [ 5 50],[207.82749326 108.17250674] ; [36.17250674 18.82749326],1
d4,1,0.0,80.682696,[291  25] ; [25 30],[269.15363881  46.84636119] ; [46.84636119  8.15363881],1
d3,1,0.0,41.331777,[244  72] ; [19 36],[224.01078167  91.98921833] ; [38.98921833 16.01078167],1
d2,1,1e-06,23.645237,[192 124] ; [14 41],[175.46091644 140.53908356] ; [30.53908356 24.46091644],1
u1,1,4.5e-05,16.65134,[ 94 222] ; [ 2 53],[ 81.76819407 234.23180593] ; [14.23180593 40.76819407],1
a4,1,0.000184,13.99187,[172 143] ; [15 40],[159.2027027 155.7972973] ; [27.7972973 27.2027027],1
a2,1,0.000976,10.872432,[104 212] ; [ 6 49],[ 93.69272237 222.30727763] ; [16.30727763 38.69272237],1
a3,1,0.002027,9.524895,[253  61] ; [34 21],[244.22222222  69.77777778] ; [42.77777778 12.22222222],0
p2,1,0.002677,9.015195,[284  30] ; [42 13],[277.40921409  36.59078591] ; [48.59078591  6.40921409],0
p4,1,0.00727,7.205118,[266  50] ; [38 17],[258.93261456  57.06738544] ; [45.06738544  9.93261456],0
v1,1,0.022187,5.231068,[194 111] ; [26 29],[186.38888889 118.61111111] ; [33.61111111 21.38888889],0
p1,1,0.037387,4.332686,[ 32 281] ; [11 44],[ 36.57336957 276.42663043] ; [ 6.42663043 48.57336957],0
s8,1,0.048142,3.905005,[173 140] ; [22 32],[166.30790191 146.69209809] ; [28.69209809 25.30790191],0
n5,1,0.060324,3.528445,[257  57] ; [39 16],[251.88075881  62.11924119] ; [44.11924119 10.88075881],0
a8,1,0.064957,3.406067,[ 43 236] ; [ 3 49],[ 38.7734139 240.2265861] ; [ 7.2265861 44.7734139],0
a5,1,0.073219,3.209332,[262  54] ; [40 15],[257.22911051  58.77088949] ; [44.77088949 10.22911051],0
p11,1,0.074772,3.175018,[256  60] ; [50  5],[260.6361186  55.3638814] ; [45.3638814  9.6361186],0
n6,1,0.079875,3.067434,[278  36] ; [44 11],[274.00542005  39.99457995] ; [47.99457995  7.00542005],0
p10,1,0.094722,2.792239,[277  37] ; [44 11],[273.15447154  40.84552846] ; [47.84552846  7.15447154],0
s6,1,0.107234,2.594515,[231  78] ; [34 19],[226.20165746  82.79834254] ; [38.79834254 14.20165746],0
p12,1,0.122851,2.380588,[ 34 279] ; [10 45],[ 37.42391304 275.57608696] ; [ 6.57608696 48.42391304],0
s2,1,0.132285,2.265481,[176 136] ; [25 30],[170.8773842 141.1226158] ; [30.1226158 24.8773842],0
b4,1,0.152081,2.051255,[180 136] ; [37 18],[184.83018868 131.16981132] ; [32.16981132 22.83018868],0
u3,1,0.224765,1.473684,[45 18] ; [12  9],[42.75 20.25] ; [14.25  6.75],0
b3,1,0.22863,1.449363,[ 84 124] ; [17 16],[ 87.17012448 120.82987552] ; [13.82987552 19.17012448],0
b2,1,0.22863,1.449363,[ 84 124] ; [17 16],[ 87.17012448 120.82987552] ; [13.82987552 19.17012448],0
a7,1,0.234083,1.415878,[236  79] ; [37 18],[232.41891892  82.58108108] ; [40.58108108 14.41891892],0
p8,1,0.309307,1.033632,[210 103] ; [40 14],[213.21525886  99.78474114] ; [36.78474114 17.21525886],0
p9,1,0.394719,0.724354,[280  34] ; [46  8],[278.16304348  35.83695652] ; [47.83695652  6.16304348],0
r3,1,0.399631,0.709435,[304  10] ; [52  3],[302.93766938  11.06233062] ; [53.06233062  1.93766938],0
p7,1,0.401228,0.704644,[243  69] ; [40 15],[240.58855586  71.41144414] ; [42.41144414 12.58855586],0
b5,1,0.403863,0.696794,[180 136] ; [28 27],[177.16442049 138.83557951] ; [30.83557951 24.16442049],0
s7,1,0.471664,0.518074,[174 120] ; [28 24],[171.6416185 122.3583815] ; [30.3583815 21.6416185],0
n4,1,0.494432,0.466868,[269  46] ; [45 10],[267.32432432  47.67567568] ; [46.67567568  8.32432432],0
u4,1,0.520021,0.413851,[ 11 305] ; [ 1 54],[ 10.22102426 305.77897574] ; [ 1.77897574 53.22102426],0
v4,1,0.529913,0.394558,[308   7] ; [53  2],[307.33783784   7.66216216] ; [53.66216216  1.33783784],0
b1,1,0.558952,0.341522,[136 180] ; [26 29],[137.98382749 178.01617251] ; [24.01617251 30.98382749],0
s1,1,0.582512,0.302192,[ 10 304] ; [ 1 54],[  9.3604336 304.6395664] ; [ 1.6395664 53.3604336],0
n1,1,0.626617,0.236676,[21 27] ; [2 4],[20.44444444 27.55555556] ; [2.55555556 3.44444444],0
n2,1,0.660549,0.192857,[36 12] ; [4 2],[35.55555556 12.44444444] ; [4.44444444 1.55555556],0
p6,1,0.731724,0.117534,[151 161] ; [27 26],[152.15342466 159.84657534] ; [25.84657534 27.15342466],0
p5,1,0.74448,0.106228,[ 57 257] ; [11 44],[ 57.86449864 256.13550136] ; [10.13550136 44.86449864],0
s4,1,0.768862,0.086356,[ 56 255] ; [ 9 46],[ 55.23224044 255.76775956] ; [ 9.76775956 45.23224044],0
n3,1,0.811168,0.057082,[38 10] ; [5 1],[38.22222222  9.77777778] ; [4.77777778 1.22222222],0
u2,1,0.856952,0.032492,[37 25] ; [13  8],[37.34939759 24.65060241] ; [12.65060241  8.34939759],0
s5,1,0.8652,0.028818,[127 178] ; [21 31],[126.44257703 178.55742297] ; [21.55742297 30.44257703],0
v3,1,0.871651,0.026102,[145 158] ; [26 27],[145.54213483 157.45786517] ; [25.45786517 27.54213483],0
s3,1,0.876962,0.02397,[185 127] ; [32 23],[184.47956403 127.52043597] ; [32.52043597 22.47956403],0
v2,1,0.957718,0.002811,[196 111] ; [33 19],[195.83008357 111.16991643] ; [33.16991643 18.83008357],0
a1,1,0.981914,0.000514,[ 17 299] ; [ 3 52],[ 17.03504043 298.96495957] ; [ 2.96495957 52.03504043],0
a6,1,0.986137,0.000302,[223  92] ; [39 16],[223.05405405  91.94594595] ; [38.94594595 16.05405405],0
