Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,70.919203,[24 56] ; [174  39],[54.06143345 25.93856655] ; [143.93856655  69.06143345],1
a5,1,1.1e-05,19.361382,[41 39] ; [166  48],[56.32653061 23.67346939] ; [150.67346939  63.32653061],1
n6,1,3.8e-05,16.980957,[51 29] ; [183  31],[63.67346939 16.32653061] ; [170.32653061  43.67346939],1
p4,1,0.000368,12.686459,[22 58] ; [108 105],[35.49488055 44.50511945] ; [ 94.50511945 118.49488055],1
p11,1,0.000428,12.407418,[45 35] ; [165  49],[57.14285714 22.85714286] ; [152.85714286  61.14285714],1
p3,1,0.001734,9.811408,[15 65] ; [ 81 132],[26.2116041 53.7883959] ; [ 69.7883959 143.2116041],0
d2,1,0.002259,9.326019,[27 53] ; [114  98],[38.63013699 41.36986301] ; [102.36986301 109.63013699],0
s7,1,0.002349,9.254771,[19 58] ; [ 90 112],[30.08243728 46.91756272] ; [ 78.91756272 123.08243728],0
a4,1,0.005606,7.672861,[25 55] ; [105 108],[35.49488055 44.50511945] ; [ 94.50511945 118.49488055],0
p2,1,0.006849,7.312152,[46 34] ; [158  56],[55.51020408 24.48979592] ; [148.48979592  65.51020408],0
a3,1,0.010207,6.59834,[44 36] ; [151  62],[53.24232082 26.75767918] ; [141.75767918  71.24232082],0
a8,1,0.010783,6.500722,[ 2 72] ; [ 26 169],[ 7.70260223 66.29739777] ; [ 20.29739777 174.70260223],0
u1,1,0.012294,6.267898,[ 6 74] ; [ 42 172],[13.06122449 66.93877551] ; [ 34.93877551 179.06122449],0
v3,1,0.017416,5.653912,[17 57] ; [ 77 124],[25.29454545 48.70545455] ; [ 68.70545455 132.29454545],0
p10,1,0.026365,4.931918,[48 29] ; [161  52],[55.49310345 21.50689655] ; [153.50689655  59.49310345],0
p12,1,0.031161,4.64406,[ 2 77] ; [ 22 191],[ 6.49315068 72.50684932] ; [ 17.50684932 195.49315068],0
s8,1,0.032916,4.550123,[22 58] ; [ 87 125],[29.8630137 50.1369863] ; [ 79.1369863 132.8630137],0
n3,1,0.032919,4.550011,[22 16] ; [38 10],[26.51162791 11.48837209] ; [33.48837209 14.51162791],0
n1,1,0.052467,3.760806,[13 25] ; [27 22],[17.47126437 20.52873563] ; [22.52873563 26.47126437],0
b1,1,0.053574,3.725921,[21 59] ; [ 82 132],[28.02721088 51.97278912] ; [ 74.97278912 139.02721088],0
a2,1,0.083286,2.999577,[11 69] ; [ 49 165],[16.32653061 63.67346939] ; [ 43.67346939 170.32653061],0
p6,1,0.097358,2.74829,[ 8 72] ; [ 38 174],[12.60273973 67.39726027] ; [ 33.39726027 178.60273973],0
s4,1,0.11601,2.470372,[18 62] ; [ 31 179],[13.51724138 66.48275862] ; [ 35.48275862 174.51724138],0
s3,1,0.116432,2.464671,[35 45] ; [113  96],[40.96885813 39.03114187] ; [107.03114187 101.96885813],0
s6,1,0.146009,2.113463,[45 34] ; [139  71],[50.29757785 28.70242215] ; [133.70242215  76.29757785],0
v1,1,0.196726,1.666511,[32 47] ; [101 105],[36.86666667 42.13333333] ; [ 96.13333333 109.86666667],0
r1,1,0.204506,1.609899,[61 18] ; [179  35],[64.70989761 14.29010239] ; [175.29010239  38.70989761],0
p1,1,0.222189,1.490176,[ 4 76] ; [ 20 193],[ 6.55290102 73.44709898] ; [ 17.44709898 195.55290102],0
u3,1,0.233305,1.420599,[26 10] ; [38 25],[23.27272727 12.72727273] ; [40.72727273 22.27272727],0
r3,1,0.270345,1.214998,[79  1] ; [206   8],[77.55102041  2.44897959] ; [207.44897959   6.55102041],0
p5,1,0.301916,1.065711,[ 3 76] ; [ 15 197],[ 4.88659794 74.11340206] ; [ 13.11340206 198.88659794],0
u4,1,0.343172,0.898545,[ 1 79] ; [  7 207],[ 2.17687075 77.82312925] ; [  5.82312925 208.17687075],0
s2,1,0.343784,0.89627,[34 45] ; [103 106],[37.57986111 41.42013889] ; [ 99.42013889 109.57986111],0
d1,1,0.390521,0.737319,[40 40] ; [119  95],[43.26530612 36.73469388] ; [115.73469388  98.26530612],0
b5,1,0.395966,0.720541,[50 30] ; [145  69],[53.06122449 26.93877551] ; [141.93877551  72.06122449],0
v2,1,0.480297,0.498188,[34 40] ; [104 101],[36.60215054 37.39784946] ; [101.39784946 103.60215054],0
d4,1,0.524394,0.405243,[62 18] ; [173  41],[63.94557823 16.05442177] ; [171.05442177  42.94557823],0
p9,1,0.581035,0.304564,[58 18] ; [169  44],[59.69550173 16.30449827] ; [167.30449827  45.69550173],0
d5,1,0.594202,0.28383,[64 16] ; [165  49],[62.31292517 17.68707483] ; [166.68707483  47.31292517],0
