Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.003299,8.634274,[26  5] ; [19 19],[20.2173913 10.7826087] ; [24.7826087 13.2173913],0
n4,1,0.004474,8.080709,[11 21] ; [26 12],[16.91428571 15.08571429] ; [20.08571429 17.91428571],0
p11,1,0.005296,7.775398,[14 18] ; [29  9],[19.65714286 12.34285714] ; [23.34285714 14.65714286],0
d1,1,0.0111,6.44918,[17 15] ; [ 9 29],[11.88571429 20.11428571] ; [14.11428571 23.88571429],0
n6,1,0.019928,5.418194,[19 13] ; [32  6],[23.31428571  8.68571429] ; [27.68571429 10.31428571],0
d4,1,0.027786,4.841283,[27  5] ; [23 15],[22.85714286  9.14285714] ; [27.14285714 10.85714286],0
p8,1,0.029504,4.737958,[ 4 27] ; [13 23],[ 7.86567164 23.13432836] ; [ 9.13432836 26.86567164],0
d2,1,0.041718,4.146614,[15 17] ; [ 9 29],[10.97142857 21.02857143] ; [13.02857143 24.97142857],0
u3,1,0.047388,3.931571,[10  2] ; [8 9],[7.44827586 4.55172414] ; [10.55172414  6.44827586],0
p6,1,0.047461,3.92896,[ 7 25] ; [ 2 34],[ 4.23529412 27.76470588] ; [ 4.76470588 31.23529412],0
s6,1,0.070073,3.281312,[19 12] ; [30  7],[22.33823529  8.66176471] ; [26.66176471 10.33823529],0
b5,1,0.151882,2.053247,[23  9] ; [21 17],[20.11428571 11.88571429] ; [23.88571429 14.11428571],0
b2,1,0.1611,1.963874,[5 9] ; [ 3 17],[ 3.29411765 10.70588235] ; [ 4.70588235 15.29411765],0
b3,1,0.1611,1.963874,[5 9] ; [ 3 17],[ 3.29411765 10.70588235] ; [ 4.70588235 15.29411765],0
n2,1,0.22052,1.500987,[7 5] ; [12  3],[8.44444444 3.55555556] ; [10.55555556  4.44444444],0
a6,1,0.222197,1.490126,[19 13] ; [17 21],[16.45714286 15.54285714] ; [19.54285714 18.45714286],0
d5,1,0.230941,1.435059,[23  8] ; [23 15],[20.66666667 10.33333333] ; [25.33333333 12.66666667],0
v3,1,0.23694,1.39871,[11 21] ; [ 8 29],[ 8.8115942 23.1884058] ; [10.1884058 26.8115942],0
a7,1,0.290747,1.116157,[21 10] ; [21 17],[18.86956522 12.13043478] ; [23.13043478 14.86956522],0
v1,1,0.349088,0.876771,[10 22] ; [16 22],[11.88571429 20.11428571] ; [14.11428571 23.88571429],0
s5,1,0.362445,0.829405,[10 19] ; [16 19],[11.78125 17.21875] ; [14.21875 20.78125],0
r1,1,0.378018,0.777138,[21 11] ; [21 17],[19.2 12.8] ; [22.8 15.2],0
s8,1,0.474406,0.511696,[10 22] ; [15 23],[11.42857143 20.57142857] ; [13.57142857 24.42857143],0
v2,1,0.476885,0.505978,[16 15] ; [15 20],[14.56060606 16.43939394] ; [16.43939394 18.56060606],0
b4,1,0.484236,0.489309,[17 15] ; [17 21],[15.54285714 16.45714286] ; [18.45714286 19.54285714],0
p3,1,0.514249,0.425412,[ 7 25] ; [ 6 32],[ 5.94285714 26.05714286] ; [ 7.05714286 30.94285714],0
a3,1,0.54033,0.374928,[20 12] ; [21 17],[18.74285714 13.25714286] ; [22.25714286 15.74285714],0
u2,1,0.549563,0.3581,[7 5] ; [8 9],[6.20689655 5.79310345] ; [8.79310345 8.20689655],0
s3,1,0.566665,0.328294,[22 10] ; [23 14],[20.86956522 11.13043478] ; [24.13043478 12.86956522],0
s2,1,0.566665,0.328294,[22 10] ; [23 14],[20.86956522 11.13043478] ; [24.13043478 12.86956522],0
p2,1,0.580055,0.306145,[19 13] ; [25 13],[20.11428571 11.88571429] ; [23.88571429 14.11428571],0
b1,1,0.584816,0.298514,[ 9 23] ; [13 25],[10.05714286 21.94285714] ; [11.94285714 26.05714286],0
s1,1,0.626147,0.237322,[ 1 31] ; [ 2 34],[ 1.41176471 30.58823529] ; [ 1.58823529 34.41176471],0
n3,1,0.63749,0.222039,[9 3] ; [10  5],[8.44444444 3.55555556] ; [10.55555556  4.44444444],0
p9,1,0.658528,0.195317,[23  7] ; [30  7],[23.73134328  6.26865672] ; [29.26865672  7.73134328],0
p1,1,0.659934,0.193604,[ 1 31] ; [ 2 36],[ 1.37142857 30.62857143] ; [ 1.62857143 36.37142857],0
n1,1,0.706197,0.142105,[4 8] ; [ 4 11],[3.55555556 8.44444444] ; [ 4.44444444 10.55555556],0
p7,1,0.732334,0.11698,[12 19] ; [15 20],[12.68181818 18.31818182] ; [14.31818182 20.68181818],0
a5,1,0.762089,0.091651,[18 14] ; [20 18],[17.37142857 14.62857143] ; [20.62857143 17.37142857],0
s7,1,0.784789,0.074574,[16 14] ; [19 19],[15.44117647 14.55882353] ; [19.55882353 18.44117647],0
v4,1,0.793775,0.068336,[28  3] ; [35  3],[28.30434783  2.69565217] ; [34.69565217  3.30434783],0
u1,1,0.825569,0.048571,[ 3 29] ; [ 3 35],[ 2.74285714 29.25714286] ; [ 3.25714286 34.74285714],0
a4,1,0.834115,0.04386,[10 22] ; [11 27],[ 9.6 22.4] ; [11.4 26.6],0
a2,1,0.859352,0.0314,[ 2 30] ; [ 2 36],[ 1.82857143 30.17142857] ; [ 2.17142857 35.82857143],0
p10,1,0.888205,0.019762,[23  8] ; [28  9],[23.25  7.75] ; [27.75  9.25],0
r3,1,0.900791,0.015541,[28  4] ; [32  5],[27.82608696  4.17391304] ; [32.17391304  4.82608696],0
r4,1,0.933428,0.006978,[25  7] ; [30  8],[25.14285714  6.85714286] ; [29.85714286  8.14285714],0
