Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000196,13.868969,[32 78] ; [26 16],[41.97368421 68.02631579] ; [16.02631579 25.97368421],1
d5,1,0.001389,10.220269,[61 53] ; [35  8],[69.70700637 44.29299363] ; [26.29299363 16.70700637],0
v4,1,0.009405,6.744203,[87 25] ; [41  2],[92.49032258 19.50967742] ; [35.50967742  7.49032258],0
s8,1,0.014304,6.000192,[17 96] ; [14 29],[22.45512821 90.54487179] ; [ 8.54487179 34.45512821],0
r4,1,0.01696,5.700504,[73 41] ; [36  7],[79.14649682 34.85350318] ; [29.85350318 13.14649682],0
r1,1,0.017821,5.61366,[64 50] ; [33 10],[70.43312102 43.56687898] ; [26.56687898 16.43312102],0
v1,1,0.018287,5.568399,[37 76] ; [22 19],[43.29220779 69.70779221] ; [15.70779221 25.29220779],0
a3,1,0.019219,5.481447,[58 55] ; [31 12],[64.46794872 48.53205128] ; [24.53205128 18.46794872],0
n4,1,0.03508,4.441282,[76 38] ; [36  7],[81.32484076 32.67515924] ; [30.67515924 12.32484076],0
p8,1,0.035142,4.438267,[41 73] ; [22 18],[46.63636364 67.36363636] ; [16.36363636 23.63636364],0
d1,1,0.040337,4.203647,[38 76] ; [22 21],[43.56687898 70.43312102] ; [16.43312102 26.56687898],0
p3,1,0.049256,3.866623,[36 78] ; [20 21],[41.18709677 72.81290323] ; [14.81290323 26.18709677],0
p4,1,0.049433,3.860585,[42 71] ; [22 18],[47.26797386 65.73202614] ; [16.73202614 23.26797386],0
d4,1,0.052957,3.74529,[68 45] ; [33 10],[73.16025641 39.83974359] ; [27.83974359 15.16025641],0
n3,1,0.06028,3.529657,[24 14] ; [11  1],[26.6 11.4] ; [8.4 3.6],0
a5,1,0.065699,3.387331,[61 53] ; [30 13],[66.07643312 47.92356688] ; [24.92356688 18.07643312],0
p7,1,0.072955,3.215258,[56 57] ; [27 14],[60.9025974 52.0974026] ; [22.0974026 18.9025974],0
n6,1,0.104259,2.639148,[81 33] ; [36  7],[84.95541401 29.04458599] ; [32.04458599 10.95541401],0
b1,1,0.118363,2.438854,[61 53] ; [17 26],[56.63694268 57.36305732] ; [21.36305732 21.63694268],0
p6,1,0.120532,2.410394,[24 86] ; [14 27],[27.68211921 82.31788079] ; [10.31788079 30.68211921],0
p10,1,0.154982,2.02252,[68 44] ; [30 11],[71.73856209 40.26143791] ; [26.26143791 14.73856209],0
s7,1,0.175243,1.837512,[23 86] ; [13 28],[26.16 82.84] ; [ 9.84 31.16],0
n5,1,0.178992,1.80597,[80 33] ; [35  8],[83.30128205 29.69871795] ; [31.69871795 11.30128205],0
p9,1,0.182503,1.777124,[75 36] ; [33  9],[78.35294118 32.64705882] ; [29.64705882 12.35294118],0
a4,1,0.186716,1.743344,[44 68] ; [12 31],[40.46451613 71.53548387] ; [15.53548387 27.46451613],0
d2,1,0.196775,1.66615,[47 65] ; [23 20],[50.58064516 61.41935484] ; [19.41935484 23.58064516],0
a2,1,0.202562,1.623807,[  9 105] ; [ 1 42],[  7.2611465 106.7388535] ; [ 2.7388535 40.2611465],0
r2,1,0.206976,1.592452,[92 21] ; [36  4],[94.53594771 18.46405229] ; [33.46405229  6.53594771],0
s5,1,0.214591,1.540182,[28 81] ; [ 7 36],[25.09868421 83.90131579] ; [ 9.90131579 33.09868421],0
r3,1,0.219421,1.508154,[88 26] ; [37  6],[90.76433121 23.23566879] ; [34.23566879  8.76433121],0
s6,1,0.267567,1.229175,[38 72] ; [19 24],[40.98039216 69.01960784] ; [16.01960784 26.98039216],0
p5,1,0.314006,1.013749,[ 10 104] ; [ 6 36],[ 11.69230769 102.30769231] ; [ 4.30769231 37.69230769],0
b3,1,0.326871,0.961255,[29 35] ; [10 19],[26.83870968 37.16129032] ; [12.16129032 16.83870968],0
b2,1,0.326871,0.961255,[29 35] ; [10 19],[26.83870968 37.16129032] ; [12.16129032 16.83870968],0
n2,1,0.340107,0.910027,[25 15] ; [10  3],[26.41509434 13.58490566] ; [8.58490566 4.41509434],0
s3,1,0.371765,0.797755,[32 80] ; [ 9 33],[29.81818182 82.18181818] ; [11.18181818 30.81818182],0
d3,1,0.374052,0.790158,[39 75] ; [18 25],[41.38853503 72.61146497] ; [15.61146497 27.38853503],0
a6,1,0.395094,0.723206,[51 63] ; [16 27],[48.64968153 65.35031847] ; [18.35031847 24.64968153],0
s4,1,0.427669,0.629146,[16 98] ; [ 4 39],[14.52229299 99.47770701] ; [ 5.47770701 37.52229299],0
p1,1,0.464198,0.535753,[  9 105] ; [ 5 38],[ 10.1656051 103.8343949] ; [ 3.8343949 39.1656051],0
u3,1,0.476513,0.506832,[20 36] ; [3 9],[18.94117647 37.05882353] ; [4.05882353 7.94117647],0
u2,1,0.524546,0.404945,[22 33] ; [6 6],[22.98507463 32.01492537] ; [5.01492537 6.98507463],0
s1,1,0.527035,0.400105,[  3 110] ; [ 2 41],[  3.62179487 109.37820513] ; [ 1.37820513 41.62179487],0
p2,1,0.549157,0.35883,[77 36] ; [30 11],[78.51298701 34.48701299] ; [28.48701299 12.51298701],0
a8,1,0.668129,0.183798,[10 97] ; [ 3 39],[ 9.33557047 97.66442953] ; [ 3.66442953 38.33557047],0
p12,1,0.733359,0.116049,[  4 109] ; [ 1 40],[  3.66883117 109.33116883] ; [ 1.33116883 39.66883117],0
a1,1,0.739167,0.11086,[  4 110] ; [ 2 41],[  4.3566879 109.6433121] ; [ 1.6433121 41.3566879],0
u1,1,0.739167,0.11086,[  4 110] ; [ 2 41],[  4.3566879 109.6433121] ; [ 1.6433121 41.3566879],0
