Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,29.450021,[141  81] ; [102 161],[111.22886598 110.77113402] ; [131.77113402 131.22886598],1
v3,1,5.3e-05,16.345345,[ 94 129] ; [ 66 199],[ 73.1147541 149.8852459] ; [ 86.8852459 178.1147541],1
n5,1,0.000215,13.69427,[174  53] ; [167 106],[154.814  72.186] ; [186.186  86.814],1
p2,1,0.000371,12.673208,[192  33] ; [196  76],[175.65392354  49.34607646] ; [212.34607646  59.65392354],1
p3,1,0.001095,10.659396,[110 115] ; [ 94 179],[ 92.1686747 132.8313253] ; [111.8313253 161.1686747],0
p9,1,0.001659,9.893546,[185  39] ; [188  79],[170.16700611  53.83299389] ; [202.83299389  64.16700611],0
p4,1,0.002292,9.29932,[129  97] ; [117 153],[112.08870968 113.91129032] ; [133.91129032 136.08870968],0
p10,1,0.002476,9.158045,[178  46] ; [181  88],[163.11561866  60.88438134] ; [195.88438134  73.11561866],0
n4,1,0.010099,6.617332,[176  53] ; [182  92],[162.9860835  66.0139165] ; [195.0139165  78.9860835],0
r1,1,0.012955,6.175287,[187  41] ; [199  75],[175.31474104  52.68525896] ; [210.68525896  63.31474104],0
s6,1,0.014094,6.026281,[128  95] ; [125 145],[114.44016227 108.55983773] ; [138.55983773 131.44016227],0
r4,1,0.019643,5.443303,[209  20] ; [232  43],[200.375  28.625] ; [240.625  34.375],0
p8,1,0.020343,5.382206,[112 110] ; [108 162],[ 99.26829268 122.73170732] ; [120.73170732 149.26829268],0
a2,1,0.023635,5.12125,[ 57 172] ; [ 46 229],[ 46.79960317 182.20039683] ; [ 56.20039683 218.79960317],0
p11,1,0.023713,5.115507,[178  51] ; [189  86],[166.75198413  62.24801587] ; [200.24801587  74.75198413],0
n6,1,0.038752,4.271694,[188  40] ; [205  69],[178.4940239  49.5059761] ; [214.5059761  59.4940239],0
u1,1,0.046277,3.971485,[ 37 192] ; [ 28 247],[ 29.53373016 199.46626984] ; [ 35.46626984 239.53373016],0
b2,1,0.072192,3.232466,[47 79] ; [ 39 105],[40.13333333 85.86666667] ; [45.86666667 98.13333333],0
b3,1,0.072192,3.232466,[47 79] ; [ 39 105],[40.13333333 85.86666667] ; [45.86666667 98.13333333],0
v4,1,0.082837,3.008351,[217  11] ; [249  24],[212.07185629  15.92814371] ; [253.92814371  19.07185629],0
a5,1,0.090129,2.872067,[161  68] ; [173 101],[152.05964215  76.94035785] ; [181.94035785  92.05964215],0
b5,1,0.092049,2.838175,[146  83] ; [155 120],[136.76388889  92.23611111] ; [164.23611111 110.76388889],0
p6,1,0.09547,2.779637,[ 69 150] ; [ 67 204],[ 60.78367347 158.21632653] ; [ 75.21632653 195.78367347],0
p7,1,0.114842,2.486297,[131  91] ; [138 128],[122.37295082  99.62704918] ; [146.62704918 119.37295082],0
a7,1,0.125189,2.351166,[174  55] ; [190  82],[166.37924152  62.62075848] ; [197.62075848  74.37924152],0
d1,1,0.140891,2.168205,[125 104] ; [132 143],[116.7718254 112.2281746] ; [140.2281746 134.7718254],0
n3,1,0.1428,2.147523,[36  9] ; [57 27],[32.44186047 12.55813953] ; [60.55813953 23.44186047],0
d5,1,0.156682,2.005957,[181  48] ; [201  72],[174.25896414  54.74103586] ; [207.74103586  65.25896414],0
s4,1,0.17035,1.879864,[ 29 196] ; [ 47 224],[ 34.47580645 190.52419355] ; [ 41.52419355 229.47580645],0
p12,1,0.182856,1.774261,[ 13 212] ; [  9 263],[  9.95975855 215.04024145] ; [ 12.04024145 259.95975855],0
u4,1,0.233168,1.421428,[  3 226] ; [  1 274],[  1.81746032 227.18253968] ; [  2.18253968 272.81746032],0
u3,1,0.245896,1.346472,[46 33] ; [49 50],[42.16292135 36.83707865] ; [52.83707865 46.16292135],0
p5,1,0.273844,1.197388,[ 18 208] ; [ 15 257],[ 14.97590361 211.02409639] ; [ 18.02409639 253.97590361],0
a1,1,0.293526,1.103376,[  8 221] ; [ 15 260],[ 10.45039683 218.54960317] ; [ 12.54960317 262.45039683],0
a4,1,0.359752,0.838759,[ 99 128] ; [108 165],[ 93.978 133.022] ; [113.022 159.978],0
r3,1,0.437067,0.60397,[213  15] ; [250  23],[210.70658683  17.29341317] ; [252.29341317  20.70658683],0
s1,1,0.451627,0.566565,[  7 218] ; [ 12 260],[  8.60160966 216.39839034] ; [ 10.39839034 261.60160966],0
d4,1,0.477951,0.503535,[181  48] ; [207  64],[177.704  51.296] ; [210.296  60.704],0
u2,1,0.501378,0.452018,[41 37] ; [47 52],[38.77966102 39.22033898] ; [49.22033898 49.77966102],0
b4,1,0.512482,0.428996,[139  90] ; [159 116],[135.40079365  93.59920635] ; [162.59920635 112.40079365],0
s3,1,0.520916,0.41208,[ 91 135] ; [116 153],[ 94.50909091 131.49090909] ; [112.49090909 156.50909091],0
a3,1,0.548246,0.360469,[150  77] ; [174 100],[146.80239521  80.19760479] ; [177.19760479  96.80239521],0
a8,1,0.562031,0.3362,[ 22 185] ; [ 23 232],[ 20.16233766 186.83766234] ; [ 24.83766234 230.16233766],0
d3,1,0.673623,0.177394,[157  72] ; [181  90],[154.804  74.196] ; [183.196  87.804],0
n1,1,0.67799,0.172397,[17 28] ; [29 56],[15.92307692 29.07692308] ; [30.07692308 54.92307692],0
a6,1,0.688781,0.160408,[159  70] ; [185  88],[156.92430279  72.07569721] ; [187.07569721  85.92430279],0
b1,1,0.689345,0.159795,[ 81 148] ; [102 173],[ 83.14880952 145.85119048] ; [ 99.85119048 175.14880952],0
s7,1,0.793845,0.068289,[ 55 161] ; [ 70 194],[ 56.25 159.75] ; [ 68.75 195.25],0
p1,1,0.840013,0.040754,[ 18 211] ; [ 20 251],[ 17.404 211.596] ; [ 20.596 250.404],0
n2,1,0.879967,0.022804,[33 12] ; [62 24],[32.63358779 12.36641221] ; [62.36641221 23.63358779],0
s2,1,0.890351,0.019006,[ 76 151] ; [ 93 180],[ 76.726 150.274] ; [ 92.274 180.726],0
d2,1,0.926708,0.008462,[ 96 132] ; [113 158],[ 95.49498998 132.50501002] ; [113.50501002 157.49498998],0
s5,1,0.977423,0.000801,[ 56 169] ; [ 66 198],[ 56.13496933 168.86503067] ; [ 65.86503067 198.13496933],0
