Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,67.368055,[448  59] ; [78 57],[415.39252336  91.60747664] ; [110.60747664  24.39252336],1
p9,1,0.0,45.448884,[453  53] ; [89 46],[427.85023401  78.14976599] ; [114.14976599  20.85023401],1
p8,1,0.0,30.630138,[293 211] ; [44 95],[264.14930016 239.85069984] ; [72.85069984 66.14930016],1
p2,1,0.0,25.694256,[450  60] ; [99 41],[430.75384615  79.24615385] ; [118.24615385  21.75384615],1
n6,1,8e-06,19.958581,[447  63] ; [101  39],[429.96923077  80.03076923] ; [118.03076923  21.96923077],1
n4,1,2.2e-05,17.98465,[404 108] ; [86 54],[384.78527607 127.21472393] ; [105.21472393  34.78527607],1
n5,1,6.9e-05,15.849684,[385 124] ; [82 58],[366.26040062 142.73959938] ; [100.73959938  39.26040062],1
p7,1,7.6e-05,15.643184,[332 164] ; [67 71],[312.15141956 183.84858044] ; [86.84858044 51.15141956],1
p4,1,0.000187,13.960962,[327 182] ; [65 74],[307.91358025 201.08641975] ; [84.08641975 54.91358025],1
v4,1,0.000643,11.648481,[496  14] ; [128  13],[488.84792627  21.15207373] ; [135.15207373   5.84792627],1
b1,1,0.001404,10.200251,[159 354] ; [64 77],[174.92201835 338.07798165] ; [48.07798165 92.92201835],0
p12,1,0.003472,8.541395,[ 50 459] ; [  3 136],[ 41.63117284 467.36882716] ; [ 11.36882716 127.63117284],0
p3,1,0.007827,7.072721,[263 247] ; [54 85],[249.10631741 260.89368259] ; [67.89368259 71.10631741],0
s1,1,0.009857,6.660617,[ 11 493] ; [  9 130],[ 15.67651633 488.32348367] ; [  4.32348367 134.67651633],0
v2,1,0.021996,5.246122,[303 188] ; [68 66],[291.4576 199.5424] ; [79.5424 54.4576],0
r4,1,0.02371,5.115751,[483  30] ; [125  16],[476.91743119  36.08256881] ; [131.08256881   9.91743119],0
v1,1,0.039312,4.247348,[275 220] ; [64 76],[264.25984252 230.74015748] ; [74.74015748 65.25984252],0
b4,1,0.050695,3.818305,[316 197] ; [74 67],[305.91743119 207.08256881] ; [84.08256881 56.91743119],0
b5,1,0.074136,3.188994,[326 187] ; [101  40],[334.94036697 178.05963303] ; [92.05963303 48.94036697],0
s4,1,0.075666,3.155614,[ 73 430] ; [ 29 111],[ 79.79160187 423.20839813] ; [ 22.20839813 117.79160187],0
p5,1,0.080002,3.064871,[ 59 449] ; [  9 130],[ 53.39103555 454.60896445] ; [ 14.60896445 124.39103555],0
a6,1,0.091916,2.840493,[403 108] ; [101  39],[395.61290323 115.38709677] ; [108.38709677  31.61290323],0
b3,1,0.127317,2.324919,[114 197] ; [18 49],[108.6031746 202.3968254] ; [23.3968254 43.6031746],0
b2,1,0.127317,2.324919,[114 197] ; [18 49],[108.6031746 202.3968254] ; [23.3968254 43.6031746],0
v3,1,0.148496,2.087636,[201 290] ; [46 89],[193.73322684 297.26677316] ; [53.26677316 81.73322684],0
u2,1,0.15665,2.006273,[89 57] ; [21 22],[84.97354497 61.02645503] ; [25.02645503 17.97354497],0
s8,1,0.182838,1.774402,[221 288] ; [52 88],[214.10939908 294.89060092] ; [58.89060092 81.10939908],0
d1,1,0.232555,1.425167,[323 190] ; [81 60],[316.89908257 196.10091743] ; [87.10091743 53.89908257],0
d4,1,0.2556,1.292431,[437  75] ; [114  26],[432.68711656  79.31288344] ; [118.31288344  21.68711656],0
n2,1,0.282625,1.154426,[67 22] ; [32 16],[64.31386861 24.68613139] ; [34.68613139 13.31386861],0
u3,1,0.288065,1.128644,[92 53] ; [24 20],[88.99470899 56.00529101] ; [27.00529101 16.99470899],0
p6,1,0.29492,1.097023,[187 319] ; [44 93],[181.78227061 324.21772939] ; [49.21772939 87.78227061],0
n3,1,0.330476,0.947031,[70 20] ; [33 14],[67.66423358 22.33576642] ; [35.33576642 11.66423358],0
d2,1,0.349133,0.876604,[240 271] ; [72 68],[244.90322581 266.09677419] ; [67.09677419 72.90322581],0
a8,1,0.352179,0.865592,[ 72 391] ; [ 15 108],[ 68.73890785 394.26109215] ; [ 18.26109215 104.73890785],0
a3,1,0.377767,0.777956,[367 145] ; [95 45],[362.79754601 149.20245399] ; [99.20245399 40.79754601],0
a2,1,0.411174,0.675403,[142 371] ; [44 97],[145.89908257 367.10091743] ; [ 40.10091743 100.89908257],0
a1,1,0.434599,0.610502,[ 22 491] ; [  4 137],[ 20.39449541 492.60550459] ; [  5.60550459 135.39449541],0
a5,1,0.467858,0.52703,[383 130] ; [101  40],[379.65137615 133.34862385] ; [104.34862385  36.65137615],0
