Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,5e-06,20.963502,[ 9 47] ; [24 15],[19.45263158 36.54736842] ; [13.54736842 25.45263158],1
s6,1,0.000138,14.53118,[27 28] ; [34  5],[35.69148936 19.30851064] ; [25.30851064 13.69148936],1
a2,1,0.002645,9.03746,[ 6 51] ; [14 25],[11.875 45.125] ; [ 8.125 30.875],0
a7,1,0.008883,6.846127,[34 23] ; [33  6],[39.78125 17.21875] ; [27.21875 11.78125],0
s2,1,0.010632,6.52575,[20 37] ; [24 15],[26.125 30.875] ; [17.875 21.125],0
a6,1,0.01801,5.595153,[32 25] ; [31  8],[37.40625 19.59375] ; [25.59375 13.40625],0
u1,1,0.021229,5.307861,[ 3 54] ; [ 8 31],[ 6.53125 50.46875] ; [ 4.46875 34.53125],0
d2,1,0.024194,5.080657,[15 42] ; [19 20],[20.1875 36.8125] ; [13.8125 25.1875],0
s4,1,0.02555,4.986216,[ 7 50] ; [12 27],[11.28125 45.71875] ; [ 7.71875 31.28125],0
p10,1,0.040033,4.216486,[39 18] ; [33  5],[43.2 13.8] ; [28.8  9.2],0
n1,1,0.048595,3.889286,[ 2 18] ; [ 6 10],[ 4.44444444 15.55555556] ; [ 3.55555556 12.44444444],0
p9,1,0.057085,3.620121,[44 13] ; [35  3],[47.4  9.6] ; [31.6  6.4],0
p4,1,0.058281,3.585634,[21 36] ; [22 17],[25.53125 31.46875] ; [17.46875 21.53125],0
p3,1,0.090759,2.860861,[19 37] ; [20 19],[22.98947368 33.01052632] ; [16.01052632 22.98947368],0
d3,1,0.097605,2.744248,[33 24] ; [29 10],[36.8125 20.1875] ; [25.1875 13.8125],0
p6,1,0.116413,2.464926,[11 43] ; [13 24],[14.24175824 39.75824176] ; [ 9.75824176 27.24175824],0
s3,1,0.122191,2.389006,[24 32] ; [23 16],[27.70526316 28.29473684] ; [19.29473684 19.70526316],0
a8,1,0.124483,2.359986,[ 1 55] ; [ 3 32],[ 2.46153846 53.53846154] ; [ 1.53846154 33.46153846],0
p1,1,0.174638,1.842672,[ 3 54] ; [ 5 33],[ 4.8 52.2] ; [ 3.2 34.8],0
u3,1,0.182989,1.773181,[13  7] ; [8 1],[14.48275862  5.51724138] ; [6.51724138 2.48275862],0
b2,1,0.200004,1.642345,[ 8 17] ; [12 12],[10.20408163 14.79591837] ; [ 9.79591837 14.20408163],0
b3,1,0.200004,1.642345,[ 8 17] ; [12 12],[10.20408163 14.79591837] ; [ 9.79591837 14.20408163],0
a5,1,0.208119,1.584461,[37 20] ; [30  9],[39.78125 17.21875] ; [27.21875 11.78125],0
a3,1,0.208119,1.584461,[37 20] ; [30  9],[39.78125 17.21875] ; [27.21875 11.78125],0
r4,1,0.276877,1.182357,[43 14] ; [33  6],[45.125 11.875] ; [30.875  8.125],0
s5,1,0.300228,1.07318,[15 41] ; [14 24],[17.27659574 38.72340426] ; [11.72340426 26.27659574],0
p7,1,0.323894,0.973157,[29 27] ; [23 14],[31.31182796 24.68817204] ; [20.68817204 16.31182796],0
p8,1,0.353554,0.860662,[23 34] ; [19 19],[25.2 31.8] ; [16.8 21.2],0
p12,1,0.364919,0.820892,[ 2 55] ; [ 3 36],[ 2.96875 54.03125] ; [ 2.03125 36.96875],0
v3,1,0.407419,0.68632,[18 38] ; [15 22],[19.87096774 36.12903226] ; [13.12903226 23.87096774],0
d5,1,0.464981,0.533879,[40 17] ; [30  9],[41.5625 15.4375] ; [28.4375 10.5625],0
a1,1,0.515712,0.422461,[ 3 54] ; [ 1 38],[ 2.375 54.625] ; [ 1.625 37.375],0
b1,1,0.555044,0.348358,[20 37] ; [16 23],[21.375 35.625] ; [14.625 24.375],0
n3,1,0.59256,0.286364,[13  7] ; [9 7],[12.22222222  7.77777778] ; [9.77777778 6.22222222],0
a4,1,0.624674,0.239353,[22 35] ; [17 22],[23.15625 33.84375] ; [15.84375 23.15625],0
n6,1,0.664175,0.188492,[37 20] ; [23 15],[36. 21.] ; [24. 14.],0
p11,1,0.715654,0.132695,[40 17] ; [26 13],[39.1875 17.8125] ; [26.8125 12.1875],0
p2,1,0.718894,0.129555,[42 15] ; [30  9],[42.75 14.25] ; [29.25  9.75],0
p5,1,0.730556,0.118602,[ 4 53] ; [ 2 36],[ 3.6 53.4] ; [ 2.4 35.6],0
r2,1,0.752295,0.099613,[50  6] ; [34  5],[49.51578947  6.48421053] ; [34.48421053  4.51578947],0
d1,1,0.764702,0.089587,[26 31] ; [19 20],[26.71875 30.28125] ; [18.28125 20.71875],0
d4,1,0.780394,0.077733,[48  9] ; [32  7],[47.5  9.5] ; [32.5  6.5],0
b4,1,0.788483,0.071975,[35 22] ; [25 14],[35.625 21.375] ; [24.375 14.625],0
r1,1,0.792519,0.069191,[41 16] ; [29 10],[41.5625 15.4375] ; [28.4375 10.5625],0
n5,1,0.864782,0.028999,[23 34] ; [16 22],[23.4 33.6] ; [15.6 22.4],0
v2,1,0.889112,0.01944,[35 22] ; [22 13],[35.31521739 21.68478261] ; [21.68478261 13.31521739],0
v4,1,0.919679,0.010168,[52  4] ; [36  3],[51.87368421  4.12631579] ; [36.12631579  2.87368421],0
n2,1,0.924978,0.008867,[16  4] ; [13  3],[16.11111111  3.88888889] ; [12.88888889  3.11111111],0
b5,1,0.989354,0.000178,[35 22] ; [24 15],[35.03125 21.96875] ; [23.96875 15.03125],0
r3,1,1.0,0.0,[51  6] ; [34  4],[51.  6.] ; [34.  4.],0
