Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,49.545067,[54  7] ; [ 6 30],[37.73195876 23.26804124] ; [22.26804124 13.73195876],1
s2,1,0.0,29.580866,[48 13] ; [ 8 28],[35.21649485 25.78350515] ; [20.78350515 15.21649485],1
s6,1,0.0,27.911989,[53  6] ; [14 22],[41.61052632 17.38947368] ; [25.38947368 10.61052632],1
s3,1,1.1e-05,19.354398,[47 14] ; [11 24],[36.85416667 24.14583333] ; [21.14583333 13.85416667],1
n4,1,8.8e-05,15.384098,[60  1] ; [26 10],[54.08247423  6.91752577] ; [31.91752577  4.08247423],1
p6,1,0.000705,11.475955,[32 28] ; [ 6 28],[24.25531915 35.74468085] ; [13.74468085 20.25531915],1
p3,1,0.000865,11.09527,[43 18] ; [12 22],[35.31578947 25.68421053] ; [19.68421053 14.31578947],1
p10,1,0.001421,10.178571,[54  6] ; [22 13],[48. 12.] ; [28.  7.],0
p11,1,0.00154,10.029967,[54  7] ; [22 14],[47.79381443 13.20618557] ; [28.20618557  7.79381443],0
p9,1,0.001893,9.650037,[55  5] ; [24 12],[49.375 10.625] ; [29.625  6.375],0
r3,1,0.002072,9.484467,[60  1] ; [29  7],[55.96907216  5.03092784] ; [33.03092784  2.96907216],0
b2,1,0.003495,8.528968,[28 18] ; [ 4 15],[22.64615385 23.35384615] ; [9.35384615 9.64615385],0
b3,1,0.003495,8.528968,[28 18] ; [ 4 15],[22.64615385 23.35384615] ; [9.35384615 9.64615385],0
n6,1,0.003707,8.422023,[58  3] ; [27  9],[53.45360825  7.54639175] ; [31.54639175  4.45360825],0
n5,1,0.010001,6.634784,[57  4] ; [27  9],[52.82474227  8.17525773] ; [31.17525773  4.82474227],0
a4,1,0.013135,6.150862,[29 32] ; [ 8 28],[23.26804124 37.73195876] ; [13.73195876 22.26804124],0
s5,1,0.013908,6.049844,[28 31] ; [ 8 28],[22.35789474 36.64210526] ; [13.64210526 22.35789474],0
a5,1,0.01524,5.888452,[52  9] ; [23 13],[47.16494845 13.83505155] ; [27.83505155  8.16494845],0
d5,1,0.021702,5.269516,[53  7] ; [25 11],[48.75 11.25] ; [29.25  6.75],0
b4,1,0.024445,5.062814,[28 33] ; [25 11],[33.32989691 27.67010309] ; [19.67010309 16.32989691],0
d3,1,0.035914,4.401162,[32 29] ; [11 25],[27.04123711 33.95876289] ; [15.95876289 20.04123711],0
a3,1,0.036532,4.372086,[53  8] ; [25 11],[49.05154639 11.94845361] ; [28.94845361  7.05154639],0
p2,1,0.043696,4.068266,[52  9] ; [23 11],[48.15789474 12.84210526] ; [26.84210526  7.15789474],0
p7,1,0.054526,3.696532,[48 12] ; [21 13],[44.04255319 15.95744681] ; [24.95744681  9.04255319],0
v1,1,0.07962,3.072639,[44 15] ; [20 15],[40.17021277 18.82978723] ; [23.82978723 11.17021277],0
r2,1,0.105148,2.625667,[57  3] ; [29  5],[54.89361702  5.10638298] ; [31.10638298  2.89361702],0
p5,1,0.163875,1.938101,[14 47] ; [ 4 31],[11.4375 49.5625] ; [ 6.5625 28.4375],0
