Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.002426,9.195274,[3 1] ; [ 4 29],[0.75675676 3.24324324] ; [ 6.24324324 26.75675676],0
s6,1,0.092842,2.824387,[2 2] ; [ 5 28],[0.75675676 3.24324324] ; [ 6.24324324 26.75675676],0
b1,1,0.17462,1.842826,[1 3] ; [20 13],[2.27027027 1.72972973] ; [18.72972973 14.27027027],0
p2,1,0.205029,1.606181,[2 2] ; [ 7 26],[0.97297297 3.02702703] ; [ 8.02702703 24.97297297],0
s4,1,0.205029,1.606181,[2 2] ; [ 7 26],[0.97297297 3.02702703] ; [ 8.02702703 24.97297297],0
s3,1,0.220671,1.5,[2 2] ; [ 7 25],[1. 3.] ; [ 8. 24.],0
d5,1,0.264201,1.246611,[1 3] ; [18 15],[2.05405405 1.94594595] ; [16.94594595 16.05405405],0
p1,1,0.333188,0.936467,[1 3] ; [ 3 30],[0.43243243 3.56756757] ; [ 3.56756757 29.43243243],0
b4,1,0.435482,0.608157,[3 1] ; [18 15],[2.27027027 1.72972973] ; [18.72972973 14.27027027],0
b5,1,0.435482,0.608157,[1 3] ; [15 18],[1.72972973 2.27027027] ; [14.27027027 18.72972973],0
d3,1,0.502651,0.449334,[1 3] ; [14 19],[1.62162162 2.37837838] ; [13.37837838 19.62162162],0
r1,1,0.575082,0.314253,[1 3] ; [13 20],[1.51351351 2.48648649] ; [12.48648649 20.51351351],0
a7,1,0.575082,0.314253,[1 3] ; [13 20],[1.51351351 2.48648649] ; [12.48648649 20.51351351],0
s2,1,0.613796,0.254684,[1 3] ; [ 5 28],[0.64864865 3.35135135] ; [ 5.35135135 27.64864865],0
a1,1,0.613796,0.254684,[1 3] ; [ 5 28],[0.64864865 3.35135135] ; [ 5.35135135 27.64864865],0
a4,1,0.628745,0.233766,[2 2] ; [12 20],[1.55555556 2.44444444] ; [12.44444444 19.55555556],0
n4,1,0.652998,0.202142,[3 1] ; [21 12],[2.59459459 1.40540541] ; [21.40540541 11.59459459],0
s7,1,0.657738,0.196283,[1 3] ; [ 5 26],[0.68571429 3.31428571] ; [ 5.31428571 25.68571429],0
u2,1,0.69627,0.152381,[1 1] ; [5 9],[0.75 1.25] ; [5.25 8.75],0
a3,1,0.719918,0.128571,[2 2] ; [19 13],[2.33333333 1.66666667] ; [18.66666667 13.33333333],0
d1,1,0.736692,0.113056,[1 3] ; [11 22],[1.2972973 2.7027027] ; [10.7027027 22.2972973],0
r2,1,0.759046,0.094086,[2 2] ; [18 13],[2.28571429 1.71428571] ; [17.71428571 13.28571429],0
v4,1,0.77271,0.083424,[2 2] ; [14 19],[1.72972973 2.27027027] ; [14.27027027 18.72972973],0
n6,1,0.812524,0.05625,[2 2] ; [14 18],[1.77777778 2.22222222] ; [14.22222222 17.77777778],0
n1,1,0.84562,0.037912,[1 1] ; [ 9 12],[0.86956522 1.13043478] ; [ 9.13043478 11.86956522],0
a6,1,0.86322,0.029679,[2 2] ; [15 18],[1.83783784 2.16216216] ; [15.16216216 17.83783784],0
n3,1,0.892295,0.018333,[1 1] ; [ 9 11],[0.90909091 1.09090909] ; [ 9.09090909 10.90909091],0
p7,1,0.895333,0.017308,[1 3] ; [ 9 23],[1.11111111 2.88888889] ; [ 8.88888889 23.11111111],0
d4,1,0.95434,0.003278,[2 2] ; [17 16],[2.05405405 1.94594595] ; [16.94594595 16.05405405],0
a5,1,0.95434,0.003278,[2 2] ; [16 17],[1.94594595 2.05405405] ; [16.05405405 16.94594595],0
