Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,37.221526,[23 37] ; [111  24],[41.23076923 18.76923077] ; [92.76923077 42.23076923],1
a5,1,1.5e-05,18.763683,[23 37] ; [96 39],[36.61538462 23.38461538] ; [82.38461538 52.61538462],1
s7,1,0.002136,9.429188,[10 47] ; [52 76],[19.1027027 37.8972973] ; [42.8972973 85.1027027],0
p4,1,0.005813,7.607327,[12 48] ; [54 80],[20.41237113 39.58762887] ; [45.58762887 88.41237113],0
a4,1,0.007547,7.137983,[17 43] ; [65 68],[25.49222798 34.50777202] ; [56.50777202 76.49222798],0
v3,1,0.009168,6.789713,[ 4 55] ; [ 29 101],[10.3015873 48.6984127] ; [ 22.6984127 107.3015873],0
p3,1,0.009973,6.639708,[ 9 51] ; [44 90],[16.39175258 43.60824742] ; [36.60824742 97.39175258],0
a3,1,0.014223,6.010263,[29 31] ; [89 44],[36.68393782 23.31606218] ; [81.31606218 51.68393782],0
r1,1,0.020778,5.345283,[30 30] ; [91 44],[37.23076923 22.76923077] ; [83.76923077 51.23076923],0
r2,1,0.025108,5.016456,[47 13] ; [120  13],[51.91709845  8.08290155] ; [115.08290155  17.91709845],0
d2,1,0.044147,4.050933,[20 40] ; [65 68],[26.42487047 33.57512953] ; [58.57512953 74.42487047],0
u1,1,0.05297,3.744856,[ 4 56] ; [ 23 112],[ 8.30769231 51.69230769] ; [ 18.69230769 116.30769231],0
n1,1,0.058644,3.575318,[ 9 22] ; [21 20],[12.91666667 18.08333333] ; [17.08333333 23.91666667],0
s3,1,0.062024,3.48242,[20 40] ; [63 69],[25.9375 34.0625] ; [57.0625 74.9375],0
p11,1,0.08941,2.884964,[30 30] ; [85 50],[35.38461538 24.61538462] ; [79.61538462 55.38461538],0
n6,1,0.108179,2.58063,[39 21] ; [102  32],[43.60824742 16.39175258] ; [97.39175258 36.60824742],0
v1,1,0.118229,2.440625,[14 46] ; [45 85],[18.63157895 41.36842105] ; [40.36842105 89.63157895],0
s6,1,0.120603,2.40947,[23 37] ; [67 66],[27.97927461 32.02072539] ; [62.02072539 70.97927461],0
p5,1,0.121868,2.393147,[ 2 58] ; [ 13 120],[ 4.66321244 55.33678756] ; [ 10.33678756 122.66321244],0
