Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.00039,12.5807,[130  28] ; [3 6],[125.83233533  32.16766467] ; [7.16766467 1.83233533],1
r4,1,0.000424,12.423246,[147  13] ; [5 4],[143.90532544  16.09467456] ; [8.09467456 0.90532544],1
v4,1,0.0008,11.240736,[152   8] ; [6 3],[149.58579882  10.41420118] ; [8.41420118 0.58579882],1
r3,1,0.001713,9.834543,[150   9] ; [6 3],[147.64285714  11.35714286] ; [8.35714286 0.64285714],0
a5,1,0.002852,8.899906,[124  36] ; [3 6],[120.23668639  39.76331361] ; [6.76331361 2.23668639],0
p5,1,0.004161,8.212035,[ 18 141] ; [4 5],[ 20.82142857 138.17857143] ; [1.17857143 7.82142857],0
s3,1,0.007452,7.160595,[106  54] ; [2 7],[102.24852071  57.75147929] ; [5.75147929 3.24852071],0
d1,1,0.018256,5.571423,[99 61] ; [2 7],[95.62130178 64.37869822] ; [5.37869822 3.62130178],0
a4,1,0.025284,5.004347,[79 81] ; [1 8],[75.73964497 84.26035503] ; [4.26035503 4.73964497],0
s2,1,0.035673,4.41269,[108  52] ; [3 6],[105.0887574  54.9112426] ; [5.9112426 3.0887574],0
d5,1,0.037583,4.323789,[133  27] ; [5 4],[130.65088757  29.34911243] ; [7.34911243 1.65088757],0
a3,1,0.039438,4.241908,[120  39] ; [4 5],[117.35714286  41.64285714] ; [6.64285714 2.35714286],0
p9,1,0.067717,3.337515,[138  19] ; [6 3],[136.19277108  20.80722892] ; [7.80722892 1.19277108],0
u2,1,0.099396,2.715214,[16 23] ; [4 1],[17.72727273 21.27272727] ; [2.27272727 2.72727273],0
n6,1,0.112408,2.520036,[136  22] ; [6 3],[134.34730539  23.65269461] ; [7.65269461 1.34730539],0
p1,1,0.121229,2.401372,[ 12 147] ; [2 7],[ 13.25 145.75] ; [0.75 8.25],0
s8,1,0.125436,2.348092,[77 82] ; [2 7],[74.76785714 84.23214286] ; [4.23214286 4.76785714],0
p10,1,0.130736,2.283741,[135  23] ; [6 3],[133.4011976  24.5988024] ; [7.5988024 1.4011976],0
d3,1,0.14196,2.156585,[109  51] ; [4 5],[106.98224852  53.01775148] ; [6.01775148 2.98224852],0
a7,1,0.196346,1.669345,[105  55] ; [4 5],[103.19526627  56.80473373] ; [5.80473373 3.19526627],0
n2,1,0.23243,1.425926,[35  7] ; [1 1],[34.36363636  7.63636364] ; [1.63636364 0.36363636],0
b5,1,0.232623,1.424751,[86 74] ; [3 6],[84.26035503 75.73964497] ; [4.73964497 4.26035503],0
n5,1,0.243319,1.36126,[116  42] ; [5 4],[114.47904192  43.52095808] ; [6.52095808 2.47904192],0
v1,1,0.246707,1.341856,[84 74] ; [3 6],[82.31137725 75.68862275] ; [4.68862275 4.31137725],0
v2,1,0.254076,1.300752,[65 92] ; [2 7],[63.36746988 93.63253012] ; [3.63253012 5.36746988],0
s7,1,0.256262,1.288841,[88 64] ; [3 5],[86.45 65.55] ; [4.55 3.45],0
b4,1,0.303401,1.059184,[97 63] ; [7 2],[98.46153846 61.53846154] ; [5.53846154 3.46153846],0
u3,1,0.332922,0.9375,[25 15] ; [2 3],[24. 16.] ; [3. 2.],0
b2,1,0.350122,0.873016,[43 62] ; [1 4],[42. 63.] ; [2. 3.],0
b3,1,0.350122,0.873016,[43 62] ; [1 4],[42. 63.] ; [2. 3.],0
a1,1,0.354485,0.857337,[  7 153] ; [1 8],[  7.5739645 152.4260355] ; [0.4260355 8.5739645],0
p7,1,0.406227,0.689817,[106  48] ; [5 4],[104.87116564  49.12883436] ; [6.12883436 2.87116564],0
p6,1,0.408392,0.683478,[75 83] ; [3 6],[73.79640719 84.20359281] ; [4.20359281 4.79640719],0
s6,1,0.460619,0.544391,[135  21] ; [7 2],[134.25454545  21.74545455] ; [7.74545455 1.25454545],0
n3,1,0.550457,0.356499,[28 12] ; [1 1],[27.61904762 12.38095238] ; [1.38095238 0.61904762],0
p2,1,0.565169,0.330833,[135  24] ; [7 2],[134.39285714  24.60714286] ; [7.60714286 1.39285714],0
d2,1,0.611807,0.257552,[85 75] ; [4 5],[84.26035503 75.73964497] ; [4.73964497 4.26035503],0
p4,1,0.642922,0.214941,[93 65] ; [6 3],[93.66467066 64.33532934] ; [5.33532934 3.66467066],0
n4,1,0.68943,0.159703,[115  43] ; [6 3],[114.47904192  43.52095808] ; [6.52095808 2.47904192],0
p12,1,0.701754,0.146654,[ 12 146] ; [1 8],[ 12.2994012 145.7005988] ; [0.7005988 8.2994012],0
a8,1,0.719951,0.128539,[ 23 125] ; [1 8],[ 22.62420382 125.37579618] ; [1.37579618 7.62420382],0
b1,1,0.745181,0.105625,[62 98] ; [3 6],[61.53846154 98.46153846] ; [3.46153846 5.53846154],0
p8,1,0.745846,0.105054,[78 78] ; [4 5],[77.52727273 78.47272727] ; [4.47272727 4.52727273],0
a6,1,0.820556,0.051452,[95 65] ; [5 4],[94.67455621 65.32544379] ; [5.32544379 3.67455621],0
s4,1,0.838791,0.041388,[ 47 109] ; [3 6],[ 47.27272727 108.72727273] ; [2.72727273 6.27272727],0
d4,1,0.861316,0.03052,[139  21] ; [8 1],[139.17159763  20.82840237] ; [7.82840237 1.17159763],0
n1,1,0.894876,0.01746,[23 19] ; [1 1],[22.90909091 19.09090909] ; [1.09090909 0.90909091],0
p3,1,0.902357,0.015051,[85 74] ; [5 4],[85.17857143 73.82142857] ; [4.82142857 4.17857143],0
