Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.420956,[53  3] ; [15 13],[45.33333333 10.66666667] ; [22.66666667  5.33333333],1
a5,1,0.002946,8.840816,[39 17] ; [10 18],[32.66666667 23.33333333] ; [16.33333333 11.66666667],0
r3,1,0.003317,8.624465,[52  3] ; [20  8],[47.71084337  7.28915663] ; [24.28915663  3.71084337],0
a3,1,0.004462,8.085561,[40 16] ; [11 17],[34. 22.] ; [17. 11.],0
r2,1,0.004761,7.968105,[55  1] ; [21  5],[51.90243902  4.09756098] ; [24.09756098  1.90243902],0
a6,1,0.012284,6.269388,[38 18] ; [11 17],[32.66666667 23.33333333] ; [16.33333333 11.66666667],0
s6,1,0.017678,5.627751,[46  8] ; [16 10],[41.85 12.15] ; [20.15  5.85],0
v4,1,0.024003,5.094426,[54  1] ; [24  4],[51.68674699  3.31325301] ; [26.31325301  1.68674699],0
v1,1,0.032401,4.577157,[25 30] ; [ 6 22],[20.54216867 34.45783133] ; [10.45783133 17.54216867],0
v2,1,0.033332,4.528653,[29 24] ; [ 8 19],[24.5125 28.4875] ; [12.4875 14.5125],0
n6,1,0.033999,4.494744,[48  7] ; [19  9],[44.39759036 10.60240964] ; [22.60240964  5.39759036],0
s3,1,0.040044,4.216011,[40 15] ; [14 14],[35.78313253 19.21686747] ; [18.21686747  9.78313253],0
p4,1,0.047437,3.929825,[22 34] ; [ 5 23],[18. 38.] ; [ 9. 19.],0
s8,1,0.061369,3.5,[28 28] ; [ 8 20],[24. 32.] ; [12. 16.],0
a2,1,0.067309,3.347447,[10 46] ; [ 1 27],[ 7.33333333 48.66666667] ; [ 3.66666667 24.33333333],0
p9,1,0.068707,3.313636,[47  7] ; [19  8],[44. 10.] ; [22.  5.],0
b2,1,0.082353,3.017846,[ 3 21] ; [ 6 11],[ 5.26829268 18.73170732] ; [ 3.73170732 13.26829268],0
b3,1,0.082353,3.017846,[ 3 21] ; [ 6 11],[ 5.26829268 18.73170732] ; [ 3.73170732 13.26829268],0
d1,1,0.088178,2.907323,[29 27] ; [ 9 19],[25.33333333 30.66666667] ; [12.66666667 15.33333333],0
