Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.420956,[53  3] ; [15 13],[45.33333333 10.66666667] ; [22.66666667  5.33333333],1
b4,1,0.088178,2.907323,[27 29] ; [19  9],[30.66666667 25.33333333] ; [15.33333333 12.66666667],0
p10,1,0.108375,2.577753,[45  9] ; [19  9],[42.14634146 11.85365854] ; [21.85365854  6.14634146],0
d3,1,0.131201,2.278231,[44 12] ; [17 10],[41.15662651 14.84337349] ; [19.84337349  7.15662651],0
n3,1,0.133672,2.249335,[14  2] ; [9 5],[12.26666667  3.73333333] ; [10.73333333  3.26666667],0
d5,1,0.187448,1.73756,[43 13] ; [17 10],[40.48192771 15.51807229] ; [19.51807229  7.48192771],0
p7,1,0.224681,1.474223,[26 27] ; [ 9 17],[23.48101266 29.51898734] ; [11.51898734 14.48101266],0
s1,1,0.226213,1.464515,[ 1 53] ; [ 2 26],[ 1.97560976 52.02439024] ; [ 1.02439024 26.97560976],0
p2,1,0.23752,1.395254,[37 19] ; [22  6],[39.33333333 16.66666667] ; [19.66666667  8.33333333],0
a4,1,0.251943,1.3125,[21 35] ; [ 7 21],[18.66666667 37.33333333] ; [ 9.33333333 18.66666667],0
n5,1,0.263059,1.252587,[33 23] ; [20  8],[35.33333333 20.66666667] ; [17.66666667 10.33333333],0
u2,1,0.38654,0.749797,[7 9] ; [10  7],[8.24242424 7.75757576] ; [8.75757576 8.24242424],0
a7,1,0.426798,0.631522,[42 14] ; [18  9],[40.48192771 15.51807229] ; [19.51807229  7.48192771],0
u1,1,0.45426,0.56,[ 7 49] ; [ 2 26],[ 6. 50.] ; [ 3. 25.],0
b1,1,0.482739,0.492669,[16 40] ; [ 6 22],[14.66666667 41.33333333] ; [ 7.33333333 20.66666667],0
d4,1,0.488888,0.478974,[42 14] ; [19  9],[40.66666667 15.33333333] ; [20.33333333  7.66666667],0
p1,1,0.514296,0.425316,[ 4 52] ; [ 1 27],[ 3.33333333 52.66666667] ; [ 1.66666667 26.33333333],0
n1,1,0.54393,0.368304,[ 5 11] ; [ 3 11],[ 4.26666667 11.73333333] ; [ 3.73333333 10.26666667],0
s2,1,0.574467,0.315265,[38 16] ; [18 10],[36.87804878 17.12195122] ; [19.12195122  8.87804878],0
n4,1,0.642579,0.215385,[31 25] ; [14 14],[30. 26.] ; [15. 13.],0
p8,1,0.652265,0.203056,[16 38] ; [ 9 17],[16.875 37.125] ; [ 8.125 17.875],0
a8,1,0.676293,0.174329,[ 3 46] ; [ 1 25],[ 2.61333333 46.38666667] ; [ 1.38666667 24.61333333],0
p6,1,0.678646,0.171654,[12 43] ; [ 7 20],[12.74390244 42.25609756] ; [ 6.25609756 20.74390244],0
s7,1,0.750137,0.101416,[29 25] ; [14 14],[28.31707317 25.68292683] ; [14.68292683 13.31707317],0
n2,1,0.825339,0.048701,[12  4] ; [10  4],[11.73333333  4.26666667] ; [10.26666667  3.73333333],0
u3,1,0.828975,0.046663,[10  6] ; [10  7],[9.6969697 6.3030303] ; [10.3030303  6.6969697],0
b5,1,0.871091,0.026332,[37 19] ; [18 10],[36.66666667 19.33333333] ; [18.33333333  9.66666667],0
d2,1,0.872972,0.025563,[21 35] ; [10 18],[20.66666667 35.33333333] ; [10.33333333 17.66666667],0
v3,1,0.900619,0.015595,[12 41] ; [ 6 22],[11.77777778 41.22222222] ; [ 6.22222222 21.77777778],0
s5,1,0.940001,0.005665,[24 27] ; [12 14],[23.84415584 27.15584416] ; [12.15584416 13.84415584],0
p12,1,0.988044,0.000225,[ 2 53] ; [ 1 27],[ 1.98795181 53.01204819] ; [ 1.01204819 26.98795181],0
p11,1,1.0,0.0,[36 20] ; [18 10],[36. 20.] ; [18. 10.],0
