Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.007247,7.210792,[34 13] ; [13 18],[28.32051282 18.67948718] ; [18.67948718 12.32051282],0
a2,1,0.020033,5.40904,[13 34] ; [ 2 29],[ 9.03846154 37.96153846] ; [ 5.96153846 25.03846154],0
r2,1,0.023151,5.157172,[46  1] ; [26  5],[43.38461538  3.61538462] ; [28.61538462  2.38461538],0
s8,1,0.036284,4.383687,[16 31] ; [18 13],[20.48717949 26.51282051] ; [13.51282051 17.48717949],0
n1,1,0.057224,3.616071,[1 5] ; [6 3],[2.8 3.2] ; [4.2 4.8],0
a6,1,0.061832,3.487554,[34 13] ; [16 15],[30.12820513 16.87179487] ; [19.87179487 11.12820513],0
u3,1,0.073638,3.2,[12  3] ; [4 5],[10.  5.] ; [6. 3.],0
s3,1,0.103731,2.647216,[21 25] ; [20 11],[24.49350649 21.50649351] ; [16.50649351 14.49350649],0
d3,1,0.11184,2.528026,[34 13] ; [17 14],[30.73076923 16.26923077] ; [20.26923077 10.73076923],0
r4,1,0.152558,2.046484,[42  5] ; [24  7],[39.76923077  7.23076923] ; [26.23076923  4.76923077],0
u2,1,0.156992,2.002963,[11  4] ; [4 5],[9.375 5.625] ; [5.625 3.375],0
d4,1,0.159158,1.982212,[38  9] ; [20 10],[35.4025974 11.5974026] ; [22.5974026  7.4025974],0
a1,1,0.160724,1.967399,[ 2 45] ; [ 4 27],[ 3.61538462 43.38461538] ; [ 2.38461538 28.61538462],0
u1,1,0.249495,1.32613,[11 36] ; [ 4 27],[ 9.03846154 37.96153846] ; [ 5.96153846 25.03846154],0
r3,1,0.279075,1.171588,[42  5] ; [25  6],[40.37179487  6.62820513] ; [26.62820513  4.37179487],0
p5,1,0.30901,1.034903,[ 8 39] ; [ 8 22],[ 9.76623377 37.23376623] ; [ 6.23376623 23.76623377],0
v1,1,0.311587,1.023936,[29 18] ; [15 15],[26.85714286 20.14285714] ; [17.14285714 12.85714286],0
v4,1,0.324149,0.972133,[44  3] ; [27  4],[42.78205128  4.21794872] ; [28.21794872  2.78205128],0
b2,1,0.328768,0.953746,[10 21] ; [10 12],[11.69811321 19.30188679] ; [ 8.30188679 13.69811321],0
b3,1,0.328768,0.953746,[10 21] ; [10 12],[11.69811321 19.30188679] ; [ 8.30188679 13.69811321],0
p1,1,0.361799,0.83164,[ 8 39] ; [ 3 28],[ 6.62820513 40.37179487] ; [ 4.37179487 26.62820513],0
p8,1,0.374186,0.789716,[23 24] ; [12 19],[21.08974359 25.91025641] ; [13.91025641 17.08974359],0
p11,1,0.399927,0.708547,[29 18] ; [22  9],[30.73076923 16.26923077] ; [20.26923077 10.73076923],0
n5,1,0.403053,0.699198,[34 13] ; [25  6],[35.55128205 11.44871795] ; [23.44871795  7.55128205],0
p2,1,0.40533,0.692456,[34 13] ; [19 11],[32.35064935 14.64935065] ; [20.64935065  9.35064935],0
s4,1,0.411326,0.674965,[ 7 39] ; [ 7 24],[ 8.36363636 37.63636364] ; [ 5.63636364 25.36363636],0
b1,1,0.48026,0.498273,[25 22] ; [19 12],[26.51282051 20.48717949] ; [17.48717949 13.51282051],0
s5,1,0.522444,0.409066,[15 31] ; [ 8 23],[13.74025974 32.25974026] ; [ 9.25974026 21.74025974],0
p12,1,0.536162,0.3827,[ 3 44] ; [ 1 30],[ 2.41025641 44.58974359] ; [ 1.58974359 29.41025641],0
n3,1,0.589639,0.290909,[5 3] ; [6 2],[5.5 2.5] ; [5.5 2.5],0
s7,1,0.593858,0.28436,[23 21] ; [17 12],[24.10958904 19.89041096] ; [15.89041096 13.10958904],0
s1,1,0.612412,0.256677,[ 3 43] ; [ 3 28],[ 3.58441558 42.41558442] ; [ 2.41558442 28.58441558],0
n4,1,0.621805,0.243339,[39  8] ; [27  4],[39.76923077  7.23076923] ; [26.23076923  4.76923077],0
p7,1,0.627019,0.236125,[25 21] ; [18 12],[26.02631579 19.97368421] ; [16.97368421 13.02631579],0
a8,1,0.633503,0.22734,[ 3 39] ; [ 3 26],[ 3.54929577 38.45070423] ; [ 2.45070423 26.54929577],0
s6,1,0.659288,0.19439,[32 14] ; [23  8],[32.85714286 13.14285714] ; [22.14285714  8.85714286],0
b4,1,0.67783,0.172579,[25 22] ; [15 16],[24.1025641 22.8974359] ; [15.8974359 15.1025641],0
s2,1,0.67783,0.172579,[25 22] ; [15 16],[24.1025641 22.8974359] ; [15.8974359 15.1025641],0
p3,1,0.706649,0.141647,[23 24] ; [16 14],[23.80519481 23.19480519] ; [15.19480519 14.80519481],0
p10,1,0.707038,0.141254,[33 13] ; [21 10],[32.25974026 13.74025974] ; [21.74025974  9.25974026],0
p9,1,0.775952,0.080996,[34 12] ; [22  9],[33.45454545 12.54545455] ; [22.54545455  8.45454545],0
a5,1,0.787208,0.072867,[32 15] ; [22  9],[32.53846154 14.46153846] ; [21.46153846  9.53846154],0
d2,1,0.886442,0.020394,[22 25] ; [14 17],[21.69230769 25.30769231] ; [14.30769231 16.69230769],0
n2,1,0.892795,0.018162,[6 2] ; [7 2],[6.11764706 1.88235294] ; [6.88235294 2.11764706],0
a3,1,0.895085,0.01739,[32 14] ; [22  9],[32.25974026 13.74025974] ; [21.74025974  9.25974026],0
d5,1,0.911823,0.012263,[35 12] ; [22  8],[34.79220779 12.20779221] ; [22.20779221  7.79220779],0
n6,1,0.917587,0.010707,[39  8] ; [26  5],[39.16666667  7.83333333] ; [25.83333333  5.16666667],0
p6,1,0.949572,0.004,[16 30] ; [11 20],[16.12987013 29.87012987] ; [10.87012987 20.12987013],0
a4,1,0.956905,0.00292,[20 27] ; [13 18],[19.88461538 27.11538462] ; [13.11538462 17.88461538],0
d1,1,0.962133,0.002254,[23 24] ; [15 16],[22.8974359 24.1025641] ; [15.1025641 15.8974359],0
p4,1,0.96616,0.0018,[25 21] ; [17 14],[25.09090909 20.90909091] ; [16.90909091 14.09090909],0
r1,1,0.978321,0.000738,[35 12] ; [23  8],[34.94871795 12.05128205] ; [23.05128205  7.94871795],0
