Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,40.414145,[35 54] ; [137  37],[58.20532319 30.79467681] ; [113.79467681  60.20532319],1
d3,1,0.0,38.773907,[33 56] ; [132  41],[56.04961832 32.95038168] ; [108.95038168  64.04961832],1
d4,1,1e-06,24.337807,[52 36] ; [150  24],[67.84732824 20.15267176] ; [134.15267176  39.84732824],1
r3,1,7e-06,20.251081,[64 25] ; [161  13],[76.14068441 12.85931559] ; [148.85931559  25.14068441],1
a2,1,1e-05,19.535991,[ 5 84] ; [ 51 124],[18.87878788 70.12121212] ; [ 37.12121212 137.87878788],1
d5,1,6.7e-05,15.887723,[53 36] ; [143  31],[66.3269962 22.6730038] ; [129.6730038  44.3269962],1
r4,1,9.7e-05,15.192921,[55 34] ; [146  29],[67.76136364 21.23863636] ; [133.23863636  41.76136364],1
v4,1,0.000122,14.763474,[64 24] ; [158  16],[74.5648855 13.4351145] ; [147.4351145  26.5648855],1
d1,1,0.000157,14.284883,[31 58] ; [104  71],[45.51136364 43.48863636] ; [89.48863636 85.51136364],1
p10,1,0.000161,14.243489,[41 47] ; [122  51],[54.95785441 33.04214559] ; [108.04214559  64.95785441],1
r1,1,0.000226,13.601463,[47 42] ; [131  43],[60.23574144 28.76425856] ; [117.76425856  56.23574144],1
b5,1,0.000684,11.530941,[38 51] ; [113  62],[50.90530303 38.09469697] ; [100.09469697  74.90530303],1
u1,1,0.000789,11.265825,[ 4 85] ; [ 35 140],[13.14772727 75.85227273] ; [ 25.85227273 149.14772727],1
v2,1,0.00307,8.765217,[20 64] ; [72 96],[30.66666667 53.33333333] ; [ 61.33333333 106.66666667],0
r2,1,0.003585,8.483065,[69 19] ; [157  15],[76.49230769 11.50769231] ; [149.50769231  22.49230769],0
s2,1,0.004263,8.168107,[22 65] ; [76 99],[32.54198473 54.45801527] ; [ 65.45801527 109.54198473],0
p9,1,0.006014,7.545959,[48 38] ; [126  47],[57.77606178 28.22393822] ; [116.22393822  56.77606178],0
a5,1,0.015731,5.832721,[47 42] ; [119  56],[55.96212121 33.03787879] ; [110.03787879  64.96212121],0
u3,1,0.027034,4.888613,[11 23] ; [30 23],[16.02298851 17.97701149] ; [24.97701149 28.02298851],0
s6,1,0.032789,4.556783,[36 52] ; [96 79],[44.16730038 43.83269962] ; [87.83269962 87.16730038],0
p2,1,0.033669,4.51145,[47 41] ; [117  58],[54.87452471 33.12547529] ; [109.12547529  65.87452471],0
s8,1,0.066697,3.362504,[18 71] ; [ 54 121],[24.27272727 64.72727273] ; [ 47.72727273 127.27272727],0
b1,1,0.069222,3.301367,[45 44] ; [ 68 107],[38.09469697 50.90530303] ; [ 74.90530303 100.09469697],0
n3,1,0.088179,2.907299,[23 17] ; [45 16],[26.93069307 13.06930693] ; [41.06930693 19.93069307],0
n5,1,0.102315,2.669079,[61 27] ; [102  71],[54.95785441 33.04214559] ; [108.04214559  64.95785441],0
s3,1,0.105234,2.624379,[36 51] ; [91 84],[42.17175573 44.82824427] ; [84.82824427 90.17175573],0
a3,1,0.206685,1.594494,[55 34] ; [121  53],[59.55893536 29.44106464] ; [116.44106464  57.55893536],0
u2,1,0.259381,1.272055,[13 20] ; [27 25],[15.52941176 17.47058824] ; [24.47058824 27.52941176],0
p1,1,0.279629,1.168893,[ 7 82] ; [  8 166],[ 5.07604563 83.92395437] ; [  9.92395437 164.07604563],0
n6,1,0.328787,0.953669,[62 27] ; [131  43],[65.31178707 23.68821293] ; [127.68821293  46.31178707],0
b3,1,0.377298,0.779487,[22 30] ; [35 65],[19.5 32.5] ; [37.5 62.5],0
b2,1,0.377298,0.779487,[22 30] ; [35 65],[19.5 32.5] ; [37.5 62.5],0
p4,1,0.378441,0.775761,[29 59] ; [ 67 107],[32.24427481 55.75572519] ; [ 63.75572519 110.24427481],0
p3,1,0.383968,0.757959,[20 69] ; [ 48 127],[22.92424242 66.07575758] ; [ 45.07575758 129.92424242],0
a8,1,0.391949,0.732888,[ 6 78] ; [ 17 145],[ 7.85365854 76.14634146] ; [ 15.14634146 146.85365854],0
s1,1,0.394554,0.724862,[ 5 83] ; [  6 168],[ 3.69465649 84.30534351] ; [  7.30534351 166.69465649],0
