Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004969,7.890519,[75  4] ; [65 16],[69.125  9.875] ; [70.875 10.125],0
r4,1,0.008697,6.884049,[66 13] ; [53 28],[58.75625 20.24375] ; [60.24375 20.75625],0
p2,1,0.014164,6.017607,[55 24] ; [41 40],[47.4 31.6] ; [48.6 32.4],0
b1,1,0.017474,5.648178,[31 48] ; [47 34],[38.5125 40.4875] ; [39.4875 41.5125],0
s8,1,0.030695,4.669951,[27 52] ; [15 64],[21. 58.] ; [21. 58.],0
p3,1,0.031218,4.640953,[19 60] ; [32 48],[25.33962264 53.66037736] ; [25.66037736 54.33962264],0
s1,1,0.033804,4.504603,[ 1 77] ; [ 7 74],[ 3.9245283 74.0754717] ; [ 4.0754717 76.9245283],0
n4,1,0.039628,4.233758,[55 24] ; [43 37],[48.6918239 30.3081761] ; [49.3081761 30.6918239],0
p7,1,0.040652,4.190476,[37 40] ; [26 55],[30.70253165 46.29746835] ; [32.29746835 48.70253165],0
n6,1,0.057659,3.603466,[57 21] ; [47 33],[51.34177215 26.65822785] ; [52.65822785 27.34177215],0
p9,1,0.073697,3.198703,[34 42] ; [24 54],[28.62337662 47.37662338] ; [29.37662338 48.62337662],0
p1,1,0.101301,2.684944,[ 2 75] ; [ 7 74],[ 4.38607595 72.61392405] ; [ 4.61392405 76.38607595],0
d5,1,0.121396,2.399212,[62 17] ; [71 10],[65.66875 13.33125] ; [67.33125 13.66875],0
p6,1,0.123674,2.370165,[23 54] ; [15 63],[18.87741935 58.12258065] ; [19.12258065 58.87741935],0
u3,1,0.131994,2.268896,[18  9] ; [12 14],[15.28301887 11.71698113] ; [14.71698113 11.28301887],0
s4,1,0.138611,2.193314,[ 8 69] ; [15 65],[11.28025478 65.71974522] ; [11.71974522 68.28025478],0
p8,1,0.139727,2.180959,[29 49] ; [21 59],[24.6835443 53.3164557] ; [25.3164557 54.6835443],0
a8,1,0.147511,2.097803,[10 61] ; [ 5 69],[ 7.34482759 63.65517241] ; [ 7.65517241 66.34482759],0
a2,1,0.152866,2.04342,[14 65] ; [22 59],[17.775 61.225] ; [18.225 62.775],0
v4,1,0.159591,1.978094,[69 10] ; [64 17],[65.66875 13.33125] ; [67.33125 13.66875],0
r1,1,0.177466,1.818715,[60 19] ; [53 27],[56.14465409 22.85534591] ; [56.85534591 23.14465409],0
a6,1,0.179942,1.798099,[53 26] ; [46 35],[48.88125 30.11875] ; [50.11875 30.88125],0
n2,1,0.304294,1.055282,[17  7] ; [22 16],[15.09677419  8.90322581] ; [23.90322581 14.09677419],0
v2,1,0.3061,1.047428,[39 38] ; [34 46],[35.80254777 41.19745223] ; [37.19745223 42.80254777],0
n1,1,0.327833,0.957437,[ 8 16] ; [17 20],[ 9.83606557 14.16393443] ; [15.16393443 21.83606557],0
r2,1,0.330406,0.947306,[71  7] ; [68 11],[69.05732484  8.94267516] ; [69.94267516  9.05732484],0
p5,1,0.423072,0.641767,[ 2 77] ; [ 4 77],[ 2.9625 76.0375] ; [ 3.0375 77.9625],0
a5,1,0.434406,0.611014,[50 29] ; [56 25],[52.3375 26.6625] ; [53.6625 27.3375],0
v1,1,0.493594,0.468682,[33 44] ; [30 50],[30.89808917 46.10191083] ; [32.10191083 47.89808917],0
b4,1,0.495444,0.464682,[50 29] ; [47 34],[47.89375 31.10625] ; [49.10625 31.89375],0
a1,1,0.54026,0.375059,[ 4 75] ; [ 6 75],[ 4.9375 74.0625] ; [ 5.0625 75.9375],0
a4,1,0.57413,0.315822,[35 44] ; [39 41],[36.7672956 42.2327044] ; [37.2327044 42.7672956],0
s7,1,0.582847,0.301654,[30 46] ; [26 48],[28.37333333 47.62666667] ; [27.62666667 46.37333333],0
u1,1,0.624852,0.239107,[15 64] ; [13 68],[13.825 65.175] ; [14.175 66.825],0
b5,1,0.653354,0.201698,[48 31] ; [52 29],[49.375 29.625] ; [50.625 30.375],0
a3,1,0.694035,0.154752,[52 27] ; [55 25],[53.16352201 25.83647799] ; [53.83647799 26.16352201],0
p4,1,0.697626,0.150954,[33 46] ; [31 49],[31.79874214 47.20125786] ; [32.20125786 47.79874214],0
b2,1,0.717683,0.130724,[18 36] ; [18 31],[18.87378641 35.12621359] ; [17.12621359 31.87378641],0
b3,1,0.717683,0.130724,[18 36] ; [18 31],[18.87378641 35.12621359] ; [17.12621359 31.87378641],0
n3,1,0.799597,0.064449,[15 10] ; [21 16],[14.51612903 10.48387097] ; [21.48387097 15.51612903],0
s3,1,0.804995,0.060953,[35 43] ; [37 42],[35.77070064 42.22929936] ; [36.22929936 42.77070064],0
n5,1,0.81075,0.057341,[41 38] ; [40 40],[40.24528302 38.75471698] ; [40.75471698 39.24528302],0
s5,1,0.811135,0.057103,[17 59] ; [16 61],[16.39215686 59.60784314] ; [16.60784314 60.39215686],0
d3,1,0.814566,0.055009,[55 24] ; [55 26],[54.3125 24.6875] ; [55.6875 25.3125],0
d2,1,0.817498,0.053252,[43 36] ; [45 35],[43.72327044 35.27672956] ; [44.27672956 35.72327044],0
v3,1,0.839007,0.041276,[23 55] ; [21 54],[22.43137255 55.56862745] ; [21.56862745 53.43137255],0
s6,1,0.87342,0.025382,[41 38] ; [42 37],[41.5 37.5] ; [41.5 37.5],0
a7,1,0.950958,0.003783,[54 25] ; [55 26],[53.81875 25.18125] ; [55.18125 25.81875],0
s2,1,0.966785,0.001734,[29 49] ; [30 50],[29.12658228 48.87341772] ; [29.87341772 50.12658228],0
d1,1,0.972568,0.001182,[48 31] ; [49 32],[47.89375 31.10625] ; [49.10625 31.89375],0
u4,1,0.975101,0.000974,[ 3 76] ; [ 3 78],[ 2.9625 76.0375] ; [ 3.0375 77.9625],0
u2,1,1.0,0.0,[13 13] ; [12 12],[13. 13.] ; [12. 12.],0
