Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,140.939202,[26 58] ; [221  14],[65.04075235 18.95924765] ; [181.95924765  53.04075235],1
p11,1,0.0,38.160995,[34 52] ; [180  56],[57.1552795 28.8447205] ; [156.8447205  79.1552795],1
n6,1,1e-06,24.585304,[51 35] ; [200  35],[67.24610592 18.75389408] ; [183.75389408  51.24610592],1
p2,1,3e-06,21.740174,[46 40] ; [188  48],[62.49689441 23.50310559] ; [171.50310559  64.49689441],1
r3,1,8e-06,19.957336,[73 13] ; [229   5],[81.1625  4.8375] ; [220.8375  13.1625],1
s2,1,0.000106,15.031349,[26 59] ; [129 105],[41.30094044 43.69905956] ; [113.69905956 120.30094044],1
s8,1,0.000148,14.398281,[17 69] ; [101 135],[31.51552795 54.48447205] ; [ 86.48447205 149.51552795],1
v4,1,0.000301,13.065516,[72 14] ; [224  10],[79.55  6.45] ; [216.45  17.55],1
r4,1,0.000471,12.226777,[64 22] ; [212  24],[73.71428571 12.28571429] ; [202.28571429  33.71428571],1
p7,1,0.000519,12.045896,[21 64] ; [107 124],[34.43037975 50.56962025] ; [ 93.56962025 137.43037975],1
s3,1,0.000841,11.148944,[33 52] ; [139  93],[46.11987382 38.88012618] ; [125.88012618 106.11987382],1
s6,1,0.001067,10.70708,[41 45] ; [159  76],[53.58255452 32.41744548] ; [146.41744548  88.58255452],0
v2,1,0.003023,8.793537,[35 49] ; [135  88],[46.51465798 37.48534202] ; [123.48534202  99.51465798],0
s7,1,0.004156,8.214237,[23 58] ; [106 121],[33.92532468 47.07467532] ; [ 95.07467532 131.92532468],0
n5,1,0.004746,7.973783,[46 40] ; [164  69],[56.61442006 29.38557994] ; [153.38557994  79.61442006],0
s5,1,0.006074,7.528079,[12 70] ; [ 69 160],[21.35691318 60.64308682] ; [ 59.64308682 169.35691318],0
p4,1,0.006615,7.374776,[28 58] ; [117 119],[38.72670807 47.27329193] ; [106.27329193 129.72670807],0
a1,1,0.008496,6.925879,[ 8 78] ; [  6 230],[ 3.73913043 82.26086957] ; [ 10.26086957 225.73913043],0
r2,1,0.016619,5.736129,[73 11] ; [220  12],[77.88607595  6.11392405] ; [215.11392405  16.88607595],0
d3,1,0.027487,4.859953,[58 27] ; [188  47],[65.34375 19.65625] ; [180.65625  54.34375],0
a6,1,0.028217,4.814771,[59 26] ; [191  45],[66.19937695 18.80062305] ; [183.80062305  52.19937695],0
p6,1,0.036999,4.35046,[13 72] ; [ 62 172],[19.98432602 65.01567398] ; [ 55.01567398 178.98432602],0
b1,1,0.045699,3.99267,[40 46] ; [ 81 155],[32.31677019 53.68322981] ; [ 88.68322981 147.31677019],0
d1,1,0.0473,3.934692,[43 43] ; [147  89],[50.74534161 35.25465839] ; [139.25465839  96.74534161],0
p3,1,0.057466,3.60906,[23 62] ; [ 91 145],[30.18691589 54.81308411] ; [ 83.81308411 152.18691589],0
a5,1,0.094366,2.798267,[54 32] ; [171  65],[60.0931677 25.9068323] ; [164.9068323  71.0931677],0
r1,1,0.126256,2.337951,[61 25] ; [185  49],[66.1125 19.8875] ; [179.8875  54.1125],0
v3,1,0.15372,2.03494,[23 61] ; [ 81 144],[28.27184466 55.72815534] ; [ 75.72815534 149.27184466],0
u2,1,0.191742,1.704181,[13 13] ; [44 24],[15.76595745 10.23404255] ; [41.23404255 26.76595745],0
n2,1,0.226109,1.465169,[21 16] ; [40 18],[23.75789474 13.24210526] ; [37.24210526 20.75789474],0
n4,1,0.23353,1.419233,[58 28] ; [175  61],[62.22981366 23.77018634] ; [170.77018634  65.22981366],0
v1,1,0.322289,0.979633,[34 51] ; [105 122],[37.86858974 47.13141026] ; [101.13141026 125.86858974],0
n3,1,0.376583,0.781828,[25 12] ; [44 14],[26.87368421 10.12631579] ; [42.12631579 15.87368421],0
a2,1,0.384938,0.754872,[23 63] ; [ 75 161],[26.17391304 59.82608696] ; [ 71.82608696 164.17391304],0
u1,1,0.495442,0.464687,[18 68] ; [ 58 178],[20.29813665 65.70186335] ; [ 55.70186335 180.29813665],0
d5,1,0.565149,0.330868,[69 16] ; [198  38],[70.70093458 14.29906542] ; [196.29906542  39.70093458],0
s1,1,0.598223,0.277684,[ 4 81] ; [  8 225],[ 3.20754717 81.79245283] ; [  8.79245283 224.20754717],0
n1,1,0.612144,0.257064,[14 23] ; [19 39],[12.85263158 24.14736842] ; [20.14736842 37.85263158],0
b3,1,0.685321,0.164197,[20 33] ; [46 87],[18.80645161 34.19354839] ; [47.19354839 85.80645161],0
b2,1,0.685321,0.164197,[20 33] ; [46 87],[18.80645161 34.19354839] ; [47.19354839 85.80645161],0
u4,1,0.711185,0.137097,[ 2 84] ; [  4 232],[ 1.60248447 84.39751553] ; [  4.39751553 231.60248447],0
a3,1,0.717239,0.131153,[58 27] ; [166  70],[59.31464174 25.68535826] ; [164.68535826  71.31464174],0
b4,1,0.765793,0.088734,[52 34] ; [147  89],[53.14906832 32.85093168] ; [145.85093168  90.14906832],0
u3,1,0.777859,0.079586,[17 11] ; [44 25],[17.60824742 10.39175258] ; [43.39175258 25.60824742],0
p1,1,0.778293,0.079267,[ 5 80] ; [ 12 224],[ 4.50155763 80.49844237] ; [ 12.49844237 223.50155763],0
a8,1,0.816492,0.053852,[10 72] ; [ 28 184],[10.59863946 71.40136054] ; [ 27.40136054 184.59863946],0
d4,1,0.863907,0.029379,[71 14] ; [199  37],[71.4953271 13.5046729] ; [198.5046729  37.4953271],0
d2,1,0.886736,0.020288,[42 43] ; [114 121],[41.4375 43.5625] ; [114.5625 120.4375],0
b5,1,0.894583,0.017558,[58 28] ; [161  75],[58.49068323 27.50931677] ; [160.50931677  75.49068323],0
s4,1,0.979187,0.000681,[15 70] ; [ 41 193],[14.92163009 70.07836991] ; [ 41.07836991 192.92163009],0
a4,1,0.987487,0.000246,[40 46] ; [110 126],[40.0621118 45.9378882] ; [109.9378882 126.0621118],0
