Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,75.221142,[19 76] ; [70 12],[47.76836158 47.23163842] ; [41.23163842 40.76836158],1
s6,1,0.0,35.106525,[39 57] ; [69 13],[58.24719101 37.75280899] ; [49.75280899 32.24719101],1
s8,1,0.0,30.783004,[16 81] ; [46 36],[33.59776536 63.40223464] ; [28.40223464 53.59776536],1
s5,1,0.0,26.205106,[15 81] ; [41 38],[30.72 65.28] ; [25.28 53.72],1
s4,1,7.2e-05,15.748959,[12 85] ; [31 51],[23.30167598 73.69832402] ; [19.69832402 62.30167598],1
s7,1,0.000104,15.071723,[20 74] ; [39 40],[32.05780347 61.94219653] ; [26.94219653 52.05780347],1
u3,1,0.004285,8.158975,[18 24] ; [23  7],[23.91666667 18.08333333] ; [17.08333333 12.91666667],0
p6,1,0.007903,7.055232,[16 79] ; [28 54],[23.61581921 71.38418079] ; [20.38418079 61.61581921],0
d2,1,0.011159,6.439852,[22 75] ; [33 49],[29.80446927 67.19553073] ; [25.19553073 56.80446927],0
d1,1,0.011733,6.350745,[35 62] ; [45 37],[43.35195531 53.64804469] ; [36.64804469 45.35195531],0
p10,1,0.012946,6.17648,[77 20] ; [75  6],[82.83146067 14.16853933] ; [69.16853933 11.83146067],0
r2,1,0.01344,6.110222,[82 14] ; [79  3],[86.83146067  9.16853933] ; [74.16853933  7.83146067],0
r3,1,0.022234,5.227361,[86 11] ; [80  2],[89.95530726  7.04469274] ; [76.04469274  5.95530726],0
a6,1,0.065649,3.388597,[57 40] ; [59 23],[62.8603352 34.1396648] ; [53.1396648 28.8603352],0
p12,1,0.090003,2.874312,[ 2 95] ; [ 6 76],[ 4.33519553 92.66480447] ; [ 3.66480447 78.33519553],0
u1,1,0.10024,2.701713,[ 6 91] ; [11 71],[ 9.2122905 87.7877095] ; [ 7.7877095 74.2122905],0
a2,1,0.124724,2.356971,[10 87] ; [15 67],[13.54748603 83.45251397] ; [11.45251397 70.54748603],0
p1,1,0.126322,2.337127,[ 4 92] ; [ 8 72],[ 6.54545455 89.45454545] ; [ 5.45454545 74.54545455],0
a1,1,0.165199,1.925977,[ 2 95] ; [ 5 77],[ 3.79329609 93.20670391] ; [ 3.20670391 78.79329609],0
p11,1,0.177564,1.817894,[76 21] ; [57 25],[72.0726257 24.9273743] ; [60.9273743 21.0726257],0
v4,1,0.203713,1.615553,[88  8] ; [78  3],[90.03389831  5.96610169] ; [75.96610169  5.03389831],0
r4,1,0.204425,1.610472,[77 20] ; [71 11],[80.20111732 16.79888268] ; [67.79888268 14.20111732],0
d5,1,0.225363,1.469889,[65 32] ; [61 20],[68.66292135 28.33707865] ; [57.33707865 23.66292135],0
n1,1,0.245659,1.347826,[ 6 25] ; [10 21],[ 8. 23.] ; [ 8. 23.],0
p4,1,0.275,1.191633,[39 57] ; [40 42],[42.60674157 53.39325843] ; [36.39325843 45.60674157],0
a4,1,0.278935,1.172271,[27 70] ; [29 53],[30.34636872 66.65363128] ; [25.65363128 56.34636872],0
a5,1,0.279701,1.168541,[55 42] ; [53 29],[58.52513966 38.47486034] ; [49.47486034 32.52513966],0
v1,1,0.325023,0.968626,[41 54] ; [40 39],[44.22413793 50.77586207] ; [36.77586207 42.22413793],0
p7,1,0.36954,0.80521,[51 44] ; [46 30],[53.88888889 41.11111111] ; [43.11111111 32.88888889],0
p5,1,0.392379,0.731556,[ 8 89] ; [ 4 76],[ 6.57627119 90.42372881] ; [ 5.42372881 74.57627119],0
d4,1,0.402631,0.700454,[73 24] ; [66 16],[75.32402235 21.67597765] ; [63.67597765 18.32402235],0
b5,1,0.403882,0.696737,[58 39] ; [54 28],[60.69273743 36.30726257] ; [51.30726257 30.69273743],0
d3,1,0.457747,0.551398,[65 31] ; [59 22],[67.25423729 28.74576271] ; [56.74576271 24.25423729],0
a7,1,0.48039,0.497979,[71 26] ; [63 18],[73.02247191 23.97752809] ; [60.97752809 20.02247191],0
b1,1,0.496505,0.462398,[33 64] ; [24 58],[30.88826816 66.11173184] ; [26.11173184 55.88826816],0
n5,1,0.511077,0.431861,[39 57] ; [29 52],[36.88135593 59.11864407] ; [31.11864407 49.88135593],0
n2,1,0.561591,0.336957,[22  9] ; [24  7],[23.  8.] ; [23.  8.],0
b4,1,0.581599,0.303657,[54 43] ; [49 33],[55.81564246 41.18435754] ; [47.18435754 34.81564246],0
n3,1,0.586883,0.295238,[20 11] ; [22  9],[21. 10.] ; [21. 10.],0
p8,1,0.593384,0.28509,[47 50] ; [36 45],[45.23033708 51.76966292] ; [37.76966292 43.23033708],0
a3,1,0.618419,0.248095,[55 41] ; [50 32],[56.62921348 39.37078652] ; [48.37078652 33.62921348],0
v2,1,0.654329,0.200486,[45 49] ; [38 36],[46.44047619 47.55952381] ; [36.55952381 37.44047619],0
s1,1,0.661812,0.19133,[ 2 95] ; [ 1 81],[ 1.62569832 95.37430168] ; [ 1.37430168 80.62569832],0
b2,1,0.699481,0.149012,[15 27] ; [13 28],[14.1686747 27.8313253] ; [13.8313253 27.1686747],0
b3,1,0.699481,0.149012,[15 27] ; [13 28],[14.1686747 27.8313253] ; [13.8313253 27.1686747],0
v3,1,0.778399,0.07919,[26 66] ; [20 56],[25.19047619 66.80952381] ; [20.80952381 55.19047619],0
a8,1,0.806162,0.060212,[ 4 86] ; [ 4 72],[ 4.3373494 85.6626506] ; [ 3.6626506 72.3373494],0
p2,1,0.830385,0.045885,[77 19] ; [66 15],[77.55932203 18.44067797] ; [65.44067797 15.55932203],0
r1,1,0.851176,0.0352,[67 30] ; [57 24],[67.57303371 29.42696629] ; [56.42696629 24.57303371],0
u4,1,0.904802,0.014304,[ 1 96] ; [ 1 81],[ 1.08379888 95.91620112] ; [ 0.91620112 81.08379888],0
n6,1,0.938865,0.005882,[66 31] ; [54 26],[65.76271186 31.23728814] ; [54.23728814 25.76271186],0
p3,1,0.94184,0.005323,[36 61] ; [30 52],[35.76536313 61.23463687] ; [30.23463687 51.76536313],0
u2,1,0.967909,0.001619,[24 18] ; [17 13],[23.91666667 18.08333333] ; [17.08333333 12.91666667],0
