Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.636777,[ 7 26] ; [94 27],[21.64285714 11.35714286] ; [79.35714286 41.64285714],1
r3,1,0.0,33.949717,[13 20] ; [105  15],[25.45098039  7.54901961] ; [92.54901961 27.45098039],1
p2,1,2.6e-05,17.712551,[ 6 27] ; [72 49],[16.71428571 16.28571429] ; [61.28571429 59.71428571],1
r2,1,4.3e-05,16.719272,[18 13] ; [107  13],[25.66225166  5.33774834] ; [99.33774834 20.66225166],1
n6,1,0.000552,11.931939,[11 22] ; [80 40],[19.62745098 13.37254902] ; [71.37254902 48.62745098],1
r1,1,0.001542,10.027974,[13 20] ; [84 37],[20.78571429 12.21428571] ; [76.21428571 44.78571429],0
u3,1,0.002927,8.852247,[ 2 12] ; [28 19],[6.8852459 7.1147541] ; [23.1147541 23.8852459],0
p11,1,0.007368,7.181017,[ 8 25] ; [61 60],[14.78571429 18.21428571] ; [54.21428571 66.78571429],0
u2,1,0.008334,6.96029,[ 2 12] ; [24 20],[6.27586207 7.72413793] ; [19.72413793 24.27586207],0
s8,1,0.010418,6.562011,[ 1 32] ; [27 93],[ 6.03921569 26.96078431] ; [21.96078431 98.03921569],0
p1,1,0.01061,6.529545,[ 5 28] ; [  4 116],[ 1.94117647 31.05882353] ; [  7.05882353 112.94117647],0
s6,1,0.020737,5.348749,[ 8 25] ; [56 64],[13.80392157 19.19607843] ; [50.19607843 69.80392157],0
p7,1,0.021086,5.319639,[ 4 29] ; [39 81],[ 9.2745098 23.7254902] ; [33.7254902 86.2745098],0
n3,1,0.029397,4.744186,[ 7 10] ; [36 15],[10.75  6.25] ; [32.25 18.75],0
a1,1,0.040424,4.2,[ 6 27] ; [  8 113],[ 3. 30.] ; [ 11. 110.],0
s2,1,0.048272,3.900483,[ 5 28] ; [39 80],[ 9.55263158 23.44736842] ; [34.44736842 84.55263158],0
p9,1,0.062229,3.47696,[ 6 26] ; [43 76],[10.38410596 21.61589404] ; [38.61589404 80.38410596],0
n2,1,0.068657,3.314835,[ 7 10] ; [35 18],[10.2  6.8] ; [31.8 21.2],0
s3,1,0.071087,3.257736,[ 8 24] ; [51 69],[12.42105263 19.57894737] ; [46.57894737 73.42105263],0
a7,1,0.071502,3.24819,[14 19] ; [72 48],[18.54901961 14.45098039] ; [67.45098039 52.54901961],0
v1,1,0.077465,3.117308,[ 7 25] ; [46 73],[11.23178808 20.76821192] ; [41.76821192 77.23178808],0
u1,1,0.080732,3.050109,[ 1 32] ; [ 17 104],[ 3.85714286 29.14285714] ; [ 14.14285714 106.85714286],0
p3,1,0.104667,2.632957,[ 5 28] ; [35 85],[ 8.62745098 24.37254902] ; [31.37254902 88.62745098],0
p6,1,0.114587,2.489788,[ 2 30] ; [21 99],[ 4.84210526 27.15789474] ; [ 18.15789474 101.84210526],0
p4,1,0.115698,2.474618,[ 6 27] ; [39 82],[ 9.64285714 23.35714286] ; [35.35714286 85.64285714],0
b1,1,0.196826,1.665767,[20 13] ; [58 63],[16.71428571 16.28571429] ; [61.28571429 59.71428571],0
v2,1,0.236958,1.398601,[ 9 24] ; [45 72],[11.88 21.12] ; [42.12 74.88],0
b5,1,0.239624,1.382807,[17 16] ; [76 45],[19.92857143 13.07142857] ; [73.07142857 47.92857143],0
n4,1,0.240926,1.375168,[24  9] ; [74 46],[21.1372549 11.8627451] ; [76.8627451 43.1372549],0
d4,1,0.288378,1.127177,[21 12] ; [87 32],[23.44736842  9.55263158] ; [84.55263158 34.44736842],0
a5,1,0.336824,0.922481,[16 17] ; [70 51],[18.42857143 14.57142857] ; [67.57142857 53.42857143],0
v3,1,0.344089,0.895136,[ 6 26] ; [31 84],[ 8.05442177 23.94557823] ; [28.94557823 86.05442177],0
s7,1,0.372651,0.794805,[ 6 23] ; [33 81],[ 7.90909091 21.09090909] ; [31.09090909 82.90909091],0
a6,1,0.40286,0.699774,[16 17] ; [68 52],[18.11764706 14.88235294] ; [65.88235294 54.11764706],0
d3,1,0.473369,0.514101,[15 18] ; [63 57],[16.82352941 16.17647059] ; [61.17647059 58.82352941],0
n1,1,0.491525,0.473186,[ 7 10] ; [17 36],[ 5.82857143 11.17142857] ; [18.17142857 34.82857143],0
s5,1,0.530749,0.392958,[ 5 28] ; [23 92],[ 6.24324324 26.75675676] ; [21.75675676 93.24324324],0
d2,1,0.599606,0.27559,[17 15] ; [57 62],[15.68211921 16.31788079] ; [58.31788079 60.68211921],0
d5,1,0.610432,0.259546,[21 12] ; [82 38],[22.21568627 10.78431373] ; [80.78431373 39.21568627],0
a2,1,0.61063,0.259259,[ 5 28] ; [23 98],[ 6. 27.] ; [22. 99.],0
u4,1,0.611814,0.257542,[ 1 32] ; [  2 119],[ 0.64285714 32.35714286] ; [  2.35714286 118.64285714],0
p12,1,0.616819,0.250364,[ 1 32] ; [  2 118],[ 0.64705882 32.35294118] ; [  2.35294118 117.64705882],0
a4,1,0.624884,0.239062,[13 19] ; [55 66],[14.22222222 17.77777778] ; [53.77777778 67.22222222],0
n5,1,0.664847,0.187689,[19 14] ; [64 56],[17.90196078 15.09803922] ; [65.09803922 54.90196078],0
