Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,171.041334,[487  52] ; [77 98],[425.76470588 113.23529412] ; [138.23529412  36.76470588],1
n6,1,0.0,93.471066,[494  43] ; [107  67],[453.91983122  83.08016878] ; [147.08016878  26.91983122],1
p10,1,0.0,28.486242,[456  76] ; [116  56],[432.25  99.75] ; [139.75  32.25],1
p4,1,1e-06,24.108669,[354 180] ; [79 95],[326.58474576 207.41525424] ; [106.41525424  67.58474576],1
v1,1,1e-05,19.514333,[321 207] ; [70 99],[296.19512195 231.80487805] ; [94.80487805 74.19512195],1
p9,1,2.6e-05,17.705455,[463  67] ; [127  45],[445.44159544  84.55840456] ; [144.55840456  27.44159544],1
s7,1,5.4e-05,16.302652,[283 228] ; [ 62 104],[260.40620384 250.59379616] ; [84.59379616 81.40620384],1
s6,1,0.000202,13.814012,[389 139] ; [101  71],[369.6 158.4] ; [120.4  51.6],1
p11,1,0.000371,12.673267,[446  93] ; [123  52],[429.53921569 109.46078431] ; [139.46078431  35.53921569],1
v3,1,0.000518,12.047936,[237 282] ; [ 49 113],[217.96475771 301.03524229] ; [68.03524229 93.96475771],1
p3,1,0.000624,11.701697,[292 243] ; [ 69 105],[272.40479549 262.59520451] ; [88.59520451 85.40479549],1
s2,1,0.000727,11.419656,[298 233] ; [ 72 102],[278.68085106 252.31914894] ; [91.31914894 82.68085106],1
p6,1,0.00075,11.361358,[215 314] ; [ 45 126],[196.48571429 332.51428571] ; [ 63.51428571 107.48571429],1
s8,1,0.000771,11.310216,[268 265] ; [ 62 112],[248.78359264 284.21640736] ; [81.21640736 92.78359264],1
p7,1,0.001012,10.806309,[360 162] ; [95 77],[342.23342939 179.76657061] ; [112.76657061  59.23342939],0
p5,1,0.001141,10.582743,[ 73 460] ; [  8 165],[ 61.15155807 471.84844193] ; [ 19.84844193 153.15155807],0
p8,1,0.00148,10.103775,[305 220] ; [77 97],[286.90987124 238.09012876] ; [95.09012876 78.90987124],0
a2,1,0.002895,8.872307,[157 382] ; [ 31 144],[141.92156863 397.07843137] ; [ 46.07843137 128.92156863],0
a3,1,0.005318,7.767934,[406 129] ; [114  61],[391.83098592 143.16901408] ; [128.16901408  46.83098592],0
a8,1,0.005511,7.703672,[ 82 399] ; [ 13 148],[ 71.17601246 409.82398754] ; [ 23.82398754 137.17601246],0
p2,1,0.005701,7.642602,[460  76] ; [133  40],[448.30465444  87.69534556] ; [144.69534556  28.30465444],0
u1,1,0.005819,7.60539,[123 416] ; [ 23 152],[110.21568627 428.78431373] ; [ 35.78431373 139.21568627],0
d2,1,0.00657,7.387004,[287 249] ; [ 73 102],[271.39240506 264.60759494] ; [88.60759494 86.39240506],0
s5,1,0.009028,6.817336,[198 323] ; [ 44 120],[184.06131387 336.93868613] ; [ 57.93868613 106.06131387],0
v4,1,0.016103,5.791646,[530   8] ; [166   8],[525.91011236  12.08988764] ; [170.08988764   3.91011236],0
p12,1,0.016374,5.762274,[ 53 480] ; [  7 165],[ 45.36170213 487.63829787] ; [ 14.63829787 157.36170213],0
s3,1,0.017876,5.608264,[318 210] ; [87 87],[304.61538462 223.38461538] ; [100.38461538  73.61538462],0
a4,1,0.020091,5.403989,[265 270] ; [ 69 106],[251.67605634 283.32394366] ; [82.32394366 92.67605634],0
b2,1,0.020156,5.398324,[136 197] ; [27 70],[126.23023256 206.76976744] ; [36.76976744 60.23023256],0
b3,1,0.020156,5.398324,[136 197] ; [27 70],[126.23023256 206.76976744] ; [36.76976744 60.23023256],0
n1,1,0.020361,5.380655,[43 51] ; [12 35],[36.66666667 57.33333333] ; [18.33333333 28.66666667],0
a5,1,0.026255,4.939132,[425 113] ; [124  51],[414.25245442 123.74754558] ; [134.74754558  40.25245442],0
u4,1,0.070738,3.265809,[ 16 523] ; [  1 174],[ 12.83333333 526.16666667] ; [  4.16666667 170.83333333],0
b1,1,0.092773,2.825579,[217 322] ; [ 58 117],[207.59803922 331.40196078] ; [ 67.40196078 107.59803922],0
r2,1,0.102825,2.661169,[531   6] ; [169   5],[528.69198312   8.30801688] ; [171.30801688   2.69198312],0
d1,1,0.103717,2.647437,[342 197] ; [99 76],[332.91176471 206.08823529] ; [108.08823529  66.91176471],0
d5,1,0.111131,2.53807,[448  88] ; [137  38],[441.01265823  94.98734177] ; [143.98734177  31.01265823],0
b4,1,0.13272,2.260395,[304 235] ; [110  65],[312.52941176 226.47058824] ; [101.47058824  73.52941176],0
s4,1,0.150145,2.070778,[ 81 447] ; [ 35 140],[ 87.12375533 440.87624467] ; [ 28.87624467 146.12375533],0
n2,1,0.268021,1.226849,[75 21] ; [32 14],[72.33802817 23.66197183] ; [34.66197183 11.33802817],0
a6,1,0.366423,0.815758,[380 155] ; [118  57],[375.25352113 159.74647887] ; [122.74647887  52.25352113],0
v2,1,0.388224,0.744498,[311 206] ; [93 72],[306.25806452 210.74193548] ; [97.74193548 67.25806452],0
p1,1,0.414045,0.667155,[ 48 487] ; [ 12 160],[ 45.40311174 489.59688826] ; [ 14.59688826 157.40311174],0
r3,1,0.437125,0.603818,[526  11] ; [173   2],[527.19522472   9.80477528] ; [171.80477528   3.19522472],0
n3,1,0.51641,0.421056,[71 23] ; [37  9],[72.51428571 21.48571429] ; [35.48571429 10.51428571],0
d3,1,0.599691,0.275462,[381 155] ; [128  47],[383.71870605 152.28129395] ; [125.28129395  49.71870605],0
s1,1,0.625309,0.238476,[ 17 510] ; [  7 168],[ 18.01709402 508.98290598] ; [  5.98290598 169.01709402],0
a1,1,0.625352,0.238416,[ 23 516] ; [  6 169],[ 21.89215686 517.10784314] ; [  7.10784314 167.89215686],0
b5,1,0.766593,0.08811,[321 218] ; [102  73],[319.32352941 219.67647059] ; [103.67647059  71.32352941],0
u3,1,0.769525,0.085847,[85 48] ; [39 20],[85.89583333 47.10416667] ; [38.10416667 20.89583333],0
d4,1,0.838084,0.041757,[449  85] ; [146  29],[448.13822285  85.86177715] ; [146.86177715  28.13822285],0
a7,1,0.841639,0.039919,[401 136] ; [132  43],[401.99578652 135.00421348] ; [131.00421348  43.99578652],0
u2,1,0.897994,0.016434,[77 55] ; [35 24],[77.40314136 54.59685864] ; [34.59685864 24.40314136],0
