Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,2.2e-05,18.007161,[64  6] ; [34 23],[54.01574803 15.98425197] ; [43.98425197 13.01574803],1
r3,1,0.000508,12.086824,[64  8] ; [36 21],[55.81395349 16.18604651] ; [44.18604651 12.81395349],1
p7,1,0.000722,11.430656,[43 29] ; [17 40],[33.48837209 38.51162791] ; [26.51162791 30.48837209],1
r4,1,0.001263,10.396382,[54 18] ; [27 30],[45.20930233 26.79069767] ; [35.79069767 21.20930233],0
p4,1,0.002603,9.066674,[35 37] ; [13 44],[26.79069767 45.20930233] ; [21.20930233 35.79069767],0
p11,1,0.003328,8.618497,[44 28] ; [20 37],[35.72093023 36.27906977] ; [28.27906977 28.72093023],0
a1,1,0.005111,7.839589,[ 1 71] ; [ 8 49],[ 5.02325581 66.97674419] ; [ 3.97674419 53.02325581],0
p8,1,0.006259,7.47432,[29 43] ; [10 46],[21.9375 50.0625] ; [17.0625 38.9375],0
v1,1,0.007489,7.151754,[25 47] ; [ 8 49],[18.41860465 53.58139535] ; [14.58139535 42.41860465],0
d3,1,0.007773,7.084942,[46 26] ; [23 34],[38.51162791 33.48837209] ; [30.48837209 26.51162791],0
s8,1,0.012567,6.22906,[17 55] ; [ 4 52],[11.8125 60.1875] ; [ 9.1875 46.8125],0
p6,1,0.015744,5.831212,[22 49] ; [ 7 48],[16.34126984 54.65873016] ; [12.65873016 42.34126984],0
s1,1,0.01875,5.524672,[ 2 69] ; [ 8 49],[ 5.546875 65.453125] ; [ 4.453125 52.546875],0
s7,1,0.02222,5.228508,[22 46] ; [ 8 47],[16.58536585 51.41463415] ; [13.41463415 41.58536585],0
r1,1,0.022893,5.176599,[53 19] ; [31 26],[46.88372093 25.11627907] ; [37.11627907 19.88372093],0
s3,1,0.025207,5.009596,[36 36] ; [17 39],[29.8125 42.1875] ; [23.1875 32.8125],0
s2,1,0.046578,3.960574,[25 46] ; [11 46],[19.96875 51.03125] ; [16.03125 40.96875],0
