Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.623018,[286  29] ; [47 29],[268.27365729  46.72634271] ; [64.72634271 11.27365729],1
p2,1,0.0,27.660295,[282  35] ; [49 27],[266.98982188  50.01017812] ; [64.01017812 11.98982188],1
n5,1,2e-06,23.056492,[259  57] ; [42 33],[243.26342711  72.73657289] ; [57.73657289 17.26342711],1
p9,1,7e-06,20.081386,[288  25] ; [56 20],[276.79177378  36.20822622] ; [67.20822622  8.79177378],1
p8,1,3.7e-05,17.002097,[193 117] ; [27 48],[177.14285714 132.85714286] ; [42.85714286 32.14285714],1
n6,1,0.000481,12.188642,[281  35] ; [55 20],[271.54987212  44.45012788] ; [64.45012788 10.54987212],1
n4,1,0.003233,8.6713,[269  50] ; [53 23],[260.04556962  58.95443038] ; [61.95443038 14.04556962],0
p7,1,0.00855,6.914543,[220  92] ; [41 34],[210.41860465 101.58139535] ; [50.58139535 24.41860465],0
p5,1,0.009953,6.643291,[ 41 277] ; [ 2 74],[ 34.70558376 283.29441624] ; [ 8.29441624 67.70558376],0
p12,1,0.011168,6.438445,[ 40 276] ; [ 2 74],[ 33.85714286 282.14285714] ; [ 8.14285714 67.85714286],0
u2,1,0.01215,6.288861,[37 22] ; [ 4 11],[32.68918919 26.31081081] ; [8.31081081 6.68918919],0
s4,1,0.020275,5.388085,[ 35 281] ; [16 60],[ 41.1122449 274.8877551] ; [ 9.8877551 66.1122449],0
b1,1,0.025655,4.979116,[110 210] ; [37 40],[118.48866499 201.51133501] ; [28.51133501 48.48866499],0
s1,1,0.029837,4.718676,[  4 309] ; [ 4 73],[  6.42051282 306.57948718] ; [ 1.57948718 75.42051282],0
v1,1,0.036019,4.39621,[213  98] ; [43 34],[205.19587629 105.80412371] ; [50.80412371 26.19587629],0
a4,1,0.048827,3.881284,[159 160] ; [48 29],[166.75 152.25] ; [40.25 36.75],0
p4,1,0.050436,3.826892,[214 101] ; [42 33],[206.76923077 108.23076923] ; [49.23076923 25.76923077],0
a2,1,0.051391,3.795487,[ 96 224] ; [32 45],[103.17380353 216.82619647] ; [24.82619647 52.17380353],0
v4,1,0.052158,3.770694,[304  12] ; [70  7],[300.72264631  15.27735369] ; [73.27735369  3.72264631],0
s2,1,0.11068,2.544479,[167 148] ; [48 28],[173.20971867 141.79028133] ; [41.79028133 34.20971867],0
n1,1,0.13297,2.257488,[14 37] ; [10 12],[16.76712329 34.23287671] ; [ 7.23287671 14.76712329],0
s6,1,0.148385,2.088772,[211 102] ; [57 18],[216.19587629  96.80412371] ; [51.80412371 23.19587629],0
v3,1,0.158865,1.984994,[180 132] ; [36 38],[174.59067358 137.40932642] ; [41.40932642 32.59067358],0
p3,1,0.173299,1.854171,[188 129] ; [38 37],[182.76020408 134.23979592] ; [43.23979592 31.76020408],0
u3,1,0.22028,1.502545,[39 22] ; [7 8],[36.92105263 24.07894737] ; [9.07894737 5.92105263],0
r4,1,0.232002,1.428545,[296  24] ; [68  9],[293.40050378  26.59949622] ; [70.59949622  6.40050378],0
r3,1,0.291228,1.113937,[311   6] ; [74  3],[309.75888325   7.24111675] ; [75.24111675  1.75888325],0
b5,1,0.320015,0.988885,[188 132] ; [50 27],[191.83879093 128.16120907] ; [46.16120907 30.83879093],0
s8,1,0.330606,0.946523,[160 154] ; [34 42],[156.19487179 157.80512821] ; [37.80512821 38.19487179],0
a1,1,0.333986,0.933381,[ 22 298] ; [ 3 74],[ 20.1511335 299.8488665] ; [ 4.8488665 72.1511335],0
s3,1,0.362944,0.827682,[177 133] ; [39 37],[173.47150259 136.52849741] ; [42.52849741 33.47150259],0
p6,1,0.375886,0.784113,[120 194] ; [32 41],[123.32816537 190.67183463] ; [28.67183463 44.32816537],0
r1,1,0.389422,0.740747,[280  38] ; [65 12],[277.74683544  40.25316456] ; [67.25316456  9.74683544],0
d2,1,0.409197,0.681134,[186 132] ; [49 28],[189.18987342 128.81012658] ; [45.81012658 31.18987342],0
a8,1,0.460532,0.544601,[ 46 238] ; [ 8 56],[ 44.06896552 239.93103448] ; [ 9.93103448 54.06896552],0
b4,1,0.4734,0.514028,[193 127] ; [43 34],[190.22670025 129.77329975] ; [45.77329975 31.22670025],0
s5,1,0.502551,0.449546,[119 188] ; [31 41],[121.50395778 185.49604222] ; [28.49604222 43.50395778],0
r2,1,0.527643,0.398928,[301  13] ; [75  2],[301.95396419  12.04603581] ; [74.04603581  2.95396419],0
d3,1,0.557266,0.344461,[234  85] ; [59 18],[236.02777778  82.97222222] ; [56.97222222 20.02777778],0
a6,1,0.578301,0.308989,[237  81] ; [55 22],[235.07848101  82.92151899] ; [56.92151899 20.07848101],0
p1,1,0.58364,0.300387,[ 27 291] ; [ 5 71],[ 25.82741117 292.17258883] ; [ 6.17258883 69.82741117],0
b2,1,0.597496,0.27879,[ 89 123] ; [15 25],[ 87.49206349 124.50793651] ; [16.50793651 23.49206349],0
b3,1,0.597496,0.27879,[ 89 123] ; [15 25],[ 87.49206349 124.50793651] ; [16.50793651 23.49206349],0
d5,1,0.603958,0.269067,[279  40] ; [69  8],[280.33333333  38.66666667] ; [67.66666667  9.33333333],0
d4,1,0.617008,0.250095,[284  35] ; [67 10],[282.75  36.25] ; [68.25  8.75],0
s7,1,0.62243,0.242467,[176 130] ; [38 32],[174.15957447 131.84042553] ; [39.84042553 30.15957447],0
d1,1,0.675199,0.175581,[228  92] ; [53 24],[226.49874055  93.50125945] ; [54.50125945 22.49874055],0
n2,1,0.703628,0.144726,[43 10] ; [17  5],[42.4 10.6] ; [17.6  4.4],0
n3,1,0.867941,0.027647,[40 13] ; [17  5],[40.28 12.72] ; [16.72  5.28],0
a3,1,0.892594,0.018231,[259  60] ; [62 15],[258.58333333  60.41666667] ; [62.41666667 14.58333333],0
u1,1,0.904751,0.014319,[ 81 239] ; [20 57],[ 81.41057935 238.58942065] ; [19.58942065 57.41057935],0
u4,1,0.960943,0.002398,[  8 312] ; [ 2 75],[  8.0604534 311.9395466] ; [ 1.9395466 75.0604534],0
a7,1,0.990965,0.000128,[245  75] ; [59 18],[245.03778338  74.96221662] ; [58.96221662 18.03778338],0
