Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,167.464176,[441  62] ; [48 90],[383.72386895 119.27613105] ; [105.27613105  32.72386895],1
n6,1,0.0,51.058726,[459  45] ; [92 45],[433.23556942  70.76443058] ; [117.76443058  19.23556942],1
p4,1,1e-06,24.313429,[345 159] ; [63 75],[320.29906542 183.70093458] ; [87.70093458 50.29906542],1
d2,1,1e-06,23.906568,[293 213] ; [48 91],[267.51317829 238.48682171] ; [73.48682171 65.51317829],1
s7,1,2e-06,22.833246,[279 208] ; [46 89],[254.46141479 232.53858521] ; [70.53858521 64.46141479],1
a5,1,1.5e-05,18.708273,[415  92] ; [90 49],[396.33900929 110.66099071] ; [108.66099071  30.33900929],1
p3,1,2.1e-05,18.086481,[288 217] ; [51 88],[265.83074534 239.16925466] ; [73.16925466 65.83074534],1
d5,1,2.9e-05,17.451412,[460  47] ; [108  31],[445.78328173  61.21671827] ; [122.21671827  16.78328173],1
a3,1,5.2e-05,16.357363,[405 100] ; [88 50],[387.19284603 117.80715397] ; [105.80715397  32.19284603],1
a8,1,0.000101,15.112948,[ 81 378] ; [  5 123],[ 67.24701874 391.75298126] ; [ 18.75298126 109.24701874],1
p6,1,0.000195,13.878792,[219 280] ; [ 36 101],[200.07075472 298.92924528] ; [54.92924528 82.07075472],1
d1,1,0.000211,13.72907,[374 133] ; [80 59],[356.3126935 150.6873065] ; [97.6873065 41.3126935],1
a4,1,0.000365,12.701156,[272 234] ; [51 88],[253.39224806 252.60775194] ; [69.60775194 69.39224806],1
s8,1,0.000406,12.503329,[263 241] ; [49 90],[244.55365474 259.44634526] ; [67.44634526 71.55365474],1
s4,1,0.002167,9.402145,[ 74 426] ; [ 36 103],[ 86.07198748 413.92801252] ; [ 23.92801252 115.07198748],0
v3,1,0.003095,8.750449,[214 274] ; [38 91],[199.31280389 288.68719611] ; [52.68719611 76.31280389],0
a2,1,0.003153,8.716681,[147 360] ; [ 23 116],[133.42105263 373.57894737] ; [ 36.57894737 102.42105263],0
u1,1,0.005944,7.567321,[116 391] ; [ 17 122],[104.38235294 402.61764706] ; [ 28.61764706 110.38235294],0
p11,1,0.007015,7.269186,[432  75] ; [105  34],[421.45356037  85.54643963] ; [115.54643963  23.45356037],0
p5,1,0.007153,7.234142,[ 77 425] ; [  9 129],[ 67.45625 434.54375] ; [ 18.54375 119.45625],0
r4,1,0.007621,7.120323,[468  39] ; [118  21],[459.91021672  47.08978328] ; [126.08978328  12.91021672],0
