Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.5e-05,18.756455,[60 16] ; [19 28],[48.81300813 27.18699187] ; [30.18699187 16.81300813],1
p1,1,0.031388,4.631622,[13 63] ; [ 2 46],[ 9.19354839 66.80645161] ; [ 5.80645161 42.19354839],0
n6,1,0.039679,4.231565,[59 17] ; [29 19],[53.93548387 22.06451613] ; [34.06451613 13.93548387],0
n1,1,0.051384,3.795722,[12 10] ; [ 5 15],[ 8.9047619 13.0952381] ; [ 8.0952381 11.9047619],0
r2,1,0.051989,3.776114,[66 10] ; [35 13],[61.90322581 14.09677419] ; [39.09677419  8.90322581],0
p6,1,0.055089,3.679375,[21 54] ; [ 6 40],[16.73553719 58.26446281] ; [10.26446281 35.73553719],0
p3,1,0.056271,3.644003,[30 46] ; [11 37],[25.12903226 50.87096774] ; [15.87096774 32.12903226],0
b3,1,0.085887,2.949818,[22 28] ; [ 5 17],[18.75 31.25] ; [ 8.25 13.75],0
b2,1,0.085887,2.949818,[22 28] ; [ 5 17],[18.75 31.25] ; [ 8.25 13.75],0
d4,1,0.089852,2.87702,[24 52] ; [22 25],[28.42276423 47.57723577] ; [17.57723577 29.42276423],0
a6,1,0.092831,2.824575,[45 31] ; [21 27],[40.4516129 35.5483871] ; [25.5483871 22.4516129],0
v2,1,0.099864,2.707714,[30 42] ; [12 33],[25.84615385 46.15384615] ; [16.15384615 28.84615385],0
p12,1,0.11171,2.529856,[ 7 68] ; [ 1 47],[ 4.87804878 70.12195122] ; [ 3.12195122 44.87804878],0
a5,1,0.1229,2.379967,[36 40] ; [16 32],[31.87096774 44.12903226] ; [20.12903226 27.87096774],0
r1,1,0.128352,2.312328,[50 26] ; [25 23],[45.96774194 30.03225806] ; [29.03225806 18.96774194],0
v3,1,0.14693,2.103837,[23 51] ; [ 9 38],[19.57024793 54.42975207] ; [12.42975207 34.57024793],0
p8,1,0.212721,1.552811,[32 42] ; [15 32],[28.74380165 45.25619835] ; [18.25619835 28.74380165],0
s4,1,0.2149,1.538108,[ 7 69] ; [ 8 40],[ 9.19354839 66.80645161] ; [ 5.80645161 42.19354839],0
u3,1,0.227075,1.459087,[15 30] ; [12 13],[17.35714286 27.64285714] ; [ 9.64285714 15.35714286],0
a4,1,0.241607,1.371196,[19 55] ; [ 8 40],[16.37704918 57.62295082] ; [10.62295082 37.37704918],0
d3,1,0.249003,1.328888,[21 55] ; [18 30],[23.90322581 52.09677419] ; [15.09677419 32.90322581],0
r4,1,0.249003,1.328888,[55 21] ; [30 18],[52.09677419 23.90322581] ; [32.90322581 15.09677419],0
s6,1,0.257635,1.281419,[29 45] ; [14 34],[26.08196721 47.91803279] ; [16.91803279 31.08196721],0
s8,1,0.269811,1.217705,[17 58] ; [ 7 41],[14.63414634 60.36585366] ; [ 9.36585366 38.63414634],0
s7,1,0.293008,1.105747,[18 52] ; [ 8 38],[15.68965517 54.31034483] ; [10.31034483 35.68965517],0
p10,1,0.297463,1.085532,[45 28] ; [25 23],[42.23140496 30.76859504] ; [27.76859504 20.23140496],0
p5,1,0.321456,0.983012,[ 9 67] ; [ 3 44],[ 7.41463415 68.58536585] ; [ 4.58536585 42.41463415],0
v1,1,0.338652,0.915529,[30 44] ; [15 32],[27.52066116 46.47933884] ; [17.47933884 29.52066116],0
p7,1,0.374422,0.788935,[35 41] ; [25 21],[37.37704918 38.62295082] ; [22.62295082 23.37704918],0
a2,1,0.410456,0.67748,[ 6 70] ; [ 2 46],[ 4.90322581 71.09677419] ; [ 3.09677419 44.90322581],0
p2,1,0.433573,0.613233,[47 29] ; [33 15],[49.03225806 26.96774194] ; [30.96774194 17.03225806],0
a3,1,0.447416,0.577191,[31 43] ; [23 24],[33.02479339 40.97520661] ; [20.97520661 26.02479339],0
u2,1,0.448799,0.573684,[17 27] ; [12 13],[18.49275362 25.50724638] ; [10.50724638 14.49275362],0
s3,1,0.46818,0.526268,[23 51] ; [12 36],[21.2295082 52.7704918] ; [13.7704918 34.2295082],0
p4,1,0.542089,0.371682,[28 47] ; [15 32],[26.43442623 48.56557377] ; [16.56557377 30.43442623],0
b5,1,0.551971,0.353799,[37 39] ; [26 22],[38.61290323 37.38709677] ; [24.38709677 23.61290323],0
a1,1,0.570766,0.321402,[ 5 71] ; [ 2 46],[ 4.29032258 71.70967742] ; [ 2.70967742 45.29032258],0
s1,1,0.572012,0.319327,[ 3 72] ; [ 3 45],[ 3.65853659 71.34146341] ; [ 2.34146341 45.65853659],0
v4,1,0.630419,0.231492,[64 12] ; [38  9],[63.02439024 12.97560976] ; [38.97560976  8.02439024],0
u1,1,0.637463,0.222076,[ 2 74] ; [ 2 46],[ 2.4516129 73.5483871] ; [ 1.5483871 46.4516129],0
d1,1,0.637463,0.222076,[ 2 74] ; [ 2 46],[ 2.4516129 73.5483871] ; [ 1.5483871 46.4516129],0
b4,1,0.6834,0.166323,[44 32] ; [26 22],[42.90322581 33.09677419] ; [27.09677419 20.90322581],0
p11,1,0.719864,0.128623,[53 23] ; [32 16],[52.09677419 23.90322581] ; [32.90322581 15.09677419],0
a8,1,0.726346,0.122493,[ 6 65] ; [ 3 42],[ 5.50862069 65.49137931] ; [ 3.49137931 41.50862069],0
n2,1,0.775387,0.081417,[17  6] ; [14  6],[16.58139535  6.41860465] ; [14.41860465  5.58139535],0
a7,1,0.886484,0.020379,[37 39] ; [24 24],[37.38709677 38.61290323] ; [23.61290323 24.38709677],0
s5,1,0.891028,0.01877,[10 63] ; [ 7 41],[10.25619835 62.74380165] ; [ 6.74380165 41.25619835],0
b1,1,0.904873,0.014282,[34 42] ; [22 26],[34.32258065 41.67741935] ; [21.67741935 26.32258065],0
r3,1,0.910799,0.012551,[60 15] ; [38 10],[59.75609756 15.24390244] ; [38.24390244  9.75609756],0
n3,1,0.919954,0.010099,[15  6] ; [14  6],[14.85365854  6.14634146] ; [14.14634146  5.85365854],0
d2,1,0.943301,0.005058,[17 59] ; [11 37],[17.16129032 58.83870968] ; [10.83870968 37.16129032],0
p9,1,0.958342,0.002728,[49 24] ; [32 16],[48.8677686 24.1322314] ; [32.1322314 15.8677686],0
