Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.002966,8.82857,[64 17] ; [47 35],[55.1595092 25.8404908] ; [55.8404908 26.1595092],0
v2,1,0.004132,8.224745,[35 42] ; [52 24],[43.78431373 33.21568627] ; [43.21568627 32.78431373],0
s8,1,0.007927,7.049829,[33 49] ; [50 32],[41.5 40.5] ; [41.5 40.5],0
v3,1,0.011744,6.349079,[23 56] ; [38 40],[30.69426752 48.30573248] ; [30.30573248 47.69426752],0
a5,1,0.022221,5.228367,[46 36] ; [60 22],[53. 29.] ; [53. 29.],0
s5,1,0.02974,4.724257,[26 53] ; [39 39],[32.70700637 46.29299363] ; [32.29299363 45.70700637],0
r4,1,0.056257,3.644444,[68 14] ; [76  6],[72. 10.] ; [72. 10.],0
b3,1,0.085867,2.950203,[12 31] ; [23 28],[16.0106383 26.9893617] ; [18.9893617 32.0106383],0
b2,1,0.085867,2.950203,[12 31] ; [23 28],[16.0106383 26.9893617] ; [18.9893617 32.0106383],0
n1,1,0.091825,2.842079,[ 6 17] ; [12 12],[ 8.80851064 14.19148936] ; [ 9.19148936 14.80851064],0
n5,1,0.092394,2.832168,[50 31] ; [60 21],[55. 26.] ; [55. 26.],0
s6,1,0.093322,2.81612,[59 22] ; [67 13],[63.39130435 17.60869565] ; [62.60869565 17.39130435],0
a3,1,0.10376,2.646771,[51 31] ; [60 21],[55.8404908 26.1595092] ; [55.1595092 25.8404908],0
p2,1,0.131978,2.269079,[62 19] ; [54 28],[57.64417178 23.35582822] ; [58.35582822 23.64417178],0
n4,1,0.142235,2.15361,[52 30] ; [60 21],[56.34355828 25.65644172] ; [55.65644172 25.34355828],0
a6,1,0.151053,2.061587,[52 29] ; [43 38],[47.5 33.5] ; [47.5 33.5],0
p8,1,0.184844,1.758242,[32 48] ; [24 56],[28. 52.] ; [28. 52.],0
u2,1,0.191654,1.704857,[13 17] ; [13  8],[15.29411765 14.70588235] ; [10.70588235 10.29411765],0
a4,1,0.202708,1.622758,[29 53] ; [37 45],[33. 49.] ; [33. 49.],0
s7,1,0.212342,1.555388,[46 34] ; [53 26],[49.81132075 30.18867925] ; [49.18867925 29.81132075],0
a1,1,0.246499,1.343039,[ 2 80] ; [ 5 77],[ 3.5 78.5] ; [ 3.5 78.5],0
p1,1,0.247827,1.335512,[ 4 76] ; [ 8 74],[ 5.92592593 74.07407407] ; [ 6.07407407 75.92592593],0
r1,1,0.257667,1.28125,[61 21] ; [67 15],[64. 18.] ; [64. 18.],0
b5,1,0.261098,1.262926,[47 35] ; [54 28],[50.5 31.5] ; [50.5 31.5],0
b1,1,0.261098,1.262926,[35 47] ; [28 54],[31.5 50.5] ; [31.5 50.5],0
p3,1,0.266808,1.233083,[16 66] ; [22 60],[19. 63.] ; [19. 63.],0
p12,1,0.294749,1.097802,[ 3 79] ; [ 6 75],[ 4.52760736 77.47239264] ; [ 4.47239264 76.52760736],0
d4,1,0.310534,1.028403,[62 19] ; [68 14],[64.60122699 16.39877301] ; [65.39877301 16.60122699],0
p5,1,0.311261,1.025316,[ 1 80] ; [ 3 78],[ 2. 79.] ; [ 2. 79.],0
s3,1,0.376344,0.782609,[67 14] ; [71 10],[69. 12.] ; [69. 12.],0
p7,1,0.38064,0.768632,[44 34] ; [37 38],[41.29411765 36.70588235] ; [39.70588235 35.29411765],0
p9,1,0.395858,0.720871,[62 17] ; [67 13],[64.09433962 14.90566038] ; [64.90566038 15.09433962],0
d5,1,0.400917,0.705575,[60 20] ; [66 16],[62.22222222 17.77777778] ; [63.77777778 18.22222222],0
n2,1,0.430213,0.622248,[17  6] ; [20  4],[18.10638298  4.89361702] ; [18.89361702  5.10638298],0
u3,1,0.454022,0.560591,[18 13] ; [15  7],[19.30188679 11.69811321] ; [13.69811321  8.30188679],0
d2,1,0.483482,0.490999,[39 42] ; [35 47],[36.77300613 44.22699387] ; [37.22699387 44.77300613],0
