Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.338404,[109  19] ; [ 5 31],[88.97560976 39.02439024] ; [25.02439024 10.97560976],1
v4,1,0.0,30.402006,[112  16] ; [16 20],[99.90243902 28.09756098] ; [28.09756098  7.90243902],1
p11,1,0.0,25.38285,[82 46] ; [ 6 30],[68.68292683 59.31707317] ; [19.31707317 16.68292683],1
r1,1,7.8e-05,15.60287,[92 36] ; [13 23],[81.95121951 46.04878049] ; [23.04878049 12.95121951],1
v2,1,0.000119,14.803528,[61 59] ; [ 5 30],[51.09677419 68.90322581] ; [14.90322581 20.09677419],1
s2,1,0.000123,14.745629,[55 73] ; [ 3 33],[45.26829268 82.73170732] ; [12.73170732 23.26829268],1
s6,1,0.000167,14.174722,[66 61] ; [ 6 30],[56.09815951 70.90184049] ; [15.90184049 20.09815951],1
n6,1,0.000745,11.373395,[90 37] ; [14 21],[81.5308642 45.4691358] ; [22.4691358 12.5308642],1
u3,1,0.000777,11.294665,[30 20] ; [ 1 12],[24.6031746 25.3968254] ; [6.3968254 6.6031746],1
s8,1,0.001509,10.067904,[45 81] ; [ 3 33],[37.33333333 88.66666667] ; [10.66666667 25.33333333],0
u2,1,0.002099,9.461064,[31 18] ; [ 2 11],[26.08064516 22.91935484] ; [6.91935484 6.08064516],0
p10,1,0.002103,9.457016,[73 53] ; [10 25],[64.95652174 61.04347826] ; [18.04347826 16.95652174],0
r2,1,0.003324,8.62034,[112  14] ; [24 11],[106.43478261  19.56521739] ; [29.56521739  5.43478261],0
p9,1,0.00359,8.480219,[74 52] ; [10 23],[66.56603774 59.43396226] ; [17.43396226 15.56603774],0
b5,1,0.003594,8.478405,[81 47] ; [13 23],[73.36585366 54.63414634] ; [20.63414634 15.36585366],0
s7,1,0.006703,7.35076,[48 73] ; [ 5 29],[41.37419355 79.62580645] ; [11.62580645 22.37419355],0
s3,1,0.007659,7.111445,[60 68] ; [ 7 26],[53.26708075 74.73291925] ; [13.73291925 19.26708075],0
d4,1,0.011356,6.408791,[97 29] ; [20 16],[91. 35.] ; [26. 10.],0
n3,1,0.013273,6.132292,[27 13] ; [ 5 11],[22.85714286 17.14285714] ; [9.14285714 6.85714286],0
