Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.395328,[20 56] ; [39 18],[33.71428571 42.28571429] ; [25.28571429 31.71428571],1
s2,1,0.000181,14.018291,[38 39] ; [49 12],[48.54347826 28.45652174] ; [38.45652174 22.54347826],1
p1,1,0.001114,10.628389,[ 1 75] ; [10 50],[ 6.14705882 69.85294118] ; [ 4.85294118 55.14705882],0
s3,1,0.001656,9.896546,[41 34] ; [49 12],[49.63235294 25.36764706] ; [40.36764706 20.63235294],0
b3,1,0.015737,5.832058,[ 5 24] ; [16 19],[ 9.515625 19.484375] ; [11.484375 23.515625],0
b2,1,0.015737,5.832058,[ 5 24] ; [16 19],[ 9.515625 19.484375] ; [11.484375 23.515625],0
p10,1,0.016713,5.726316,[51 25] ; [51  9],[57. 19.] ; [45. 15.],0
p9,1,0.030383,4.6875,[55 20] ; [53  7],[60. 15.] ; [48. 12.],0
p8,1,0.040223,4.208438,[31 44] ; [36 25],[36.94852941 38.05147059] ; [30.05147059 30.94852941],0
d2,1,0.052664,3.75456,[23 54] ; [28 33],[28.45652174 48.54347826] ; [22.54347826 38.45652174],0
p3,1,0.058197,3.588032,[28 49] ; [32 29],[33.47826087 43.52173913] ; [26.52173913 34.47826087],0
p6,1,0.064162,3.426386,[15 59] ; [21 40],[19.73333333 54.26666667] ; [16.26666667 44.73333333],0
s5,1,0.078311,3.099619,[28 47] ; [31 28],[33.02238806 41.97761194] ; [25.97761194 33.02238806],0
p11,1,0.08413,2.983253,[46 31] ; [45 16],[50.77536232 26.22463768] ; [40.22463768 20.77536232],0
v4,1,0.105063,2.626951,[68  8] ; [59  2],[70.45255474  5.54744526] ; [56.54744526  4.45255474],0
u1,1,0.110445,2.547841,[ 5 72] ; [ 9 52],[ 7.8115942 69.1884058] ; [ 6.1884058 54.8115942],0
a8,1,0.11195,2.526474,[ 1 69] ; [ 4 54],[ 2.734375 67.265625] ; [ 2.265625 55.734375],0
b1,1,0.126508,2.334836,[22 55] ; [25 36],[26.22463768 50.77536232] ; [20.77536232 40.22463768],0
n5,1,0.133603,2.25013,[23 53] ; [26 35],[27.18248175 48.81751825] ; [21.81751825 39.18248175],0
p7,1,0.183693,1.767486,[40 34] ; [38 20],[43.72727273 30.27272727] ; [34.27272727 23.72727273],0
p2,1,0.211627,1.560263,[54 22] ; [49 12],[57.13868613 18.86131387] ; [45.86131387 15.13868613],0
d1,1,0.214932,1.537894,[36 41] ; [35 26],[39.61594203 37.38405797] ; [31.38405797 29.61594203],0
