Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,101.214127,[374  13] ; [79 45],[343.07436399  43.92563601] ; [109.92563601  14.07436399],1
r2,1,0.0,52.437568,[376   9] ; [95 26],[358.36956522  26.63043478] ; [112.63043478   8.36956522],1
a5,1,1e-06,25.009696,[278 108] ; [59 65],[255.0627451 130.9372549] ; [81.9372549 42.0627451],1
d1,1,0.000184,13.987177,[212 175] ; [44 80],[193.87866928 193.12133072] ; [62.12133072 61.87866928],1
v2,1,0.000254,13.385336,[209 156] ; [47 76],[191.47540984 173.52459016] ; [64.52459016 58.47540984],1
a2,1,0.000385,12.603892,[ 91 296] ; [ 11 113],[ 77.24853229 309.75146771] ; [24.75146771 99.24853229],1
v4,1,0.000449,12.315414,[368  16] ; [107  16],[359.76331361  24.23668639] ; [115.23668639   7.76331361],1
a6,1,0.001033,10.767054,[278 107] ; [70 54],[263.22200393 121.77799607] ; [84.77799607 39.22200393],0
a4,1,0.002845,8.904303,[170 215] ; [36 88],[155.81532417 229.18467583] ; [50.18467583 73.81532417],0
n4,1,0.003245,8.664411,[284 102] ; [74 50],[270.95686275 115.04313725] ; [87.04313725 36.95686275],0
a7,1,0.003696,8.427545,[296  90] ; [78 45],[283.62278978 102.37721022] ; [90.37721022 32.62278978],0
u1,1,0.003895,8.332092,[ 61 326] ; [  7 117],[ 51.49902153 335.50097847] ; [ 16.50097847 107.49902153],0
v1,1,0.005342,7.760007,[185 195] ; [41 79],[171.76 208.24] ; [54.24 65.76],0
p7,1,0.006916,7.294614,[226 149] ; [56 65],[213.20564516 161.79435484] ; [68.79435484 52.20564516],0
d4,1,0.008165,6.996937,[315  69] ; [88 36],[304.62992126  79.37007874] ; [98.37007874 25.62992126],0
u3,1,0.01012,6.613647,[76 55] ; [21 35],[67.95187166 63.04812834] ; [29.04812834 26.95187166],0
p2,1,0.018704,5.528978,[316  67] ; [88 33],[307.00793651  75.99206349] ; [96.99206349 24.00793651],0
p11,1,0.019309,5.473319,[305  82] ; [85 39],[295.36203523  91.63796477] ; [94.63796477 29.36203523],0
a3,1,0.021297,5.302321,[254 131] ; [67 56],[243.27755906 141.72244094] ; [77.72244094 45.27755906],0
p4,1,0.024327,5.071199,[207 174] ; [52 70],[196.18091451 184.81908549] ; [62.81908549 59.18091451],0
d3,1,0.026001,4.955924,[269 116] ; [72 50],[258.94477318 126.05522682] ; [82.05522682 39.94477318],0
