Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8e-06,20.006181,[116  37] ; [15 24],[104.390625  48.609375] ; [26.609375 12.390625],1
n6,1,0.001572,9.992326,[143  10] ; [29  9],[137.78010471  15.21989529] ; [34.21989529  3.78010471],0
p2,1,0.002888,8.87667,[142  13] ; [29 10],[136.62371134  18.37628866] ; [34.37628866  4.62371134],0
p4,1,0.002972,8.824642,[131  23] ; [25 14],[124.47668394  29.52331606] ; [31.52331606  7.47668394],0
d2,1,0.006315,7.458226,[77 77] ; [29 10],[84.58031088 69.41968912] ; [21.41968912 17.58031088],0
p12,1,0.012261,6.272667,[ 29 125] ; [ 1 38],[ 23.93782383 130.06217617] ; [ 6.06217617 32.93782383],0
v4,1,0.015974,5.805727,[149   5] ; [34  5],[146.02072539   7.97927461] ; [36.97927461  2.02072539],0
b1,1,0.020946,5.331308,[56 99] ; [22 17],[62.31958763 92.68041237] ; [15.68041237 23.31958763],0
p10,1,0.024158,5.083222,[139  15] ; [30  9],[134.84974093  19.15025907] ; [34.15025907  4.84974093],0
n5,1,0.030401,4.686489,[133  22] ; [27 11],[128.49740933  26.50259067] ; [31.50259067  6.49740933],0
p7,1,0.032626,4.565287,[134  19] ; [28 10],[129.76963351  23.23036649] ; [32.23036649  5.76963351],0
p5,1,0.042997,4.095532,[ 34 121] ; [ 3 36],[ 29.56185567 125.43814433] ; [ 7.43814433 31.56185567],0
a2,1,0.04943,3.860692,[ 39 116] ; [16 23],[ 43.94329897 111.05670103] ; [11.05670103 27.94329897],0
v1,1,0.053099,3.740802,[120  32] ; [25 14],[115.39267016  36.60732984] ; [29.60732984  9.39267016],0
p9,1,0.072052,3.235648,[144  10] ; [33  6],[141.23316062  12.76683938] ; [35.76683938  3.23316062],0
s7,1,0.073663,3.199451,[93 56] ; [26  7],[97.42307692 51.57692308] ; [21.57692308 11.42307692],0
s2,1,0.137335,2.207564,[90 63] ; [28 11],[94.03125 58.96875] ; [23.96875 15.03125],0
a4,1,0.141347,2.163235,[71 84] ; [23 16],[75.10309278 79.89690722] ; [18.89690722 20.10309278],0
s5,1,0.169232,1.889729,[59 88] ; [19 17],[62.6557377 84.3442623] ; [15.3442623 20.6557377],0
s4,1,0.181675,1.78387,[ 22 132] ; [ 9 30],[ 24.7357513 129.2642487] ; [ 6.2642487 32.7357513],0
r3,1,0.213451,1.547864,[149   5] ; [36  3],[147.61658031   6.38341969] ; [37.38341969  1.61658031],0
d1,1,0.25179,1.313343,[96 59] ; [28 11],[99.07216495 55.92783505] ; [24.92783505 14.07216495],0
v3,1,0.275671,1.188309,[89 63] ; [18 19],[86.05291005 65.94708995] ; [20.94708995 16.05291005],0
s6,1,0.351599,0.867678,[113  39] ; [31  7],[115.2  36.8] ; [28.8  9.2],0
a7,1,0.367548,0.811936,[121  33] ; [28 11],[118.89119171  35.10880829] ; [30.10880829  8.89119171],0
u3,1,0.395665,0.721461,[23 16] ; [6 2],[24.06382979 14.93617021] ; [4.93617021 3.06382979],0
s1,1,0.415958,0.661708,[  4 150] ; [ 2 37],[  4.78756477 149.21243523] ; [ 1.21243523 37.78756477],0
p3,1,0.418833,0.653588,[109  45] ; [25 14],[106.92227979  47.07772021] ; [27.07772021 11.92227979],0
b2,1,0.427045,0.630846,[49 54] ; [ 8 13],[47.34677419 55.65322581] ; [ 9.65322581 11.34677419],0
b3,1,0.427045,0.630846,[49 54] ; [ 8 13],[47.34677419 55.65322581] ; [ 9.65322581 11.34677419],0
a1,1,0.428234,0.627609,[ 14 141] ; [ 2 37],[ 12.78350515 142.21649485] ; [ 3.21649485 35.78350515],0
u2,1,0.470398,0.521041,[24 15] ; [6 2],[24.89361702 14.10638298] ; [5.10638298 2.89361702],0
u1,1,0.477003,0.505707,[ 39 116] ; [12 27],[ 40.74742268 114.25257732] ; [10.25257732 28.74742268],0
a6,1,0.486506,0.484244,[105  48] ; [29 10],[106.78125  46.21875] ; [27.21875 11.78125],0
a5,1,0.530142,0.39412,[120  35] ; [32  7],[121.44329897  33.55670103] ; [30.55670103  8.44329897],0
d3,1,0.542385,0.371138,[111  43] ; [30  9],[112.50777202  41.49222798] ; [28.49222798 10.50777202],0
d4,1,0.567419,0.327021,[132  22] ; [32  7],[130.86010363  23.13989637] ; [33.13989637  5.86010363],0
u4,1,0.569073,0.324236,[  5 150] ; [ 2 37],[  5.59278351 149.40721649] ; [ 1.40721649 37.59278351],0
a3,1,0.58576,0.297014,[116  38] ; [31  8],[117.29533679  36.70466321] ; [29.70466321  9.29533679],0
n1,1,0.589154,0.291667,[10 15] ; [5 5],[10.71428571 14.28571429] ; [4.28571429 5.71428571],0
r4,1,0.609882,0.260347,[143  12] ; [35  4],[142.21649485  12.78350515] ; [35.78350515  3.21649485],0
r1,1,0.629318,0.232987,[126  29] ; [33  6],[127.03608247  27.96391753] ; [31.96391753  7.03608247],0
b5,1,0.689193,0.15996,[98 57] ; [26 13],[99.07216495 55.92783505] ; [24.92783505 14.07216495],0
p1,1,0.690686,0.158343,[ 20 135] ; [ 4 34],[ 19.2746114 135.7253886] ; [ 4.7253886 33.2746114],0
s8,1,0.757954,0.094968,[90 63] ; [24 15],[90.84375 62.15625] ; [23.15625 15.84375],0
n2,1,0.79246,0.069231,[17  9] ; [7 3],[17.33333333  8.66666667] ; [6.66666667 3.33333333],0
n4,1,0.849943,0.035794,[133  22] ; [33  6],[132.62886598  22.37113402] ; [33.37113402  5.62886598],0
d5,1,0.897351,0.016643,[129  25] ; [33  6],[129.2642487  24.7357513] ; [32.7357513  6.2642487],0
b4,1,0.901423,0.015342,[101  54] ; [25 14],[100.67010309  54.32989691] ; [25.32989691 13.67010309],0
a8,1,0.936131,0.006421,[ 22 118] ; [ 5 28],[ 21.84971098 118.15028902] ; [ 5.15028902 27.84971098],0
s3,1,0.986367,0.000292,[90 63] ; [23 16],[90.046875 62.953125] ; [22.953125 16.046875],0
r2,1,0.986627,0.000281,[146   8] ; [37  2],[146.02072539   7.97927461] ; [36.97927461  2.02072539],0
