Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,30.219606,[64 73] ; [ 25 125],[42.48432056 94.51567944] ; [ 46.51567944 103.48432056],1
r3,1,3e-06,21.843656,[136   6] ; [116  35],[122.12969283  19.87030717] ; [129.87030717  21.12969283],1
r1,1,1.9e-05,18.328982,[117  26] ; [89 62],[100.19727891  42.80272109] ; [105.80272109  45.19727891],1
v1,1,2.1e-05,18.053781,[79 62] ; [ 47 103],[61.05154639 79.94845361] ; [64.94845361 85.05154639],1
d1,1,0.000152,14.349002,[88 55] ; [60 92],[71.74237288 71.25762712] ; [76.25762712 75.74237288],1
r4,1,0.000613,11.735192,[122  21] ; [104  48],[109.55254237  33.44745763] ; [116.44745763  35.55254237],1
d4,1,0.000893,11.037865,[122  20] ; [106  46],[110.12244898  31.87755102] ; [117.87755102  34.12244898],1
p11,1,0.000942,10.938147,[112  31] ; [92 60],[98.88813559 44.11186441] ; [105.11186441  46.88813559],1
p4,1,0.001494,10.085875,[69 73] ; [ 46 105],[55.7337884 86.2662116] ; [59.2662116 91.7337884],0
p7,1,0.001515,10.06028,[74 68] ; [ 51 100],[60.58020478 81.41979522] ; [64.41979522 86.58020478],0
p10,1,0.002019,9.532091,[109  34] ; [89 61],[96.63481229 46.36518771] ; [101.36518771  48.63481229],0
d3,1,0.002072,9.484741,[102  41] ; [82 70],[89.19322034 53.80677966] ; [94.80677966 57.19322034],0
v4,1,0.002192,9.381191,[133  10] ; [123  29],[124.09491525  18.90508475] ; [131.90508475  20.09491525],0
d5,1,0.002756,8.962337,[120  23] ; [105  47],[109.06779661  33.93220339] ; [115.93220339  36.06779661],0
p2,1,0.00897,6.82875,[110  33] ; [95 56],[99.71088435 43.28911565] ; [105.28911565  45.71088435],0
a3,1,0.009788,6.673084,[103  40] ; [87 64],[92.41496599 50.58503401] ; [97.58503401 53.41496599],0
p3,1,0.010534,6.542259,[58 85] ; [ 40 111],[47.66666667 95.33333333] ; [ 50.33333333 100.66666667],0
a4,1,0.01935,5.46963,[67 75] ; [ 51 100],[57.18771331 84.81228669] ; [60.81228669 90.18771331],0
r2,1,0.023336,5.143347,[127  13] ; [123  28],[120.27491409  19.72508591] ; [129.72508591  21.27491409],0
a6,1,0.026559,4.919242,[104  39] ; [92 60],[95.01016949 47.98983051] ; [100.98983051  51.01016949],0
p9,1,0.033603,4.5148,[108  34] ; [95 52],[99.74394464 42.25605536] ; [103.25605536  43.74394464],0
n2,1,0.040979,4.176903,[25  7] ; [31 24],[20.59770115 11.40229885] ; [35.40229885 19.59770115],0
n3,1,0.045535,3.998714,[24  9] ; [27 26],[19.56976744 13.43023256] ; [31.43023256 21.56976744],0
a7,1,0.049116,3.871378,[104  38] ; [95 57],[96.11564626 45.88435374] ; [102.88435374  49.11564626],0
a5,1,0.072834,3.217969,[106  37] ; [98 54],[98.88813559 44.11186441] ; [105.11186441  46.88813559],0
s1,1,0.096758,2.75818,[  3 139] ; [  9 142],[  5.81569966 136.18430034] ; [  6.18430034 144.81569966],0
u1,1,0.099248,2.717586,[ 21 122] ; [ 13 139],[ 16.48135593 126.51864407] ; [ 17.51864407 134.48135593],0
n4,1,0.107621,2.588809,[102  41] ; [95 57],[95.49491525 47.50508475] ; [101.50508475  50.49491525],0
s4,1,0.11248,2.51903,[ 10 132] ; [ 19 132],[ 14.05460751 127.94539249] ; [ 14.94539249 136.05460751],0
n6,1,0.112705,2.515881,[116  27] ; [110  40],[110.3003413  32.6996587] ; [115.6996587  34.3003413],0
d2,1,0.138385,2.195822,[70 72] ; [61 89],[63.70547945 78.29452055] ; [67.29452055 82.70547945],0
a2,1,0.146173,2.111745,[ 31 112] ; [ 23 129],[ 26.17627119 116.82372881] ; [ 27.82372881 124.17627119],0
s5,1,0.156785,2.004967,[ 30 112] ; [ 22 127],[ 25.37457045 116.62542955] ; [ 26.62542955 122.37457045],0
p8,1,0.167027,1.90943,[60 81] ; [52 98],[54.26804124 86.73195876] ; [57.73195876 92.26804124],0
b1,1,0.169914,1.883699,[50 93] ; [65 87],[55.74576271 87.25423729] ; [59.25423729 92.74576271],0
b4,1,0.191645,1.704928,[71 72] ; [87 65],[76.58983051 66.41016949] ; [81.41016949 70.58983051],0
b5,1,0.206867,1.593217,[80 63] ; [96 56],[85.31525424 57.68474576] ; [90.68474576 61.31525424],0
p5,1,0.206896,1.593016,[ 13 130] ; [  8 143],[ 10.21428571 132.78571429] ; [ 10.78571429 140.21428571],0
s6,1,0.29777,1.084153,[58 85] ; [52 98],[53.68600683 89.31399317] ; [56.31399317 93.68600683],0
a8,1,0.308527,1.036972,[ 16 108] ; [ 13 131],[ 13.41791045 110.58208955] ; [ 15.58208955 128.41791045],0
n1,1,0.436611,0.605174,[ 8 25] ; [17 36],[ 9.59302326 23.40697674] ; [15.40697674 37.59302326],0
s8,1,0.482225,0.493827,[ 28 114] ; [ 25 126],[ 25.68600683 116.31399317] ; [ 27.31399317 123.68600683],0
n5,1,0.563477,0.333719,[97 45] ; [99 53],[94.66666667 47.33333333] ; [101.33333333  50.66666667],0
a1,1,0.697399,0.151192,[  7 136] ; [  9 143],[  7.7559322 135.2440678] ; [  8.2440678 143.7559322],0
s7,1,0.829788,0.046214,[ 26 110] ; [ 29 115],[ 26.71428571 109.28571429] ; [ 28.28571429 115.71428571],0
b2,1,0.872771,0.025645,[29 58] ; [30 57],[29.5 57.5] ; [29.5 57.5],0
b3,1,0.872771,0.025645,[29 58] ; [30 57],[29.5 57.5] ; [29.5 57.5],0
u2,1,0.889202,0.019408,[17 21] ; [30 35],[17.33980583 20.66019417] ; [29.66019417 35.33980583],0
