Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2e-06,22.862417,[20 42] ; [70 29],[34.65838509 27.34161491] ; [55.34161491 43.65838509],1
a6,1,1.4e-05,18.80677,[23 39] ; [71 28],[36.19875776 25.80124224] ; [57.80124224 41.19875776],1
a2,1,0.000462,12.26243,[ 3 59] ; [27 74],[11.41104294 50.58895706] ; [18.58895706 82.41104294],1
u1,1,0.000774,11.303639,[ 2 60] ; [23 78],[ 9.50920245 52.49079755] ; [15.49079755 85.50920245],1
d1,1,0.00201,9.54016,[22 40] ; [61 40],[31.57055215 30.42944785] ; [51.42944785 49.57055215],0
d4,1,0.004961,7.893683,[40 22] ; [83 16],[47.36645963 14.63354037] ; [75.63354037 23.36645963],0
n4,1,0.023435,5.135989,[32 30] ; [70 31],[38.79754601 23.20245399] ; [63.20245399 37.79754601],0
p10,1,0.023819,5.107787,[31 30] ; [68 31],[37.74375 23.25625] ; [61.25625 37.74375],0
n1,1,0.034324,4.478478,[14 10] ; [10 23],[10.10526316 13.89473684] ; [13.89473684 19.10526316],0
n2,1,0.042303,4.123059,[22  3] ; [22 12],[18.6440678  6.3559322] ; [25.3559322  8.6440678],0
b5,1,0.053251,3.736011,[33 29] ; [69 32],[38.79754601 23.20245399] ; [63.20245399 37.79754601],0
v2,1,0.062806,3.461693,[25 32] ; [57 39],[30.54901961 26.45098039] ; [51.45098039 44.54901961],0
n6,1,0.069221,3.301403,[41 21] ; [79 21],[45.92592593 16.07407407] ; [74.07407407 25.92592593],0
d5,1,0.070948,3.260956,[38 24] ; [74 25],[43.13043478 18.86956522] ; [68.86956522 30.13043478],0
n5,1,0.079167,3.081912,[32 29] ; [67 34],[37.27777778 23.72222222] ; [61.72222222 39.27777778],0
a5,1,0.096058,2.769804,[35 27] ; [70 31],[39.93865031 22.06134969] ; [65.06134969 35.93865031],0
b1,1,0.099593,2.712051,[34 28] ; [42 59],[28.90797546 33.09202454] ; [47.09202454 53.90797546],0
v3,1,0.100305,2.700686,[15 41] ; [38 57],[19.65562914 36.34437086] ; [33.34437086 61.65562914],0
p11,1,0.135911,2.223649,[44 18] ; [60 41],[39.55828221 22.44171779] ; [64.44171779 36.55828221],0
a3,1,0.142116,2.154897,[34 28] ; [67 34],[38.41717791 23.58282209] ; [62.58282209 38.41717791],0
s8,1,0.192869,1.695567,[27 34] ; [34 66],[23.11180124 37.88819876] ; [37.88819876 62.11180124],0
r1,1,0.209208,1.576896,[41 21] ; [76 25],[44.50306748 17.49693252] ; [72.49693252 28.50306748],0
p9,1,0.229991,1.440919,[36 25] ; [67 31],[39.51572327 21.48427673] ; [63.48427673 34.51572327],0
n3,1,0.241618,1.37113,[18  5] ; [21 12],[16.01785714  6.98214286] ; [22.98214286 10.01785714],0
p4,1,0.298885,1.079161,[24 37] ; [31 68],[20.96875 40.03125] ; [34.03125 64.96875],0
u3,1,0.335371,0.928046,[19  9] ; [19 15],[17.16129032 10.83870968] ; [20.83870968 13.16129032],0
s1,1,0.342997,0.899199,[ 6 54] ; [ 6 95],[ 4.47204969 55.52795031] ; [ 7.52795031 93.47204969],0
a8,1,0.367995,0.810423,[ 5 57] ; [12 83],[ 6.7133758 55.2866242] ; [10.2866242 84.7133758],0
b2,1,0.370415,0.802271,[16 23] ; [20 42],[13.9009901 25.0990099] ; [22.0990099 39.9009901],0
b3,1,0.370415,0.802271,[16 23] ; [20 42],[13.9009901 25.0990099] ; [22.0990099 39.9009901],0
v4,1,0.37271,0.79461,[53  9] ; [91 10],[54.77300613  7.22699387] ; [89.22699387 11.77300613],0
u2,1,0.436796,0.604684,[14 13] ; [21 13],[15.49180328 11.50819672] ; [19.50819672 14.49180328],0
r2,1,0.495379,0.464823,[55  7] ; [91  8],[56.22360248  5.77639752] ; [89.77639752  9.22360248],0
r4,1,0.561904,0.336418,[52 10] ; [88 13],[53.25153374  8.74846626] ; [86.74846626 14.25153374],0
d2,1,0.571525,0.320137,[28 33] ; [50 49],[29.7375 31.2625] ; [48.2625 50.7375],0
a1,1,0.588966,0.291962,[ 3 59] ; [ 7 94],[ 3.80368098 58.19631902] ; [ 6.19631902 94.80368098],0
s4,1,0.604233,0.268659,[14 48] ; [19 80],[12.70807453 49.29192547] ; [20.29192547 78.70807453],0
v1,1,0.630476,0.231416,[26 35] ; [38 60],[24.55345912 36.44654088] ; [39.44654088 58.55345912],0
b4,1,0.654215,0.200627,[34 28] ; [59 42],[35.37423313 26.62576687] ; [57.62576687 43.37423313],0
a4,1,0.654215,0.200627,[28 34] ; [42 59],[26.62576687 35.37423313] ; [43.37423313 57.62576687],0
s5,1,0.665544,0.186859,[17 39] ; [26 70],[15.84210526 40.15789474] ; [27.15789474 68.84210526],0
p12,1,0.748171,0.103074,[ 4 57] ; [ 8 93],[ 4.51851852 56.48148148] ; [ 7.48148148 93.51851852],0
s7,1,0.758566,0.094473,[23 36] ; [39 55],[23.90849673 35.09150327] ; [38.09150327 55.90849673],0
p3,1,0.785067,0.074377,[20 42] ; [34 65],[20.79503106 41.20496894] ; [33.20496894 65.79503106],0
p1,1,0.787851,0.072416,[ 5 57] ; [ 7 94],[ 4.56441718 57.43558282] ; [ 7.43558282 93.56441718],0
u4,1,0.808929,0.058471,[ 2 60] ; [ 4 97],[ 2.28220859 59.71779141] ; [ 3.71779141 97.28220859],0
p8,1,0.862471,0.030009,[14 48] ; [24 77],[14.45398773 47.54601227] ; [23.54601227 77.45398773],0
p7,1,0.867084,0.028011,[22 38] ; [35 64],[21.50943396 38.49056604] ; [35.49056604 63.50943396],0
p5,1,0.878725,0.023282,[ 4 56] ; [ 6 93],[ 3.77358491 56.22641509] ; [ 6.22641509 92.77358491],0
p6,1,0.888292,0.019731,[14 47] ; [22 78],[13.63975155 47.36024845] ; [22.36024845 77.63975155],0
s2,1,0.892191,0.018369,[28 33] ; [47 53],[28.41614907 32.58385093] ; [46.58385093 53.41614907],0
s6,1,0.933908,0.006877,[35 25] ; [59 41],[35.25 24.75] ; [58.75 41.25],0
s3,1,0.934564,0.006741,[30 31] ; [49 52],[29.74691358 31.25308642] ; [49.25308642 51.74691358],0
