Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.004769,7.965091,[57 11] ; [12 10],[52.13333333 15.86666667] ; [16.86666667  5.13333333],0
s5,1,0.019359,5.46877,[18 47] ; [ 1 22],[14.03409091 50.96590909] ; [ 4.96590909 18.03409091],0
d1,1,0.034428,4.473339,[35 33] ; [ 6 17],[30.63736264 37.36263736] ; [10.36263736 12.63736264],0
p7,1,0.04503,4.017517,[27 38] ; [14  7],[30.98837209 34.01162791] ; [10.01162791 10.98837209],0
b1,1,0.046689,3.95655,[31 37] ; [16  7],[35.12087912 32.87912088] ; [11.87912088 11.12087912],0
b4,1,0.058683,3.574218,[42 26] ; [ 9 14],[38.10989011 29.89010989] ; [12.89010989 10.10989011],0
p6,1,0.06145,3.4978,[11 53] ; [ 8 14],[14.13953488 49.86046512] ; [ 4.86046512 17.13953488],0
n1,1,0.174652,1.842553,[ 8 19] ; [4 3],[ 9.52941176 17.47058824] ; [2.47058824 4.52941176],0
a6,1,0.195971,1.672149,[40 28] ; [17  6],[42.59340659 25.40659341] ; [14.40659341  8.59340659],0
r1,1,0.198033,1.656819,[45 22] ; [12 11],[42.43333333 24.56666667] ; [14.56666667  8.43333333],0
v3,1,0.22162,1.493853,[16 47] ; [ 3 20],[13.91860465 49.08139535] ; [ 5.08139535 17.91860465],0
u3,1,0.250829,1.318681,[21  9] ; [5 5],[19.5 10.5] ; [6.5 3.5],0
n3,1,0.251943,1.3125,[18  9] ; [7 1],[19.28571429  7.71428571] ; [5.71428571 2.28571429],0
p11,1,0.252138,1.31142,[32 36] ; [14  9],[34.37362637 33.62637363] ; [11.62637363 11.37362637],0
d3,1,0.270692,1.213235,[43 25] ; [11 11],[40.8 27.2] ; [13.2  8.8],0
v1,1,0.277803,1.177807,[29 38] ; [ 7 16],[26.8 40.2] ; [ 9.2 13.8],0
b5,1,0.29626,1.090953,[41 27] ; [11 12],[38.85714286 29.14285714] ; [13.14285714  9.85714286],0
s7,1,0.304754,1.053275,[19 43] ; [ 4 17],[17.18072289 44.81927711] ; [ 5.81927711 15.18072289],0
s3,1,0.305964,1.048018,[33 35] ; [14  9],[35.12087912 32.87912088] ; [11.87912088 11.12087912],0
d5,1,0.314869,1.010141,[49 19] ; [14  9],[47.07692308 20.92307692] ; [15.92307692  7.07692308],0
p4,1,0.37457,0.788449,[25 42] ; [11 12],[26.8 40.2] ; [ 9.2 13.8],0
r2,1,0.379742,0.771538,[56 12] ; [17  6],[54.54945055 13.45054945] ; [18.45054945  4.54945055],0
p2,1,0.399877,0.708696,[40 27] ; [16  7],[41.68888889 25.31111111] ; [14.31111111  8.68888889],0
d2,1,0.41681,0.659293,[24 44] ; [ 6 17],[22.41758242 45.58241758] ; [ 7.58241758 15.41758242],0
r3,1,0.484825,0.48799,[57 11] ; [17  5],[55.91111111 12.08888889] ; [18.08888889  3.91111111],0
u1,1,0.486226,0.484868,[ 6 62] ; [ 1 22],[ 5.23076923 62.76923077] ; [ 1.76923077 21.23076923],0
s1,1,0.514885,0.424126,[ 6 62] ; [ 1 21],[ 5.28888889 62.71111111] ; [ 1.71111111 20.28888889],0
p9,1,0.52501,0.40404,[40 26] ; [15  7],[41.25 24.75] ; [13.75  8.25],0
u2,1,0.558746,0.34188,[21  9] ; [6 4],[20.25  9.75] ; [6.75 3.25],0
v4,1,0.558876,0.341654,[55 13] ; [19  3],[55.91111111 12.08888889] ; [18.08888889  3.91111111],0
a2,1,0.563721,0.333303,[ 9 59] ; [ 2 21],[ 8.21978022 59.78021978] ; [ 2.78021978 20.21978022],0
p3,1,0.606641,0.265095,[21 45] ; [ 6 17],[20.02247191 45.97752809] ; [ 6.97752809 16.02247191],0
s6,1,0.632338,0.228904,[33 34] ; [10 13],[32.01111111 34.98888889] ; [10.98888889 12.01111111],0
v2,1,0.649671,0.206315,[26 36] ; [10 11],[26.89156627 35.10843373] ; [ 9.10843373 11.89156627],0
a4,1,0.728587,0.120413,[21 47] ; [ 8 15],[21.67032967 46.32967033] ; [ 7.32967033 15.67032967],0
a5,1,0.762501,0.091324,[35 33] ; [11 12],[34.37362637 33.62637363] ; [11.62637363 11.37362637],0
b2,1,0.772553,0.083542,[11 27] ; [4 8],[11.4 26.6] ; [3.6 8.4],0
b3,1,0.772553,0.083542,[11 27] ; [4 8],[11.4 26.6] ; [3.6 8.4],0
p10,1,0.803744,0.061754,[37 29] ; [13  9],[37.5 28.5] ; [12.5  9.5],0
r4,1,0.830337,0.045911,[46 22] ; [15  8],[45.58241758 22.41758242] ; [15.41758242  7.58241758],0
s2,1,0.846569,0.037441,[28 40] ; [10 13],[28.3956044 39.6043956] ; [ 9.6043956 13.3956044],0
